MEXICOCITY LATITUDE    19.33     LONGITUDE     260.82    ALTITUDE    2274 M
MEXICOCITY INSTRUMENT   6-NM-64  NEUTRON MONITOR
MEXICOCITY STANDARD PRESSURE    779     MB     COEFFICIENT   -0.7125   % / MB
MEXICOCITY 120517 300  214000-214500   00     238.77  773.1    229.50     0.10    -9999
MEXICOCITY 120517 300  214500-215000   00     233.07  773.1    224.00    -2.30    -9999
MEXICOCITY 120517 300  215000-215500   00     235.97  773.0    226.70    -1.20    -9999
MEXICOCITY 120517 300  215500-220000   00     235.17  773.0    225.87    -1.50    -9999
MEXICOCITY 120517 300  220000-220500   00     238.13  772.9    228.53    -0.40    -9999
MEXICOCITY 120517 300  220500-221000   00     240.00  772.9    230.33     0.40    -9999
MEXICOCITY 120517 300  221000-221500   00     239.00  772.9    229.43     0.00    -9999
MEXICOCITY 120517 300  221500-222000   00     239.43  772.9    229.80     0.20    -9999
MEXICOCITY 120517 300  222000-222500   00     235.63  772.9    226.17    -1.40    -9999
MEXICOCITY 120517 300  222500-223000   00     238.13  772.8    228.43    -0.40    -9999
MEXICOCITY 120517 300  223000-223500   00     237.33  772.8    227.60    -0.80    -9999
MEXICOCITY 120517 300  223500-224000   00     236.67  772.8    226.90    -1.10    -9999
MEXICOCITY 120517 300  224000-224500   00     236.93  772.8    227.27    -0.90    -9999
MEXICOCITY 120517 300  224500-225000   00     241.33  772.8    231.43     0.90    -9999
MEXICOCITY 120517 300  225000-225500   00     236.40  772.8    226.73    -1.20    -9999
MEXICOCITY 120517 300  225500-230000   00     240.80  772.8    230.90     0.70    -9999
MEXICOCITY 120517 300  230000-230500   00     234.37  772.7    224.63    -2.10    -9999
MEXICOCITY 120517 300  230500-231000   00     236.93  772.7    227.17    -1.00    -9999
MEXICOCITY 120517 300  231000-231500   00     234.83  772.7    225.10    -1.90    -9999
MEXICOCITY 120517 300  231500-232000   00     236.00  772.8    226.27    -1.40    -9999
MEXICOCITY 120517 300  232000-232500   00     237.77  772.8    228.00    -0.60    -9999
MEXICOCITY 120517 300  232500-233000   00     235.30  772.7    225.57    -1.70    -9999
MEXICOCITY 120517 300  233000-233500   00     241.63  772.7    231.60     1.00    -9999
MEXICOCITY 120517 300  233500-234000   00     236.87  772.7    227.03    -1.00    -9999
MEXICOCITY 120517 300  234000-234500   00     239.60  772.7    229.60     0.10    -9999
MEXICOCITY 120517 300  234500-235000   00     236.53  772.8    226.80    -1.10    -9999
MEXICOCITY 120517 300  235000-235500   00     235.37  772.8    225.73    -1.60    -9999
MEXICOCITY 120517 300  235500-240000   00     236.57  772.8    226.87    -1.10    -9999
MEXICOCITY 120518 3600 000000-010000   00     236.43  773.0    227.15    -1.00    -9999
MEXICOCITY 120518 3600 010000-020000   00     235.75  773.5    227.18    -1.00    -9999
MEXICOCITY 120518 3600 020000-030000   00     234.83  774.2    227.50    -0.80    -9999
MEXICOCITY 120518 3600 030000-040000   00     232.44  774.9    226.21    -1.40    -9999
MEXICOCITY 120518 3600 040000-050000   00     231.48  775.3    226.06    -1.40    -9999
MEXICOCITY 120518 3600 050000-060000   00     230.09  775.6    225.10    -1.90    -9999
MEXICOCITY 120518 3600 060000-070000   00     230.37  775.3    224.83    -2.00    -9999
MEXICOCITY 120518 3600 070000-080000   00     230.49  774.8    224.25    -2.20    -9999
MEXICOCITY 120518 3600 080000-090000   00     231.93  774.4    224.95    -1.90    -9999
MEXICOCITY 120518 3600 090000-100000   00     232.53  774.1    225.04    -1.90    -9999
MEXICOCITY 120518 3600 100000-110000   00     232.48  774.0    224.86    -2.00    -9999
MEXICOCITY 120518 3600 110000-120000   00     232.27  774.4    225.26    -1.80    -9999
MEXICOCITY 120518 3600 120000-130000   00     233.21  774.6    226.62    -1.20    -9999
MEXICOCITY 120518 3600 130000-140000   00     232.69  775.0    226.63    -1.20    -9999
MEXICOCITY 120518 3600 140000-150000   00     232.60  775.3    227.06    -1.00    -9999
MEXICOCITY 120518 3600 150000-160000   00     233.43  775.2    227.70    -0.70    -9999
MEXICOCITY 120518 3600 160000-170000   00     234.09  774.9    227.93    -0.60    -9999
MEXICOCITY 120518 3600 170000-180000   00     234.20  774.7    227.67    -0.70    -9999
MEXICOCITY 120518 3600 180000-190000   00     235.62  774.2    228.18    -0.50    -9999
MEXICOCITY 120518 3600 190000-200000   00     237.48  773.4    228.72    -0.30    -9999
MEXICOCITY 120518 3600 200000-210000   00     238.32  772.6    228.24    -0.50    -9999
MEXICOCITY 120518 3600 210000-220000   00     239.54  771.8    228.13    -0.50    -9999
MEXICOCITY 120518 3600 220000-230000   00     240.01  771.3    227.72    -0.70    -9999
MEXICOCITY 120518 3600 230000-240000   00     239.78  771.3    227.59    -0.80    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2024-01-15 17:24:22 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE71/C071MXCO.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
