JUNGFRAU   LATITUDE    46.55     LONGITUDE     7.98      ALTITUDE    3475 M
JUNGFRAU   INSTRUMENT   3-NM-64  NEUTRON MONITOR	
JUNGFRAU   STANDARD PRESSURE    482     MMHG   COEFFICIENT   -0.96     % / MMHG
JUNGFRAU   010415 60   091100-091200   30     131.43  485.3    135.65    -1.80    -9999
JUNGFRAU   010415 60   091200-091300   30     132.95  485.3    137.23    -0.70    -9999
JUNGFRAU   010415 60   091300-091400   30     131.43  485.5    135.93    -1.60    -9999
JUNGFRAU   010415 60   091400-091500   30     134.23  485.5    138.82     0.50    -9999
JUNGFRAU   010415 60   091500-091600   30     129.63  485.3    133.80    -3.10    -9999
JUNGFRAU   010415 60   091600-091700   30     132.90  485.3    137.18    -0.70    -9999
JUNGFRAU   010415 60   091700-091800   30     132.32  485.6    136.97    -0.90    -9999
JUNGFRAU   010415 60   091800-091900   30     136.52  485.4    141.05     2.10    -9999
JUNGFRAU   010415 60   091900-092000   30     133.42  485.6    138.10     0.00    -9999
JUNGFRAU   010415 60   092000-092100   30     131.42  485.5    135.90    -1.60    -9999
JUNGFRAU   010415 60   092100-092200   30     132.10  485.7    136.87    -0.90    -9999
JUNGFRAU   010415 60   092200-092300   30     131.40  485.3    135.63    -1.80    -9999
JUNGFRAU   010415 60   092300-092400   30     134.87  485.4    139.33     0.90    -9999
JUNGFRAU   010415 60   092400-092500   30     134.72  485.8    139.72     1.10    -9999
JUNGFRAU   010415 60   092500-092600   30     135.92  485.5    140.57     1.80    -9999
JUNGFRAU   010415 60   092600-092700   30     132.05  485.4    136.42    -1.30    -9999
JUNGFRAU   010415 60   092700-092800   30     133.57  485.7    138.40     0.20    -9999
JUNGFRAU   010415 60   092800-092900   30     134.83  485.5    139.45     0.90    -9999
JUNGFRAU   010415 60   092900-093000   30     131.53  485.6    136.17    -1.40    -9999
JUNGFRAU   010415 60   093000-093100   30     129.48  485.5    133.90    -3.10    -9999
JUNGFRAU   010415 60   093100-093200   30     134.83  485.7    139.72     1.10    -9999
JUNGFRAU   010415 60   093200-093300   30     135.70  485.7    140.62     1.80    -9999
JUNGFRAU   010415 60   093300-093400   30     133.55  485.6    138.25     0.10    -9999
JUNGFRAU   010415 60   093400-093500   30     136.17  485.7    141.08     2.10    -9999
JUNGFRAU   010415 60   093500-093600   30     133.63  485.8    138.60     0.30    -9999
JUNGFRAU   010415 60   093600-093700   30     131.97  485.7    136.73    -1.00    -9999
JUNGFRAU   010415 60   093700-093800   30     137.27  485.7    142.22     2.90    -9999
JUNGFRAU   010415 60   093800-093900   30     132.22  485.7    137.00    -0.80    -9999
JUNGFRAU   010415 60   093900-094000   30     133.95  485.5    138.53     0.30    -9999
JUNGFRAU   010415 60   094000-094100   30     130.05  485.6    134.62    -2.60    -9999
JUNGFRAU   010415 60   094100-094200   30     133.70  485.4    138.13     0.00    -9999
JUNGFRAU   010415 60   094200-094300   30     132.62  485.7    137.42    -0.50    -9999
JUNGFRAU   010415 60   094300-094400   30     131.73  485.6    136.37    -1.30    -9999
JUNGFRAU   010415 60   094400-094500   30     134.13  485.5    138.72     0.40    -9999
JUNGFRAU   010415 60   094500-094600   30     130.68  485.5    135.15    -2.20    -9999
JUNGFRAU   010415 60   094600-094700   30     133.67  485.6    138.37     0.20    -9999
JUNGFRAU   010415 60   094700-094800   30     131.58  485.7    136.35    -1.30    -9999
JUNGFRAU   010415 60   094800-094900   30     133.17  485.7    137.98    -0.10    -9999
JUNGFRAU   010415 60   094900-095000   30     131.13  485.7    135.87    -1.60    -9999
JUNGFRAU   010415 60   095000-095100   30     134.77  485.7    139.65     1.10    -9999
JUNGFRAU   010415 60   095100-095200   30     136.02  485.6    140.80     1.90    -9999
JUNGFRAU   010415 60   095200-095300   30     132.35  485.7    137.13    -0.70    -9999
JUNGFRAU   010415 60   095300-095400   30     128.38  485.5    132.77    -3.90    -9999
JUNGFRAU   010415 60   095400-095500   30     134.38  485.7    139.25     0.80    -9999
JUNGFRAU   010415 60   095500-095600   30     131.87  485.7    136.65    -1.10    -9999
JUNGFRAU   010415 60   095600-095700   30     134.77  485.7    139.63     1.10    -9999
JUNGFRAU   010415 60   095700-095800   30     134.48  485.4    138.93     0.60    -9999
JUNGFRAU   010415 60   095800-095900   30     133.43  485.4    137.87    -0.20    -9999
JUNGFRAU   010415 60   095900-100000   30     133.97  485.5    138.55     0.30    -9999
JUNGFRAU   010415 60   100000-100100   30     133.20  485.7    138.02    -0.10    -9999
JUNGFRAU   010415 60   100100-100200   30     132.77  485.5    137.30    -0.60    -9999
JUNGFRAU   010415 60   100200-100300   30     131.33  485.4    135.68    -1.80    -9999
JUNGFRAU   010415 60   100300-100400   30     132.43  485.6    137.08    -0.80    -9999
JUNGFRAU   010415 60   100400-100500   30     133.88  485.5    138.47     0.20    -9999
JUNGFRAU   010415 60   100500-100600   30     135.70  485.6    140.47     1.70    -9999
JUNGFRAU   010415 60   100600-100700   30     133.20  485.5    137.75    -0.30    -9999
JUNGFRAU   010415 60   100700-100800   30     128.58  485.7    133.23    -3.60    -9999
JUNGFRAU   010415 60   100800-100900   30     134.58  485.7    139.45     0.90    -9999
JUNGFRAU   010415 60   100900-101000   30     132.45  485.6    137.10    -0.80    -9999
JUNGFRAU   010415 60   101000-101100   30     128.67  485.7    133.32    -3.50    -9999
JUNGFRAU   010415 60   101100-101200   30     135.00  485.4    139.48     1.00    -9999
JUNGFRAU   010415 60   101200-101300   30     131.68  485.6    136.32    -1.30    -9999
JUNGFRAU   010415 60   101300-101400   30     133.52  485.8    138.48     0.20    -9999
JUNGFRAU   010415 60   101400-101500   30     132.98  485.5    137.53    -0.40    -9999
JUNGFRAU   010415 60   101500-101600   30     130.60  485.7    135.32    -2.00    -9999
JUNGFRAU   010415 60   101600-101700   30     133.05  485.5    137.60    -0.40    -9999
JUNGFRAU   010415 60   101700-101800   30     131.83  485.7    136.60    -1.10    -9999
JUNGFRAU   010415 60   101800-101900   30     136.13  485.6    140.92     2.00    -9999
JUNGFRAU   010415 60   101900-102000   30     134.58  485.6    139.32     0.80    -9999
JUNGFRAU   010415 60   102000-102100   30     133.22  485.8    138.17     0.00    -9999
JUNGFRAU   010415 60   102100-102200   30     133.70  485.7    138.53     0.30    -9999
JUNGFRAU   010415 60   102200-102300   30     131.38  485.4    135.75    -1.70    -9999
JUNGFRAU   010415 60   102300-102400   30     134.22  485.4    138.67     0.40    -9999
JUNGFRAU   010415 60   102400-102500   30     138.12  485.6    142.97     3.50    -9999
JUNGFRAU   010415 60   102500-102600   30     127.32  485.6    131.78    -4.60    -9999
JUNGFRAU   010415 60   102600-102700   30     134.30  485.6    139.02     0.60    -9999
JUNGFRAU   010415 60   102700-102800   30     130.67  485.4    135.00    -2.30    -9999
JUNGFRAU   010415 60   102800-102900   30     127.60  485.5    131.95    -4.50    -9999
JUNGFRAU   010415 60   102900-103000   30     135.85  485.7    140.77     1.90    -9999
JUNGFRAU   010415 60   103000-103100   30     133.40  485.5    137.97    -0.10    -9999
JUNGFRAU   010415 60   103100-103200   30     134.37  485.5    138.95     0.60    -9999
JUNGFRAU   010415 60   103200-103300   30     130.78  485.5    135.25    -2.10    -9999
JUNGFRAU   010415 60   103300-103400   30     132.98  485.5    137.52    -0.50    -9999
JUNGFRAU   010415 60   103400-103500   30     133.78  485.4    138.22     0.10    -9999
JUNGFRAU   010415 60   103500-103600   30     137.50  485.4    142.07     2.80    -9999
JUNGFRAU   010415 60   103600-103700   30     130.98  485.4    135.33    -2.00    -9999
JUNGFRAU   010415 60   103700-103800   30     131.57  485.4    135.93    -1.60    -9999
JUNGFRAU   010415 60   103800-103900   30     133.85  485.7    138.68     0.40    -9999
JUNGFRAU   010415 60   103900-104000   30     130.08  485.4    134.40    -2.70    -9999
JUNGFRAU   010415 60   104000-104100   30     132.35  485.5    136.87    -0.90    -9999
JUNGFRAU   010415 60   104100-104200   30     132.53  485.4    136.92    -0.90    -9999
JUNGFRAU   010415 60   104200-104300   30     135.07  485.4    139.55     1.00    -9999
JUNGFRAU   010415 60   104300-104400   30     131.77  485.4    136.15    -1.40    -9999
JUNGFRAU   010415 60   104400-104500   30     132.02  485.4    136.40    -1.30    -9999
JUNGFRAU   010415 60   104500-104600   30     130.27  485.5    134.72    -2.50    -9999
JUNGFRAU   010415 60   104600-104700   30     133.60  485.3    137.90    -0.20    -9999
JUNGFRAU   010415 60   104700-104800   30     132.95  485.4    137.35    -0.60    -9999
JUNGFRAU   010415 60   104800-104900   30     129.73  485.4    134.03    -3.00    -9999
JUNGFRAU   010415 60   104900-105000   30     132.15  485.4    136.53    -1.20    -9999
JUNGFRAU   010415 60   105000-105100   30     134.85  485.4    139.33     0.90    -9999
JUNGFRAU   010415 60   105100-105200   30     131.98  485.3    136.22    -1.40    -9999
JUNGFRAU   010415 60   105200-105300   30     132.57  485.5    137.10    -0.80    -9999
JUNGFRAU   010415 60   105300-105400   30     132.75  485.4    137.15    -0.70    -9999
JUNGFRAU   010415 60   105400-105500   30     133.93  485.5    138.52     0.30    -9999
JUNGFRAU   010415 60   105500-105600   30     136.13  485.5    140.80     1.90    -9999
JUNGFRAU   010415 60   105600-105700   30     131.10  485.4    135.45    -2.00    -9999
JUNGFRAU   010415 60   105700-105800   30     134.02  485.4    138.47     0.20    -9999
JUNGFRAU   010415 60   105800-105900   30     134.43  485.4    138.90     0.50    -9999
JUNGFRAU   010415 60   105900-110000   30     133.00  485.1    137.03    -0.80    -9999
JUNGFRAU   010415 60   110000-110100   30     134.15  485.2    138.33     0.10    -9999
JUNGFRAU   010415 60   110100-110200   30     131.17  485.4    135.52    -1.90    -9999
JUNGFRAU   010415 60   110200-110300   30     135.62  485.4    140.12     1.40    -9999
JUNGFRAU   010415 60   110300-110400   30     132.80  485.4    137.22    -0.70    -9999
JUNGFRAU   010415 60   110400-110500   30     133.13  485.4    137.55    -0.40    -9999
JUNGFRAU   010415 60   110500-110600   30     132.75  485.4    137.15    -0.70    -9999
JUNGFRAU   010415 60   110600-110700   30     134.45  485.5    139.03     0.60    -9999
JUNGFRAU   010415 60   110700-110800   30     133.85  485.3    138.15     0.00    -9999
JUNGFRAU   010415 60   110800-110900   30     134.40  485.1    138.47     0.20    -9999
JUNGFRAU   010415 60   110900-111000   30     134.40  485.3    138.73     0.40    -9999
JUNGFRAU   010415 60   111000-111100   30     132.52  485.3    136.77    -1.00    -9999
JUNGFRAU   010415 60   111100-111200   30     131.58  485.3    135.82    -1.70    -9999
JUNGFRAU   010415 60   111200-111300   30     134.28  485.1    138.33     0.10    -9999
JUNGFRAU   010415 60   111300-111400   30     134.33  485.4    138.80     0.50    -9999
JUNGFRAU   010415 60   111400-111500   30     133.90  485.2    138.07    -0.10    -9999
JUNGFRAU   010415 60   111500-111600   30     132.62  485.4    137.00    -0.80    -9999
JUNGFRAU   010415 60   111600-111700   30     131.33  485.4    135.70    -1.80    -9999
JUNGFRAU   010415 60   111700-111800   30     136.35  485.4    140.88     2.00    -9999
JUNGFRAU   010415 60   111800-111900   30     136.65  485.2    140.92     2.00    -9999
JUNGFRAU   010415 60   111900-112000   30     134.43  485.3    138.77     0.50    -9999
JUNGFRAU   010415 60   112000-112100   30     130.68  485.1    134.63    -2.50    -9999
JUNGFRAU   010415 60   112100-112200   30     133.82  485.2    138.00    -0.10    -9999
JUNGFRAU   010415 60   112200-112300   30     134.55  485.4    139.00     0.60    -9999
JUNGFRAU   010415 60   112300-112400   30     135.37  485.0    139.32     0.80    -9999
JUNGFRAU   010415 60   112400-112500   30     134.93  485.3    139.27     0.80    -9999
JUNGFRAU   010415 60   112500-112600   30     131.62  485.4    135.98    -1.60    -9999
JUNGFRAU   010415 60   112600-112700   30     133.93  485.2    138.12     0.00    -9999
JUNGFRAU   010415 60   112700-112800   30     130.98  485.1    134.93    -2.30    -9999
JUNGFRAU   010415 60   112800-112900   30     135.20  485.1    139.28     0.80    -9999
JUNGFRAU   010415 60   112900-113000   30     133.38  485.1    137.42    -0.50    -9999
JUNGFRAU   010415 60   113000-113100   30     131.42  485.1    135.38    -2.00    -9999
JUNGFRAU   010415 60   113100-113200   30     133.25  485.1    137.27    -0.60    -9999
JUNGFRAU   010415 60   113200-113300   30     134.67  485.1    138.73     0.40    -9999
JUNGFRAU   010415 60   113300-113400   30     130.93  485.1    134.88    -2.40    -9999
JUNGFRAU   010415 60   113400-113500   30     132.65  485.3    136.92    -0.90    -9999
JUNGFRAU   010415 60   113500-113600   30     136.77  485.3    141.17     2.20    -9999
JUNGFRAU   010415 60   113600-113700   30     135.65  485.4    140.15     1.50    -9999
JUNGFRAU   010415 60   113700-113800   30     134.75  485.3    139.10     0.70    -9999
JUNGFRAU   010415 60   113800-113900   30     132.60  485.1    136.60    -1.10    -9999
JUNGFRAU   010415 60   113900-114000   30     134.03  484.8    137.68    -0.30    -9999
JUNGFRAU   010415 60   114000-114100   30     135.70  485.1    139.80     1.20    -9999
JUNGFRAU   010415 60   114100-114200   30     135.58  485.3    139.95     1.30    -9999
JUNGFRAU   010415 60   114200-114300   30     131.33  485.3    135.55    -1.90    -9999
JUNGFRAU   010415 60   114300-114400   30     134.83  485.3    139.18     0.80    -9999
JUNGFRAU   010415 60   114400-114500   30     134.18  485.4    138.63     0.40    -9999
JUNGFRAU   010415 60   114500-114600   30     134.03  485.1    138.08     0.00    -9999
JUNGFRAU   010415 60   114600-114700   30     135.38  485.3    139.73     1.20    -9999
JUNGFRAU   010415 60   114700-114800   30     134.68  485.2    138.88     0.50    -9999
JUNGFRAU   010415 60   114800-114900   30     135.83  485.2    140.07     1.40    -9999
JUNGFRAU   010415 60   114900-115000   30     135.52  485.1    139.62     1.10    -9999
JUNGFRAU   010415 60   115000-115100   30     130.73  484.8    134.30    -2.80    -9999
JUNGFRAU   010415 60   115100-115200   30     132.72  485.1    136.73    -1.00    -9999
JUNGFRAU   010415 60   115200-115300   30     137.63  485.1    141.80     2.60    -9999
JUNGFRAU   010415 60   115300-115400   30     135.30  485.2    139.52     1.00    -9999
JUNGFRAU   010415 60   115400-115500   30     132.35  485.2    136.48    -1.20    -9999
JUNGFRAU   010415 60   115500-115600   30     132.65  485.1    136.67    -1.10    -9999
JUNGFRAU   010415 60   115600-115700   30     130.63  485.1    134.57    -2.60    -9999
JUNGFRAU   010415 60   115700-115800   30     135.63  485.1    139.73     1.20    -9999
JUNGFRAU   010415 60   115800-115900   30     132.38  485.1    136.38    -1.30    -9999
JUNGFRAU   010415 60   115900-120000   30     134.27  485.1    138.33     0.10    -9999
JUNGFRAU   010415 60   120000-120100   30     135.50  485.2    139.72     1.10    -9999
JUNGFRAU   010415 60   120100-120200   30     138.18  485.2    142.50     3.20    -9999
JUNGFRAU   010415 60   120200-120300   30     134.87  485.1    138.93     0.60    -9999
JUNGFRAU   010415 60   120300-120400   30     135.62  485.1    139.72     1.10    -9999
JUNGFRAU   010415 60   120400-120500   30     135.05  485.2    139.25     0.80    -9999
JUNGFRAU   010415 60   120500-120600   30     130.28  485.4    134.60    -2.60    -9999
JUNGFRAU   010415 60   120600-120700   30     136.00  485.3    140.38     1.60    -9999
JUNGFRAU   010415 60   120700-120800   30     136.43  485.1    140.55     1.70    -9999
JUNGFRAU   010415 60   120800-120900   30     131.93  485.3    136.17    -1.40    -9999
JUNGFRAU   010415 60   120900-121000   30     135.28  485.0    139.23     0.80    -9999
JUNGFRAU   010415 60   121000-121100   30     132.13  485.2    136.27    -1.40    -9999
JUNGFRAU   010415 60   121100-121200   30     134.98  485.1    139.07     0.70    -9999
JUNGFRAU   010415 60   121200-121300   30     132.82  485.1    136.83    -0.90    -9999
JUNGFRAU   010415 60   121300-121400   30     133.13  485.2    137.28    -0.60    -9999
JUNGFRAU   010415 60   121400-121500   30     131.47  485.1    135.45    -2.00    -9999
JUNGFRAU   010415 60   121500-121600   30     131.53  485.1    135.52    -1.90    -9999
JUNGFRAU   010415 60   121600-121700   30     136.48  485.1    140.62     1.80    -9999
JUNGFRAU   010415 60   121700-121800   30     132.87  485.2    137.02    -0.80    -9999
JUNGFRAU   010415 60   121800-121900   30     133.88  485.1    137.93    -0.20    -9999
JUNGFRAU   010415 60   121900-122000   30     133.25  485.2    137.40    -0.50    -9999
JUNGFRAU   010415 60   122000-122100   30     137.13  485.0    141.13     2.20    -9999
JUNGFRAU   010415 60   122100-122200   30     134.85  485.1    138.92     0.60    -9999
JUNGFRAU   010415 60   122200-122300   30     138.08  485.1    142.25     3.00    -9999
JUNGFRAU   010415 60   122300-122400   30     133.17  485.2    137.33    -0.60    -9999
JUNGFRAU   010415 60   122400-122500   30     131.53  485.1    135.50    -1.90    -9999
JUNGFRAU   010415 60   122500-122600   30     134.98  485.1    139.05     0.70    -9999
JUNGFRAU   010415 60   122600-122700   30     134.02  485.1    138.07    -0.10    -9999
JUNGFRAU   010415 60   122700-122800   30     132.92  485.1    136.93    -0.90    -9999
JUNGFRAU   010415 60   122800-122900   30     134.47  485.2    138.67     0.40    -9999
JUNGFRAU   010415 60   122900-123000   30     135.97  485.3    140.33     1.60    -9999
JUNGFRAU   010415 60   123000-123100   30     132.90  485.2    137.05    -0.80    -9999
JUNGFRAU   010415 60   123100-123200   30     135.60  485.2    139.83     1.20    -9999
JUNGFRAU   010415 60   123200-123300   30     133.12  485.4    137.53    -0.40    -9999
JUNGFRAU   010415 60   123300-123400   30     131.77  485.2    135.88    -1.60    -9999
JUNGFRAU   010415 60   123400-123500   30     137.38  485.1    141.53     2.50    -9999
JUNGFRAU   010415 60   123500-123600   30     132.32  485.0    136.17    -1.40    -9999
JUNGFRAU   010415 60   123600-123700   30     136.73  485.0    140.73     1.90    -9999
JUNGFRAU   010415 60   123700-123800   30     135.77  485.0    139.73     1.20    -9999
JUNGFRAU   010415 60   123800-123900   30     136.13  485.1    140.23     1.50    -9999
JUNGFRAU   010415 60   123900-124000   30     132.95  485.1    136.97    -0.90    -9999
JUNGFRAU   010415 60   124000-124100   30     131.65  485.1    135.63    -1.80    -9999
JUNGFRAU   010415 60   124100-124200   30     134.53  485.1    138.60     0.30    -9999
JUNGFRAU   010415 60   124200-124300   30     132.63  485.1    136.65    -1.10    -9999
JUNGFRAU   010415 60   124300-124400   30     136.72  485.1    140.85     2.00    -9999
JUNGFRAU   010415 60   124400-124500   30     131.90  485.1    135.88    -1.60    -9999
JUNGFRAU   010415 60   124500-124600   30     134.33  485.2    138.53     0.30    -9999
JUNGFRAU   010415 60   124600-124700   30     130.77  485.1    134.72    -2.50    -9999
JUNGFRAU   010415 60   124700-124800   30     134.32  485.2    138.50     0.30    -9999
JUNGFRAU   010415 60   124800-124900   30     133.90  485.3    138.20     0.00    -9999
JUNGFRAU   010415 60   124900-125000   30     134.98  485.2    139.18     0.80    -9999
JUNGFRAU   010415 60   125000-125100   30     133.07  485.1    137.08    -0.80    -9999
JUNGFRAU   010415 60   125100-125200   30     135.03  485.0    138.97     0.60    -9999
JUNGFRAU   010415 60   125200-125300   30     132.45  485.2    136.58    -1.10    -9999
JUNGFRAU   010415 60   125300-125400   30     131.62  485.1    135.60    -1.80    -9999
JUNGFRAU   010415 60   125400-125500   30     135.07  485.1    139.15     0.70    -9999
JUNGFRAU   010415 60   125500-125600   30     134.27  485.2    138.45     0.20    -9999
JUNGFRAU   010415 60   125600-125700   30     131.65  485.1    135.62    -1.80    -9999
JUNGFRAU   010415 60   125700-125800   30     132.00  485.1    135.98    -1.60    -9999
JUNGFRAU   010415 60   125800-125900   30     133.27  485.1    137.30    -0.60    -9999
JUNGFRAU   010415 60   125900-130000   30     134.80  485.1    138.87     0.50    -9999
JUNGFRAU   010415 60   130000-130100   30     131.60  485.1    135.57    -1.90    -1.99
JUNGFRAU   010415 60   130100-130200   30     135.53  485.1    139.63     1.10     1.01
JUNGFRAU   010415 60   130200-130300   30     130.95  485.0    134.78    -2.40    -2.49
JUNGFRAU   010415 60   130300-130400   30     133.50  485.1    137.53    -0.40    -0.50
JUNGFRAU   010415 60   130400-130500   30     135.02  485.1    139.10     0.70     0.60
JUNGFRAU   010415 60   130500-130600   30     137.42  485.1    141.57     2.50     2.40
JUNGFRAU   010415 60   130600-130700   30     132.55  485.1    136.55    -1.20    -1.30
JUNGFRAU   010415 60   130700-130800   30     131.47  485.1    135.43    -2.00    -2.11
JUNGFRAU   010415 60   130800-130900   30     131.43  485.0    135.28    -2.10    -2.21
JUNGFRAU   010415 60   130900-131000   30     131.97  485.0    135.83    -1.70    -1.81
JUNGFRAU   010415 60   131000-131100   30     137.70  485.1    141.87     2.70     2.59
JUNGFRAU   010415 60   131100-131200   30     136.85  485.0    140.85     2.00     1.88
JUNGFRAU   010415 60   131200-131300   30     135.30  485.1    139.38     0.90     0.78
JUNGFRAU   010415 60   131300-131400   30     132.08  485.1    136.07    -1.50    -1.62
JUNGFRAU   010415 60   131400-131500   30     132.72  485.0    136.60    -1.10    -1.22
JUNGFRAU   010415 60   131500-131600   30     135.78  484.9    139.63     1.10     0.97
JUNGFRAU   010415 60   131600-131700   30     135.75  485.1    139.85     1.20     1.07
JUNGFRAU   010415 60   131700-131800   30     136.65  485.1    140.77     1.90     1.77
JUNGFRAU   010415 60   131800-131900   30     131.72  485.1    135.70    -1.80    -1.93
JUNGFRAU   010415 60   131900-132000   30     135.23  484.9    139.05     0.70     0.56
JUNGFRAU   010415 60   132000-132100   30     130.67  484.8    134.23    -2.80    -2.94
JUNGFRAU   010415 60   132100-132200   30     135.83  484.7    139.40     0.90     0.76
JUNGFRAU   010415 60   132200-132300   30     136.97  484.9    140.83     1.90     1.76
JUNGFRAU   010415 60   132300-132400   30     134.00  485.1    138.05    -0.10    -0.25
JUNGFRAU   010415 60   132400-132500   30     135.80  485.1    139.90     1.30     1.15
JUNGFRAU   010415 60   132500-132600   30     135.87  485.1    139.97     1.30     1.15
JUNGFRAU   010415 60   132600-132700   30     136.25  484.8    139.95     1.30     1.15
JUNGFRAU   010415 60   132700-132800   30     135.78  484.8    139.48     1.00     0.84
JUNGFRAU   010415 60   132800-132900   30     135.12  485.0    139.07     0.70     0.54
JUNGFRAU   010415 60   132900-133000   30     136.43  484.8    140.15     1.50     1.34
JUNGFRAU   010415 60   133000-133100   30     134.18  485.1    138.23     0.10    -0.07
JUNGFRAU   010415 60   133100-133200   30     134.03  485.0    137.95    -0.10    -0.27
JUNGFRAU   010415 60   133200-133300   30     135.90  485.0    139.88     1.30     1.13
JUNGFRAU   010415 60   133300-133400   30     136.87  484.9    140.73     1.90     1.73
JUNGFRAU   010415 60   133400-133500   30     136.55  485.0    140.53     1.70     1.52
JUNGFRAU   010415 60   133500-133600   30     136.52  484.9    140.38     1.60     1.42
JUNGFRAU   010415 60   133600-133700   30     132.38  484.8    135.98    -1.60    -1.78
JUNGFRAU   010415 60   133700-133800   30     136.75  484.8    140.47     1.70     1.52
JUNGFRAU   010415 60   133800-133900   30     136.70  485.1    140.82     1.90     1.71
JUNGFRAU   010415 60   133900-134000   30     131.98  484.9    135.70    -1.80    -1.99
JUNGFRAU   010415 60   134000-134100   30     134.23  484.8    137.90    -0.20    -0.39
JUNGFRAU   010415 60   134100-134200   30     134.72  484.8    138.38     0.20     0.01
JUNGFRAU   010415 60   134200-134300   30     135.10  484.7    138.65     0.40     0.20
