BAKSAN     LATITUDE    43.28     LONGITUDE     42.69     ALTITUDE    1700 M
BAKSAN     INSTRUMENT   6NM64    NEUTRON MONITOR     
BAKSAN     STANDARD PRESSURE    810     mb     COEFFICIENT   -0.72     % / mb
BAKSAN     031029 300  095000-095500   00      29.21  816.7     30.65    -2.80    -9999
BAKSAN     031029 300  095500-100000   00      29.25  816.6     30.68    -2.70    -9999
BAKSAN     031029 300  100000-100500   00      28.58  816.6     29.97    -5.00    -9999
BAKSAN     031029 300  100500-101000   00      27.79  816.6     29.14    -7.60    -9999
BAKSAN     031029 300  101000-101500   00      28.71  816.6     30.10    -4.60    -9999
BAKSAN     031029 300  101500-102000   00      28.96  816.5     30.35    -3.70    -9999
BAKSAN     031029 300  102000-102500   00      28.54  816.5     29.91    -5.10    -9999
BAKSAN     031029 300  102500-103000   00      29.60  816.5     31.02    -1.60    -9999
BAKSAN     031029 300  103000-103500   00      28.43  816.5     29.79    -5.50    -9999
BAKSAN     031029 300  103500-104000   00      29.19  816.5     30.58    -3.00    -9999
BAKSAN     031029 300  104000-104500   00      29.15  816.5     30.55    -3.10    -9999
BAKSAN     031029 300  104500-105000   00      29.05  816.4     30.43    -3.50    -9999
BAKSAN     031029 300  105000-105500   00      29.08  816.4     30.45    -3.40    -9999
BAKSAN     031029 300  105500-110000   00      28.18  816.4     29.51    -6.40    -9999
BAKSAN     031029 300  110000-110500   00      28.12  816.4     29.44    -6.60    -9999
BAKSAN     031029 300  110500-111000   00      27.89  816.4     29.21    -7.40    -9999
BAKSAN     031029 300  111000-111500   00      28.56  816.4     29.91    -5.10    -9999
BAKSAN     031029 300  111500-112000   00      28.12  816.4     29.45    -6.60    -9999
BAKSAN     031029 300  112000-112500   00      28.17  816.4     29.49    -6.50    -9999
BAKSAN     031029 300  112500-113000   00      28.48  816.4     29.83    -5.40    -9999
BAKSAN     031029 300  113000-113500   00      28.02  816.4     29.34    -7.00    -9999
BAKSAN     031029 300  113500-114000   00      28.50  816.4     29.85    -5.30    -9999
BAKSAN     031029 300  114000-114500   00      28.40  816.4     29.74    -5.70    -9999
BAKSAN     031029 300  114500-115000   00      27.33  816.4     28.62    -9.30    -9999
BAKSAN     031029 300  115000-115500   00      28.57  816.4     29.92    -5.10    -9999
BAKSAN     031029 300  115500-120000   00      27.53  816.4     28.83    -8.60    -9999
BAKSAN     031029 3600 120000-130000   00      27.07  816.7     28.41    -9.90    -9999
BAKSAN     031029 3600 130000-140000   00      25.23  816.5     26.44   -16.20    -9999
BAKSAN     031029 3600 140000-150000   00      24.23  816.2     25.34   -19.70    -9999
BAKSAN     031029 3600 150000-160000   00      24.38  816.9     25.62   -18.80    -9999
BAKSAN     031029 3600 160000-170000   00      24.68  816.8     25.91   -17.80    -9999
BAKSAN     031029 3600 170000-180000   00      23.99  816.4     25.12   -20.40    -9999
BAKSAN     031029 3600 180000-190000   00      25.02  816.0     26.13   -17.10    -9999
BAKSAN     031029 3600 190000-200000   00      25.89  815.3     26.90   -14.70    -9999
BAKSAN     031029 3600 200000-210000   00      25.38  815.1     26.33   -16.50    -9999
BAKSAN     031029 3600 210000-220000   00      25.13  814.8     26.02   -17.50    -9999
BAKSAN     031029 3600 220000-230000   00      25.64  814.4     26.46   -16.10    -9999
BAKSAN     031029 3600 230000-240000   00      25.60  814.1     26.37   -16.40    -9999
*
Comment: 2,3 counters;
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-04-03 12:51:18 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE65/C065BKSN.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
