IRKUTSK    LATITUDE    52.1      LONGITUDE     104       ALTITUDE    433 M
IRKUTSK    INSTRUMENT   18NM64    NEUTRON MONITOR     
IRKUTSK    STANDARD PRESSURE    963.9   mb     COEFFICIENT   -0.713    % / mb
IRKUTSK    031028 300  102000-102500   00     174.57  964.3    175.03    -1.00    -9999
IRKUTSK    031028 300  102500-103000   00     175.87  964.3    176.43    -0.20    -9999
IRKUTSK    031028 300  103000-103500   00     177.52  964.4    178.19     0.80    -9999
IRKUTSK    031028 300  103500-104000   00     178.04  964.5    178.83     1.20    -9999
IRKUTSK    031028 300  104000-104500   00     176.90  964.6    177.79     0.60    -9999
IRKUTSK    031028 300  104500-105000   00     176.04  964.7    177.03     0.20    -9999
IRKUTSK    031028 300  105000-105500   00     175.05  964.8    176.14    -0.30    -9999
IRKUTSK    031028 300  105500-110000   00     173.53  964.8    174.71    -1.20    -9999
IRKUTSK    031028 300  110000-110500   00     172.02  964.9    173.27    -2.00    -2.00
IRKUTSK    031028 300  110500-111000   00     174.88  964.9    176.19    -0.30    -0.30
IRKUTSK    031028 300  111000-111500   00     174.55  965.0    175.90    -0.50    -0.50
IRKUTSK    031028 300  111500-112000   00     175.26  965.0    176.66    -0.10    -0.10
IRKUTSK    031028 300  112000-112500   00     178.60  965.0    180.07     1.90     1.90
IRKUTSK    031028 300  112500-113000   00     176.35  965.1    177.84     0.60     0.60
IRKUTSK    031028 300  113000-113500   00     180.60  965.1    182.17     3.10     3.10
IRKUTSK    031028 300  113500-114000   00     180.55  965.1    182.16     3.10     3.10
IRKUTSK    031028 300  114000-114500   00     186.99  965.2    188.71     6.80     6.80
IRKUTSK    031028 300  114500-115000   00     183.42  965.2    185.14     4.70     4.70
IRKUTSK    031028 300  115000-115500   00     188.69  965.2    190.51     7.80     7.80
IRKUTSK    031028 300  115500-120000   00     183.34  965.3    185.16     4.80     4.80
IRKUTSK    031028 300  120000-120500   00     185.14  965.3    187.01     5.80     5.80
IRKUTSK    031028 300  120500-121000   00     184.08  965.3    185.99     5.20     5.20
IRKUTSK    031028 300  121000-121500   00     183.14  965.4    185.09     4.70     4.70
IRKUTSK    031028 300  121500-122000   00     178.95  965.4    180.90     2.30     2.30
IRKUTSK    031028 300  122000-122500   00     179.62  965.4    181.61     2.70     2.70
IRKUTSK    031028 300  122500-123000   00     176.73  965.5    178.73     1.10     1.10
IRKUTSK    031028 300  123000-123500   00     177.34  965.5    179.39     1.50     1.50
IRKUTSK    031028 300  123500-124000   00     180.45  965.5    182.58     3.30     3.30
IRKUTSK    031028 300  124000-124500   00     178.90  965.6    181.05     2.40     2.40
IRKUTSK    031028 300  124500-125000   00     180.33  965.6    182.54     3.30     3.30
IRKUTSK    031028 300  125000-125500   00     179.14  965.6    181.38     2.60     2.60
IRKUTSK    031028 300  125500-130000   00     178.72  965.7    181.00     2.40     2.40
IRKUTSK    031028 300  130000-130500   00     179.12  965.7    181.44     2.70     2.70
IRKUTSK    031028 300  130500-131000   00     176.86  965.7    179.18     1.40     1.40
IRKUTSK    031028 300  131000-131500   00     176.27  965.7    178.60     1.00     1.00
IRKUTSK    031028 300  131500-132000   00     173.67  965.8    175.98    -0.40    -0.40
IRKUTSK    031028 300  132000-132500   00     179.52  965.8    181.93     2.90     2.90
IRKUTSK    031028 300  132500-133000   00     177.19  965.8    179.59     1.60     1.60
IRKUTSK    031028 300  133000-133500   00     177.34  965.8    179.77     1.70     1.70
IRKUTSK    031028 300  133500-134000   00     178.76  965.8    181.23     2.50     2.50
IRKUTSK    031028 300  134000-134500   00     176.98  965.8    179.45     1.50     1.50
IRKUTSK    031028 300  134500-135000   00     176.87  965.9    179.36     1.50     1.50
IRKUTSK    031028 300  135000-135500   00     174.33  965.9    176.80     0.00     0.00
IRKUTSK    031028 300  135500-140000   00     177.19  965.9    179.72     1.70     1.70
IRKUTSK    031028 300  140000-140500   00     176.05  965.9    178.56     1.00     1.00
IRKUTSK    031028 300  140500-141000   00     176.79  965.9    179.28     1.40     1.40
IRKUTSK    031028 300  141000-141500   00     177.56  965.8    180.03     1.90     1.90
IRKUTSK    031028 300  141500-142000   00     174.25  965.8    176.65    -0.10    -0.10
IRKUTSK    031028 300  142000-142500   00     174.03  965.8    176.39    -0.20    -0.20
IRKUTSK    031028 300  142500-143000   00     174.39  965.8    176.73     0.00     0.00
IRKUTSK    031028 300  143000-143500   00     175.86  965.7    178.18     0.80     0.80
IRKUTSK    031028 300  143500-144000   00     178.43  965.7    180.75     2.30     2.30
IRKUTSK    031028 300  144000-144500   00     174.09  965.7    176.33    -0.20    -0.20
IRKUTSK    031028 300  144500-145000   00     175.28  965.7    177.50     0.40     0.40
IRKUTSK    031028 300  145000-145500   00     177.34  965.6    179.55     1.60     1.60
IRKUTSK    031028 300  145500-150000   00     175.47  965.6    177.63     0.50     0.50
IRKUTSK    031028 300  150000-150500   00     174.28  965.6    176.38    -0.20    -0.20
IRKUTSK    031028 300  150500-151000   00     175.55  965.6    177.63     0.50     0.50
IRKUTSK    031028 300  151000-151500   00     174.35  965.5    176.38    -0.20    -0.20
IRKUTSK    031028 300  151500-152000   00     177.08  965.5    179.10     1.30     1.30
IRKUTSK    031028 300  152000-152500   00     175.63  965.5    177.59     0.50     0.50
IRKUTSK    031028 300  152500-153000   00     173.42  965.4    175.31    -0.80    -0.80
IRKUTSK    031028 300  153000-153500   00     174.58  965.4    176.44    -0.20    -0.20
IRKUTSK    031028 300  153500-154000   00     175.40  965.4    177.23     0.30     0.30
IRKUTSK    031028 300  154000-154500   00     173.36  965.3    175.13    -0.90    -0.90
IRKUTSK    031028 300  154500-155000   00     176.87  965.3    178.63     1.10     1.10
IRKUTSK    031028 300  155000-155500   00     177.56  965.3    179.28     1.40     1.40
IRKUTSK    031028 300  155500-160000   00     174.67  965.2    176.32    -0.20    -0.20
IRKUTSK    031028 300  160000-160500   00     175.60  965.2    177.19     0.20    -9999
IRKUTSK    031028 300  160500-161000   00     176.45  965.1    177.91     0.70    -9999
IRKUTSK    031028 300  161000-161500   00     175.61  965.0    176.94     0.10    -9999
IRKUTSK    031028 300  161500-162000   00     175.33  964.9    176.53    -0.10    -9999
IRKUTSK    031028 300  162000-162500   00     175.06  964.8    176.14    -0.30    -9999
IRKUTSK    031028 300  162500-163000   00     174.37  964.7    175.31    -0.80    -9999
IRKUTSK    031028 300  163000-163500   00     174.92  964.6    175.74    -0.60    -9999
IRKUTSK    031028 300  163500-164000   00     175.30  964.5    176.00    -0.40    -9999
IRKUTSK    031028 300  164000-164500   00     176.42  964.4    177.00     0.10    -9999
IRKUTSK    031028 300  164500-165000   00     176.92  964.3    177.38     0.40    -9999
IRKUTSK    031028 300  165000-165500   00     176.53  964.2    176.86     0.10    -9999
IRKUTSK    031028 300  165500-170000   00     178.74  964.1    178.94     1.20    -9999
IRKUTSK    031028 300  170000-170500   00     177.22  964.0    177.30     0.30    -9999
IRKUTSK    031028 300  170500-171000   00     176.16  963.9    176.12    -0.40    -9999
IRKUTSK    031028 300  171000-171500   00     175.73  963.8    175.58    -0.70    -9999
IRKUTSK    031028 300  171500-172000   00     176.05  963.7    175.78    -0.50    -9999
IRKUTSK    031028 300  172000-172500   00     177.22  963.6    176.83     0.00    -9999
IRKUTSK    031028 300  172500-173000   00     177.27  963.5    176.78     0.00    -9999
IRKUTSK    031028 300  173000-173500   00     176.60  963.4    175.99    -0.40    -9999
IRKUTSK    031028 300  173500-174000   00     179.25  963.3    178.51     1.00    -9999
IRKUTSK    031028 300  174000-174500   00     178.15  963.2    177.30     0.30    -9999
IRKUTSK    031028 300  174500-175000   00     177.07  963.1    176.11    -0.40    -9999
IRKUTSK    031028 300  175000-175500   00     180.01  963.0    178.91     1.20    -9999
IRKUTSK    031028 300  175500-180000   00     178.25  963.0    177.05     0.20    -9999
IRKUTSK    031028 300  180000-180500   00     177.09  962.8    175.77    -0.60    -9999
IRKUTSK    031028 300  180500-181000   00     180.61  962.7    179.09     1.30    -9999
IRKUTSK    031028 300  181000-181500   00     180.11  962.6    178.42     0.90    -9999
IRKUTSK    031028 300  181500-182000   00     179.03  962.4    177.19     0.20    -9999
IRKUTSK    031028 300  182000-182500   00     176.72  962.3    174.74    -1.10    -9999
IRKUTSK    031028 300  182500-183000   00     177.52  962.2    175.35    -0.80    -9999
IRKUTSK    031028 300  183000-183500   00     178.31  962.0    175.97    -0.40    -9999
IRKUTSK    031028 300  183500-184000   00     179.44  961.9    176.92     0.10    -9999
IRKUTSK    031028 300  184000-184500   00     177.97  961.8    175.30    -0.80    -9999
IRKUTSK    031028 300  184500-185000   00     179.33  961.6    176.48    -0.20    -9999
IRKUTSK    031028 300  185000-185500   00     178.50  961.5    175.49    -0.70    -9999
IRKUTSK    031028 300  185500-190000   00     180.84  961.4    177.62     0.50    -9999
IRKUTSK    031028 300  190000-190500   00     180.51  961.2    177.12     0.20    -9999
IRKUTSK    031028 300  190500-191000   00     180.47  961.1    176.90     0.10    -9999
IRKUTSK    031028 300  191000-191500   00     180.75  961.0    177.00     0.10    -9999
IRKUTSK    031028 300  191500-192000   00     180.23  960.8    176.31    -0.20    -9999
IRKUTSK    031028 300  192000-192500   00     180.05  960.7    175.96    -0.40    -9999
IRKUTSK    031028 300  192500-193000   00     180.18  960.5    175.91    -0.50    -9999
IRKUTSK    031028 300  193000-193500   00     178.02  960.4    173.62    -1.80    -9999
IRKUTSK    031028 300  193500-194000   00     181.64  960.3    176.98     0.10    -9999
IRKUTSK    031028 300  194000-194500   00     181.21  960.1    176.38    -0.20    -9999
IRKUTSK    031028 300  194500-195000   00     181.74  960.0    176.71     0.00    -9999
IRKUTSK    031028 300  195000-195500   00     182.56  959.8    177.34     0.30    -9999
IRKUTSK    031028 300  195500-200000   00     183.24  959.7    177.82     0.60    -9999
IRKUTSK    031028 300  200000-200500   00     182.33  959.5    176.75     0.00    -9999
IRKUTSK    031028 300  200500-201000   00     183.02  959.4    177.25     0.30    -9999
IRKUTSK    031028 300  201000-201500   00     182.62  959.3    176.68     0.00    -9999
IRKUTSK    031028 300  201500-202000   00     180.56  959.1    174.51    -1.30    -9999
IRKUTSK    031028 300  202000-202500   00     182.03  959.0    175.75    -0.60    -9999
IRKUTSK    031028 300  202500-203000   00     181.66  958.8    175.22    -0.90    -9999
IRKUTSK    031028 300  203000-203500   00     183.46  958.7    176.78     0.00    -9999
IRKUTSK    031028 300  203500-204000   00     184.38  958.6    177.48     0.40    -9999
IRKUTSK    031028 300  204000-204500   00     184.00  958.4    176.94     0.10    -9999
IRKUTSK    031028 300  204500-205000   00     185.45  958.3    178.15     0.80    -9999
IRKUTSK    031028 300  205000-205500   00     185.12  958.1    177.65     0.50    -9999
IRKUTSK    031028 300  205500-210000   00     184.54  958.0    176.92     0.10    -9999
IRKUTSK    031028 300  210000-210500   00     184.23  957.8    176.45    -0.20    -9999
IRKUTSK    031028 300  210500-211000   00     184.40  957.7    176.44    -0.20    -9999
IRKUTSK    031028 300  211000-211500   00     182.67  957.6    174.62    -1.20    -9999
IRKUTSK    031028 300  211500-212000   00     185.10  957.4    176.77     0.00    -9999
IRKUTSK    031028 300  212000-212500   00     185.10  957.3    176.61    -0.10    -9999
IRKUTSK    031028 300  212500-213000   00     187.27  957.2    178.51     1.00    -9999
IRKUTSK    031028 300  213000-213500   00     184.48  957.0    175.68    -0.60    -9999
IRKUTSK    031028 300  213500-214000   00     187.80  956.9    178.67     1.10    -9999
IRKUTSK    031028 300  214000-214500   00     185.26  956.8    176.10    -0.40    -9999
IRKUTSK    031028 300  214500-215000   00     184.84  956.6    175.53    -0.70    -9999
IRKUTSK    031028 300  215000-215500   00     187.59  956.5    177.97     0.70    -9999
IRKUTSK    031028 300  215500-220000   00     187.03  956.4    177.26     0.30    -9999
IRKUTSK    031028 300  220000-220500   00     186.61  956.2    176.70     0.00    -9999
IRKUTSK    031028 300  220500-221000   00     189.66  956.1    179.40     1.50    -9999
IRKUTSK    031028 300  221000-221500   00     184.93  956.0    174.76    -1.10    -9999
IRKUTSK    031028 300  221500-222000   00     187.51  955.8    177.02     0.20    -9999
IRKUTSK    031028 300  222000-222500   00     187.21  955.7    176.54    -0.10    -9999
IRKUTSK    031028 300  222500-223000   00     189.41  955.5    178.44     1.00    -9999
IRKUTSK    031028 300  223000-223500   00     188.43  955.4    177.34     0.30    -9999
IRKUTSK    031028 300  223500-224000   00     186.24  955.3    175.10    -0.90    -9999
IRKUTSK    031028 300  224000-224500   00     190.64  955.1    179.06     1.30    -9999
IRKUTSK    031028 300  224500-225000   00     188.04  955.0    176.45    -0.20    -9999
IRKUTSK    031028 300  225000-225500   00     188.72  954.8    176.90     0.10    -9999
IRKUTSK    031028 300  225500-230000   00     190.40  954.7    178.29     0.90    -9999
IRKUTSK    031028 300  230000-230500   00     189.79  954.6    177.55     0.50    -9999
IRKUTSK    031028 300  230500-231000   00     191.48  954.4    178.99     1.30    -9999
IRKUTSK    031028 300  231000-231500   00     188.13  954.3    175.71    -0.60    -9999
IRKUTSK    031028 300  231500-232000   00     191.15  954.2    178.38     0.90    -9999
IRKUTSK    031028 300  232000-232500   00     187.53  954.1    174.86    -1.10    -9999
IRKUTSK    031028 300  232500-233000   00     188.87  954.0    175.96    -0.40    -9999
IRKUTSK    031028 300  233000-233500   00     189.14  953.9    176.06    -0.40    -9999
IRKUTSK    031028 300  233500-234000   00     194.55  953.7    180.95     2.40    -9999
IRKUTSK    031028 300  234000-234500   00     189.30  953.6    175.92    -0.50    -9999
IRKUTSK    031028 300  234500-235000   00     189.76  953.5    176.20    -0.30    -9999
IRKUTSK    031028 300  235000-235500   00     191.83  953.4    177.97     0.70    -9999
IRKUTSK    031028 300  235500-240000   00     190.50  953.3    176.60    -0.10    -9999
IRKUTSK    031029 300  000000-000500   00     192.37  953.2    178.24     0.80    -9999
IRKUTSK    031029 300  000500-001000   00     195.13  953.2    180.79     2.30    -9999
IRKUTSK    031029 300  001000-001500   00     193.26  953.2    179.04     1.30    -9999
IRKUTSK    031029 300  001500-002000   00     191.70  953.2    177.58     0.50    -9999
IRKUTSK    031029 300  002000-002500   00     192.28  953.2    178.11     0.80    -9999
IRKUTSK    031029 300  002500-003000   00     195.17  953.2    180.78     2.30    -9999
IRKUTSK    031029 300  003000-003500   00     193.44  953.1    179.16     1.40    -9999
IRKUTSK    031029 300  003500-004000   00     195.15  953.1    180.73     2.30    -9999
IRKUTSK    031029 300  004000-004500   00     192.66  953.1    178.42     0.90    -9999
IRKUTSK    031029 300  004500-005000   00     194.97  953.1    180.55     2.10    -9999
IRKUTSK    031029 300  005000-005500   00     193.86  953.1    179.51     1.60    -9999
IRKUTSK    031029 300  005500-010000   00     194.33  953.1    179.93     1.80    -9999
IRKUTSK    031029 300  010000-010500   00     195.24  953.1    180.77     2.30    -9999
IRKUTSK    031029 300  010500-011000   00     193.64  953.1    179.31     1.40    -9999
IRKUTSK    031029 300  011000-011500   00     195.33  953.1    180.90     2.30    -9999
IRKUTSK    031029 300  011500-012000   00     195.39  953.2    180.98     2.40    -9999
IRKUTSK    031029 300  012000-012500   00     195.87  953.2    181.45     2.70    -9999
IRKUTSK    031029 300  012500-013000   00     194.38  953.2    180.09     1.90    -9999
IRKUTSK    031029 300  013000-013500   00     192.61  953.2    178.47     1.00    -9999
IRKUTSK    031029 300  013500-014000   00     195.67  953.2    181.33     2.60    -9999
IRKUTSK    031029 300  014000-014500   00     195.94  953.2    181.60     2.70    -9999
IRKUTSK    031029 300  014500-015000   00     191.88  953.3    177.86     0.60    -9999
IRKUTSK    031029 300  015000-015500   00     194.91  953.3    180.69     2.20    -9999
IRKUTSK    031029 300  015500-020000   00     193.52  953.3    179.42     1.50    -9999
IRKUTSK    031029 300  020000-020500   00     193.48  953.3    179.40     1.50    -9999
IRKUTSK    031029 300  020500-021000   00     192.91  953.3    178.87     1.20    -9999
IRKUTSK    031029 300  021000-021500   00     196.25  953.3    181.97     3.00    -9999
IRKUTSK    031029 300  021500-022000   00     191.67  953.3    177.71     0.50    -9999
IRKUTSK    031029 300  022000-022500   00     192.63  953.3    178.61     1.10    -9999
IRKUTSK    031029 300  022500-023000   00     193.03  953.3    178.98     1.30    -9999
IRKUTSK    031029 300  023000-023500   00     193.49  953.3    179.40     1.50    -9999
IRKUTSK    031029 300  023500-024000   00     194.58  953.3    180.41     2.10    -9999
IRKUTSK    031029 300  024000-024500   00     194.06  953.3    179.93     1.80    -9999
IRKUTSK    031029 300  024500-025000   00     193.99  953.3    179.87     1.80    -9999
IRKUTSK    031029 300  025000-025500   00     195.15  953.3    180.94     2.40    -9999
IRKUTSK    031029 300  025500-030000   00     193.09  953.3    179.04     1.30    -9999
IRKUTSK    031029 300  030000-030500   00     193.82  953.3    179.69     1.70    -9999
IRKUTSK    031029 300  030500-031000   00     194.88  953.2    180.60     2.20    -9999
IRKUTSK    031029 300  031000-031500   00     192.89  953.2    178.69     1.10    -9999
IRKUTSK    031029 300  031500-032000   00     193.79  953.1    179.47     1.50    -9999
IRKUTSK    031029 300  032000-032500   00     196.64  953.1    182.04     3.00    -9999
IRKUTSK    031029 300  032500-033000   00     194.56  953.0    180.05     1.90    -9999
IRKUTSK    031029 300  033000-033500   00     193.72  953.0    179.21     1.40    -9999
IRKUTSK    031029 300  033500-034000   00     194.47  952.9    179.84     1.70    -9999
IRKUTSK    031029 300  034000-034500   00     192.65  952.9    178.09     0.80    -9999
IRKUTSK    031029 300  034500-035000   00     193.25  952.8    178.58     1.00    -9999
IRKUTSK    031029 300  035000-035500   00     196.18  952.8    181.23     2.50    -9999
IRKUTSK    031029 300  035500-040000   00     194.78  952.7    179.87     1.80    -9999
IRKUTSK    031029 300  040000-040500   00     193.84  952.7    178.93     1.20    -9999
IRKUTSK    031029 300  040500-041000   00     195.38  952.6    180.26     2.00    -9999
IRKUTSK    031029 300  041000-041500   00     194.34  952.5    179.22     1.40    -9999
IRKUTSK    031029 300  041500-042000   00     192.93  952.5    177.84     0.60    -9999
IRKUTSK    031029 300  042000-042500   00     194.80  952.4    179.47     1.50    -9999
IRKUTSK    031029 300  042500-043000   00     196.92  952.3    181.34     2.60    -9999
IRKUTSK    031029 300  043000-043500   00     197.00  952.3    181.33     2.60    -9999
IRKUTSK    031029 300  043500-044000   00     194.84  952.2    179.26     1.40    -9999
IRKUTSK    031029 300  044000-044500   00     192.96  952.1    177.44     0.40    -9999
IRKUTSK    031029 300  044500-045000   00     196.73  952.1    180.82     2.30    -9999
IRKUTSK    031029 300  045000-045500   00     196.94  952.0    180.93     2.40    -9999
IRKUTSK    031029 300  045500-050000   00     196.13  951.9    180.10     1.90    -9999
IRKUTSK    031029 300  050000-050500   00     196.00  951.9    179.90     1.80    -9999
IRKUTSK    031029 300  050500-051000   00     194.17  951.8    178.17     0.80    -9999
IRKUTSK    031029 300  051000-051500   00     194.86  951.8    178.76     1.10    -9999
IRKUTSK    031029 300  051500-052000   00     195.59  951.8    179.37     1.50    -9999
IRKUTSK    031029 300  052000-052500   00     196.09  951.7    179.77     1.70    -9999
IRKUTSK    031029 300  052500-053000   00     194.24  951.7    178.03     0.70    -9999
IRKUTSK    031029 300  053000-053500   00     195.52  951.6    179.15     1.40    -9999
IRKUTSK    031029 300  053500-054000   00     195.04  951.6    178.65     1.10    -9999
IRKUTSK    031029 300  054000-054500   00     194.17  951.5    177.80     0.60    -9999
IRKUTSK    031029 300  054500-055000   00     193.21  951.5    176.88     0.10    -9999
IRKUTSK    031029 300  055000-055500   00     198.41  951.5    181.58     2.70    -9999
IRKUTSK    031029 300  055500-060000   00     196.48  951.4    179.76     1.70    -9999
IRKUTSK    031029 300  060000-060500   00     195.08  951.4    178.45     1.00    -9999
IRKUTSK    031029 300  060500-061000   00     196.90  951.4    180.11     1.90    -9999
IRKUTSK    031029 300  061000-061500   00     199.61  951.4    182.59     3.30    -9999
IRKUTSK    031029 300  061500-062000   00     197.15  951.4    180.34     2.00    -9999
IRKUTSK    031029 300  062000-062500   00     194.86  951.4    178.24     0.80    -9999
IRKUTSK    031029 300  062500-063000   00     196.31  951.4    179.57     1.60    -9999
IRKUTSK    031029 300  063000-063500   00     195.98  951.4    179.27     1.40    -9999
IRKUTSK    031029 300  063500-064000   00     197.02  951.4    180.22     2.00    -9999
IRKUTSK    031029 300  064000-064500   00     192.94  951.4    176.48    -0.20    -9999
IRKUTSK    031029 300  064500-065000   00     192.60  951.4    176.18    -0.30    -9999
IRKUTSK    031029 300  065000-065500   00     190.87  951.4    174.59    -1.20    -9999
IRKUTSK    031029 300  065500-070000   00     188.91  951.4    172.80    -2.20    -9999
IRKUTSK    031029 300  070000-070500   00     192.32  951.5    176.02    -0.40    -9999
IRKUTSK    031029 300  070500-071000   00     192.38  951.7    176.34    -0.20    -9999
IRKUTSK    031029 300  071000-071500   00     193.07  951.9    177.23     0.30    -9999
IRKUTSK    031029 300  071500-072000   00     189.65  952.1    174.35    -1.40    -9999
IRKUTSK    031029 300  072000-072500   00     192.55  952.3    177.29     0.30    -9999
IRKUTSK    031029 300  072500-073000   00     192.28  952.5    177.30     0.30    -9999
IRKUTSK    031029 300  073000-073500   00     194.68  952.7    179.78     1.70    -9999
IRKUTSK    031029 300  073500-074000   00     191.49  952.9    177.09     0.20    -9999
IRKUTSK    031029 300  074000-074500   00     191.64  953.2    177.50     0.40    -9999
IRKUTSK    031029 300  074500-075000   00     191.54  953.4    177.67     0.50    -9999
IRKUTSK    031029 300  075000-075500   00     189.48  953.6    176.02    -0.40    -9999
IRKUTSK    031029 300  075500-080000   00     190.79  953.8    177.50     0.40    -9999
IRKUTSK    031029 300  080000-080500   00     186.10  954.0    173.40    -1.90    -9999
IRKUTSK    031029 300  080500-081000   00     189.58  954.2    176.92     0.10    -9999
IRKUTSK    031029 300  081000-081500   00     189.75  954.4    177.35     0.30    -9999
IRKUTSK    031029 300  081500-082000   00     191.34  954.6    179.11     1.30    -9999
IRKUTSK    031029 300  082000-082500   00     191.82  954.9    179.83     1.70    -9999
IRKUTSK    031029 300  082500-083000   00     186.44  955.1    175.06    -1.00    -9999
IRKUTSK    031029 300  083000-083500   00     187.38  955.3    176.22    -0.30    -9999
IRKUTSK    031029 300  083500-084000   00     185.42  955.5    174.65    -1.20    -9999
IRKUTSK    031029 300  084000-084500   00     186.46  955.7    175.89    -0.50    -9999
IRKUTSK    031029 300  084500-085000   00     187.13  955.9    176.80     0.00    -9999
IRKUTSK    031029 300  085000-085500   00     185.59  956.2    175.62    -0.60    -9999
IRKUTSK    031029 300  085500-090000   00     185.02  956.4    175.34    -0.80    -9999
IRKUTSK    031029 300  090000-090500   00     184.18  956.6    174.79    -1.10    -9999
IRKUTSK    031029 300  090500-091000   00     180.16  956.7    171.17    -3.20    -9999
IRKUTSK    031029 300  091000-091500   00     180.99  956.9    172.15    -2.60    -9999
IRKUTSK    031029 300  091500-092000   00     178.74  957.0    170.21    -3.70    -9999
IRKUTSK    031029 300  092000-092500   00     177.93  957.2    169.62    -4.00    -9999
