NAIN       LATITUDE    56.6      LONGITUDE     -61.7     ALTITUDE    0 M
NAIN       INSTRUMENT   18NM64    NEUTRON MONITOR     	
NAIN       STANDARD PRESSURE    1013.3  mb     COEFFICIENT   -0.72     % / mb
NAIN       120518 3600 000000-010000   00     238.73  997.2    211.68    -0.20    -9999
NAIN       120518 3600 010000-020000   00     240.65  996.2    211.70    -0.20    -9999
NAIN       120518 3600 020000-030000   00     242.10  995.3    211.68    -0.20    -9999
NAIN       120518 3600 030000-040000   00     243.13  994.5    211.28    -0.40    -9999
NAIN       120518 3600 040000-050000   00     246.01  993.3    211.79    -0.20    -9999
NAIN       120518 3600 050000-060000   00     247.03  992.3    211.06    -0.50    -9999
NAIN       120518 3600 060000-070000   00     246.32  991.5    209.16    -1.40    -9999
NAIN       120518 3600 070000-080000   00     250.04  989.9    209.84    -1.10    -9999
NAIN       120518 3600 080000-090000   00     250.36  989.4    209.36    -1.30    -9999
NAIN       120518 3600 090000-100000   00     251.71  988.9    209.74    -1.10    -9999
NAIN       120518 3600 100000-110000   00     253.04  988.5    210.19    -0.90    -9999
NAIN       120518 3600 110000-120000   00     252.26  988.2    209.12    -1.40    -9999
NAIN       120518 3600 120000-130000   00     253.12  987.7    208.95    -1.50    -9999
NAIN       120518 3600 130000-140000   00     256.27  987.3    210.86    -0.60    -9999
NAIN       120518 3600 140000-150000   00     258.58  986.9    212.27     0.10    -9999
NAIN       120518 3600 150000-160000   00     260.31  986.8    213.52     0.70    -9999
NAIN       120518 3600 160000-170000   00     260.36  986.7    213.27     0.50    -9999
NAIN       120518 3600 170000-180000   00     261.41  986.6    214.06     0.90    -9999
NAIN       120518 3600 180000-190000   00     261.20  986.8    214.22     1.00    -9999
NAIN       120518 3600 190000-200000   00     261.34  987.0    214.68     1.20    -9999
NAIN       120518 3600 200000-210000   00     260.82  987.6    215.10     1.40    -9999
NAIN       120518 3600 210000-220000   00     258.84  987.8    213.91     0.80    -9999
NAIN       120518 3600 220000-230000   00     257.61  988.1    213.30     0.60    -9999
NAIN       120518 3600 230000-240000   00     257.84  988.5    214.19     1.00    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2024-01-15 17:24:22 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE71/C071NAIN_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
