KIEL       LATITUDE    54.3      LONGITUDE     10.1      ALTITUDE    54 M
KIEL       INSTRUMENT   18NM64    NEUTRON MONITOR	
KIEL       STANDARD PRESSURE    1004.3  mb     COEFFICIENT   -0.721    % / mb
KIEL       061213 300  043000-043500   00     175.30 1005.1    176.33     2.67     1.77
KIEL       061213 300  043500-044000   00     174.36 1005.1    175.43     2.15     1.24
KIEL       061213 300  044000-044500   00     177.04 1005.2    178.16     3.74     2.81
KIEL       061213 300  044500-045000   00     176.69 1005.2    177.86     3.56     2.61
KIEL       061213 300  045000-045500   00     175.39 1005.2    176.59     2.82     1.86
KIEL       061213 300  045500-050000   00     174.77 1005.3    176.01     2.49     1.51
KIEL       061213 300  050000-050500   00     176.48 1005.3    177.78     3.52     2.52
KIEL       061213 300  050500-051000   00     174.52 1005.4    175.89     2.41     1.40
KIEL       061213 300  051000-051500   00     172.08 1005.4    173.50     1.02    -0.01
KIEL       061213 300  051500-052000   00     173.53 1005.5    175.03     1.92     0.88
KIEL       061213 300  052000-052500   00     172.09 1005.6    173.65     1.11     0.06
KIEL       061213 300  052500-053000   00     174.04 1005.6    175.69     2.30     1.23
KIEL       061213 300  053000-053500   00     173.28 1005.7    175.00     1.90     0.82
KIEL       061213 300  053500-054000   00     174.60 1005.7    176.41     2.72     1.62
KIEL       061213 300  054000-054500   00     174.26 1005.8    176.14     2.57     1.46
KIEL       061213 300  054500-055000   00     171.32 1005.8    173.24     0.88    -0.24
KIEL       061213 300  055000-055500   00     172.78 1005.9    174.79     1.77     0.64
KIEL       061213 300  055500-060000   00     171.64 1006.0    173.71     1.15     0.00
KIEL       061213 300  060000-060500   00     173.17 1006.0    175.34     2.10     0.94
KIEL       061213 300  060500-061000   00     170.90 1006.1    173.16     0.83    -0.34
KIEL       061213 300  061000-061500   00     170.45 1006.2    172.81     0.62    -0.56
KIEL       061213 300  061500-062000   00     173.80 1006.3    176.31     2.66     1.47
KIEL       061213 300  062000-062500   00     173.04 1006.4    175.64     2.27     1.07
KIEL       061213 300  062500-063000   00     171.09 1006.5    173.77     1.18    -0.03
KIEL       061213 300  063000-063500   00     172.89 1006.5    175.70     2.30     1.08
KIEL       061213 300  063500-064000   00     168.17 1006.6    171.01    -0.43    -1.66
KIEL       061213 300  064000-064500   00     170.89 1006.7    173.88     1.25     0.01
KIEL       061213 300  064500-065000   00     171.26 1006.8    174.35     1.52     0.27
KIEL       061213 300  065000-065500   00     169.27 1006.9    172.43     0.40    -0.85
KIEL       061213 300  065500-070000   00     171.15 1007.0    174.45     1.58     0.32
KIEL       061213 300  070000-070500   00     174.04 1007.0    177.46     3.33     2.06
KIEL       061213 300  070500-071000   00     170.95 1007.0    174.31     1.50     0.22
KIEL       061213 300  071000-071500   00     170.69 1007.0    174.04     1.34     0.06
KIEL       061213 300  071500-072000   00     168.34 1007.0    171.65    -0.05    -1.34
KIEL       061213 300  072000-072500   00     169.99 1007.0    173.33     0.93    -0.37
KIEL       061213 300  072500-073000   00     170.55 1007.0    173.90     1.26    -0.04
KIEL       061213 300  073000-073500   00     167.44 1007.0    170.73    -0.59    -1.90
KIEL       061213 300  073500-074000   00     169.31 1007.0    172.64     0.53    -0.78
KIEL       061213 300  074000-074500   00     171.29 1007.0    174.65     1.70     0.38
KIEL       061213 300  074500-075000   00     171.87 1007.0    175.25     2.05     0.73
KIEL       061213 300  075000-075500   00     168.98 1007.0    172.30     0.33    -0.99
KIEL       061213 300  075500-080000   00     171.58 1007.0    174.95     1.87     0.54
KIEL       061213 3600 080000-090000   00     168.74 1008.1    173.43     0.99    -9999
KIEL       061213 3600 090000-100000   00     168.61 1009.1    174.54     1.63    -9999
KIEL       061213 3600 100000-110000   00     167.45 1009.5    173.85     1.23    -9999
KIEL       061213 3600 110000-120000   00     167.11 1009.8    173.87     1.24    -9999
KIEL       061213 3600 120000-130000   00     166.99 1009.9    173.87     1.24    -9999
KIEL       061213 3600 130000-140000   00     165.86 1009.9    172.69     0.56    -9999
KIEL       061213 3600 140000-150000   00     166.26 1010.0    173.24     0.87    -9999
KIEL       061213 3600 150000-160000   00     165.64 1010.0    172.59     0.49    -9999
KIEL       061213 3600 160000-170000   00     166.35 1009.4    172.58     0.49    -9999
KIEL       061213 3600 170000-180000   00     166.85 1008.7    172.23     0.29    -9999
KIEL       061213 3600 180000-190000   00     166.07 1008.5    171.17    -0.33    -9999
KIEL       061213 3600 190000-200000   00     167.19 1007.7    171.34    -0.23    -9999
KIEL       061213 3600 200000-210000   00     167.38 1007.4    171.17    -0.33    -9999
KIEL       061213 3600 210000-220000   00     167.36 1007.1    170.77    -0.56    -9999
KIEL       061213 3600 220000-230000   00     166.66 1007.3    170.30    -0.84    -9999
KIEL       061213 3600 230000-240000   00     166.27 1007.2    169.78    -1.14    -9999
*
"Comment: The Clock of Regisrator is supporting by InternetClockServer;"
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-02-24 11:29:29 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE70/C070KIEL_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
