IRKUTSK    LATITUDE    52.1      LONGITUDE     104       ALTITUDE    433 M
IRKUTSK    INSTRUMENT   18NM64    NEUTRON MONITOR     
IRKUTSK    STANDARD PRESSURE    956.5   mb     COEFFICIENT   -0.713    % / mb
IRKUTSK    120517 300  213500-214000   00    -999.00  961.8    209.00    -2.20    -9999
IRKUTSK    120517 300  214000-214500   00    -999.00  961.8    210.40    -1.50    -9999
IRKUTSK    120517 300  214500-215000   00    -999.00  961.9    209.00    -2.20    -9999
IRKUTSK    120517 300  215000-215500   00    -999.00  962.0    211.80    -0.90    -9999
IRKUTSK    120517 300  215500-220000   00    -999.00  962.0    212.20    -0.70    -9999
IRKUTSK    120517 300  220000-220500   00    -999.00  962.1    211.00    -1.30    -9999
IRKUTSK    120517 300  220500-221000   00    -999.00  962.1    214.60     0.40    -9999
IRKUTSK    120517 300  221000-221500   00    -999.00  962.1    210.40    -1.50    -9999
IRKUTSK    120517 300  221500-222000   00    -999.00  962.2    210.00    -1.70    -9999
IRKUTSK    120517 300  222000-222500   00    -999.00  962.2    210.80    -1.40    -9999
IRKUTSK    120517 300  222500-223000   00    -999.00  962.2    208.60    -2.40    -9999
IRKUTSK    120517 300  223000-223500   00    -999.00  962.2    212.20    -0.70    -9999
IRKUTSK    120517 300  223500-224000   00    -999.00  962.2    210.00    -1.70    -9999
IRKUTSK    120517 300  224000-224500   00    -999.00  962.2    210.60    -1.50    -9999
IRKUTSK    120517 300  224500-225000   00    -999.00  962.2    211.20    -1.20    -9999
IRKUTSK    120517 300  225000-225500   00    -999.00  962.2    210.80    -1.40    -9999
IRKUTSK    120517 300  225500-230000   00    -999.00  962.2    208.40    -2.50    -9999
IRKUTSK    120517 300  230000-230500   00    -999.00  962.2    209.40    -2.00    -9999
IRKUTSK    120517 300  230500-231000   00    -999.00  962.2    213.60     0.00    -9999
IRKUTSK    120517 300  231000-231500   00    -999.00  962.2    212.00    -0.80    -9999
IRKUTSK    120517 300  231500-232000   00    -999.00  962.2    209.80    -1.80    -9999
IRKUTSK    120517 300  232000-232500   00    -999.00  962.2    210.00    -1.70    -9999
IRKUTSK    120517 300  232500-233000   00    -999.00  962.3    209.20    -2.10    -9999
IRKUTSK    120517 300  233000-233500   00    -999.00  962.3    210.40    -1.50    -9999
IRKUTSK    120517 300  233500-234000   00    -999.00  962.3    210.20    -1.60    -9999
IRKUTSK    120517 300  234000-234500   00    -999.00  962.3    210.00    -1.70    -9999
IRKUTSK    120517 300  234500-235000   00    -999.00  962.3    209.20    -2.10    -9999
IRKUTSK    120517 300  235000-235500   00    -999.00  962.3    212.40    -0.60    -9999
IRKUTSK    120517 300  235500-240000   00    -999.00  962.3    210.20    -1.60    -9999
IRKUTSK    120518 3600 000000-010000   00    -999.00  962.3    210.62    -1.40    -9999
IRKUTSK    120518 3600 010000-020000   00    -999.00  962.1    210.70    -1.40    -9999
IRKUTSK    120518 3600 020000-030000   00    -999.00  962.0    210.70    -1.40    -9999
IRKUTSK    120518 3600 030000-040000   00    -999.00  961.7    211.03    -1.20    -9999
IRKUTSK    120518 3600 040000-050000   00    -999.00  961.3    211.22    -1.20    -9999
IRKUTSK    120518 3600 050000-060000   00    -999.00  961.0    210.85    -1.30    -9999
IRKUTSK    120518 3600 060000-070000   00    -999.00  960.6    210.07    -1.70    -9999
IRKUTSK    120518 3600 070000-080000   00    -999.00  960.3    211.03    -1.20    -9999
IRKUTSK    120518 3600 080000-090000   00    -999.00  960.0    210.43    -1.50    -9999
IRKUTSK    120518 3600 090000-100000   00    -999.00  960.0    210.18    -1.60    -9999
IRKUTSK    120518 3600 100000-110000   00    -999.00  959.8    209.92    -1.80    -9999
IRKUTSK    120518 3600 110000-120000   00    -999.00  959.8    210.27    -1.60    -9999
IRKUTSK    120518 3600 120000-130000   00    -999.00  959.4    209.65    -1.90    -9999
IRKUTSK    120518 3600 130000-140000   00    -999.00  959.3    209.77    -1.80    -9999
IRKUTSK    120518 3600 140000-150000   00    -999.00  959.5    209.43    -2.00    -9999
IRKUTSK    120518 3600 150000-160000   00    -999.00  959.2    208.72    -2.30    -9999
IRKUTSK    120518 3600 160000-170000   00    -999.00  958.9    208.60    -2.40    -9999
IRKUTSK    120518 3600 170000-180000   00    -999.00  958.5    208.45    -2.50    -9999
IRKUTSK    120518 3600 180000-190000   00    -999.00  957.7    208.75    -2.30    -9999
IRKUTSK    120518 3600 190000-200000   00    -999.00  956.5    209.08    -2.20    -9999
IRKUTSK    120518 3600 200000-210000   00    -999.00  955.6    207.97    -2.70    -9999
IRKUTSK    120518 3600 210000-220000   00    -999.00  954.7    207.73    -2.80    -9999
IRKUTSK    120518 3600 220000-230000   00    -999.00  953.9    209.22    -2.10    -9999
IRKUTSK    120518 3600 230000-240000   00    -999.00  952.9    209.77    -1.80    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2024-01-15 17:24:22 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE71/C071IRKT.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
