NAIN       LATITUDE    56.6      LONGITUDE     -61.7     ALTITUDE    0 M
NAIN       INSTRUMENT   18NM64    NEUTRON MONITOR     	
NAIN       STANDARD PRESSURE    1014.8  mb     COEFFICIENT   -0.74     % / mb
NAIN       010415 300  092500-093000   00     182.71 1013.5    181.02    -0.30    -9999
NAIN       010415 300  093000-093500   00     182.70 1013.6    181.09    -0.30    -9999
NAIN       010415 300  093500-094000   00     186.32 1013.7    184.75     1.70    -9999
NAIN       010415 300  094000-094500   00     185.02 1013.7    183.53     1.00    -9999
NAIN       010415 300  094500-095000   00     186.18 1013.8    184.75     1.70    -9999
NAIN       010415 300  095000-095500   00     182.73 1013.8    181.39    -0.10    -9999
NAIN       010415 300  095500-100000   00     182.99 1013.9    181.71     0.10    -9999
NAIN       010415 300  100000-100500   00     184.00 1013.9    182.76     0.60    -9999
NAIN       010415 300  100500-101000   00     185.75 1013.9    184.55     1.60    -9999
NAIN       010415 300  101000-101500   00     179.77 1014.0    178.67    -1.60    -9999
NAIN       010415 300  101500-102000   00     183.02 1014.0    181.95     0.20    -9999
NAIN       010415 300  102000-102500   00     182.02 1014.1    181.03    -0.30    -9999
NAIN       010415 300  102500-103000   00     181.72 1014.1    180.78    -0.50    -9999
NAIN       010415 300  103000-103500   00     181.89 1014.1    181.00    -0.40    -9999
NAIN       010415 300  103500-104000   00     185.63 1014.2    184.77     1.70    -9999
NAIN       010415 300  104000-104500   00     181.21 1014.2    180.42    -0.70    -9999
NAIN       010415 300  104500-105000   00     181.94 1014.2    181.20    -0.20    -9999
NAIN       010415 300  105000-105500   00     183.88 1014.3    183.18     0.90    -9999
NAIN       010415 300  105500-110000   00     182.31 1014.3    181.66     0.00    -9999
NAIN       010415 300  110000-110500   00     177.85 1014.4    177.26    -2.40    -9999
NAIN       010415 300  110500-111000   00     181.47 1014.4    180.91    -0.40    -9999
NAIN       010415 300  111000-111500   00     182.31 1014.4    181.79     0.10    -9999
NAIN       010415 300  111500-112000   00     180.78 1014.4    180.31    -0.70    -9999
NAIN       010415 300  112000-112500   00     183.57 1014.5    183.13     0.80    -9999
NAIN       010415 300  112500-113000   00     181.19 1014.5    180.80    -0.50    -9999
NAIN       010415 300  113000-113500   00     180.26 1014.5    179.91    -1.00    -9999
NAIN       010415 300  113500-114000   00     180.21 1014.6    179.89    -0.90    -9999
NAIN       010415 300  114000-114500   00     179.98 1014.6    179.70    -1.10    -9999
NAIN       010415 300  114500-115000   00     178.53 1014.6    178.28    -1.80    -9999
NAIN       010415 300  115000-115500   00     182.67 1014.6    182.45     0.40    -9999
NAIN       010415 300  115500-120000   00     178.76 1014.7    178.58    -1.70    -9999
NAIN       010415 300  120000-120500   00     181.53 1014.6    181.30    -0.20    -9999
NAIN       010415 300  120500-121000   00     184.21 1014.7    184.01     1.30    -9999
NAIN       010415 300  121000-121500   00     183.71 1014.7    183.56     1.10    -9999
NAIN       010415 300  121500-122000   00     181.88 1014.7    181.76     0.10    -9999
NAIN       010415 300  122000-122500   00     179.74 1014.7    179.66    -1.10    -9999
NAIN       010415 300  122500-123000   00     181.55 1014.8    181.51    -0.10    -9999
NAIN       010415 300  123000-123500   00     181.52 1014.8    181.52    -0.10    -9999
NAIN       010415 300  123500-124000   00     178.37 1014.8    178.42    -1.80    -9999
NAIN       010415 300  124000-124500   00     180.89 1014.9    180.99    -0.30    -9999
NAIN       010415 300  124500-125000   00     181.27 1014.9    181.42    -0.10    -9999
NAIN       010415 300  125000-125500   00     185.55 1015.0    185.76     2.30    -9999
NAIN       010415 300  125500-130000   00     179.35 1015.0    179.61    -1.10    -9999
NAIN       010415 300  130000-130500   00     183.77 1015.1    184.21     1.40     1.38
NAIN       010415 300  130500-131000   00     182.85 1015.2    183.35     0.90     0.85
NAIN       010415 300  131000-131500   00     178.14 1015.2    178.68    -1.60    -1.69
NAIN       010415 300  131500-132000   00     179.97 1015.2    180.56    -0.60    -0.72
NAIN       010415 300  132000-132500   00     182.49 1015.3    183.13     0.80     0.65
NAIN       010415 300  132500-133000   00     182.79 1015.3    183.48     1.00     0.82
NAIN       010415 300  133000-133500   00     179.71 1015.3    180.42    -0.70    -0.91
NAIN       010415 300  133500-134000   00     183.85 1015.4    184.62     1.60     1.35
NAIN       010415 300  134000-134500   00     179.38 1015.4    180.16    -0.80    -1.08
NAIN       010415 300  134500-135000   00     181.33 1015.4    182.15     0.30    -0.01
NAIN       010415 300  135000-135500   00     179.08 1015.4    179.91    -0.90    -1.24
NAIN       010415 300  135500-140000   00     193.25 1015.4    194.17     6.90     6.53
NAIN       010415 300  140000-140500   00     260.85 1015.4    262.05    44.30    43.90
NAIN       010415 300  140500-141000   00     337.94 1015.4    339.52    86.90    86.47
NAIN       010415 300  141000-141500   00     370.17 1015.4    371.93   104.80   104.34
NAIN       010415 300  141500-142000   00     379.98 1015.4    381.81   110.20   109.71
NAIN       010415 300  142000-142500   00     376.36 1015.5    378.20   108.20   107.68
NAIN       010415 300  142500-143000   00     386.47 1015.5    388.37   113.80   113.25
NAIN       010415 300  143000-143500   00     393.66 1015.5    395.61   117.80   117.22
NAIN       010415 300  143500-144000   00     389.27 1015.5    391.22   115.40   114.79
NAIN       010415 300  144000-144500   00     369.89 1015.5    371.75   104.70   104.06
NAIN       010415 300  144500-145000   00     357.87 1015.5    359.68    98.00    97.33
NAIN       010415 300  145000-145500   00     347.90 1015.5    349.66    92.50    91.81
NAIN       010415 300  145500-150000   00     335.68 1015.5    337.39    85.70    84.98
NAIN       010415 300  150000-150500   00     326.11 1015.5    327.72    80.40    79.65
NAIN       010415 300  150500-151000   00     312.99 1015.5    314.54    73.20    72.42
NAIN       010415 300  151000-151500   00     308.12 1015.5    309.65    70.50    69.69
NAIN       010415 300  151500-152000   00     304.38 1015.5    305.90    68.40    67.57
NAIN       010415 300  152000-152500   00     291.42 1015.5    292.86    61.20    60.34
NAIN       010415 300  152500-153000   00     284.83 1015.5    286.25    57.60    56.71
NAIN       010415 300  153000-153500   00     275.83 1015.5    277.20    52.60    51.69
NAIN       010415 300  153500-154000   00     272.78 1015.5    274.13    50.90    49.96
NAIN       010415 300  154000-154500   00     268.98 1015.5    270.31    48.80    47.83
NAIN       010415 300  154500-155000   00     259.42 1015.5    260.71    43.50    42.51
NAIN       010415 300  155000-155500   00     257.49 1015.5    258.77    42.50    41.48
NAIN       010415 300  155500-160000   00     248.29 1015.5    249.52    37.40    36.35
NAIN       010415 300  160000-160500   00     246.92 1015.4    248.09    36.60    35.53
NAIN       010415 300  160500-161000   00     242.35 1015.4    243.50    34.10    33.00
NAIN       010415 300  161000-161500   00     235.24 1015.4    236.35    30.10    28.98
NAIN       010415 300  161500-162000   00     237.25 1015.4    238.38    31.20    30.05
NAIN       010415 300  162000-162500   00     230.44 1015.4    231.55    27.50    26.33
NAIN       010415 300  162500-163000   00     230.74 1015.5    231.87    27.70    26.51
NAIN       010415 300  163000-163500   00     229.40 1015.5    230.54    26.90    25.68
NAIN       010415 300  163500-164000   00     227.70 1015.5    228.85    26.00    24.76
NAIN       010415 300  164000-164500   00     216.74 1015.5    217.86    19.90    18.63
NAIN       010415 300  164500-165000   00     216.30 1015.5    217.44    19.70    18.41
NAIN       010415 300  165000-165500   00     216.79 1015.5    217.96    20.00    18.69
NAIN       010415 300  165500-170000   00     214.98 1015.5    216.17    19.00    17.66
NAIN       010415 300  170000-170500   00     212.13 1015.6    213.43    17.50    16.14
NAIN       010415 300  170500-171000   00     211.54 1015.6    212.87    17.20    15.82
NAIN       010415 300  171000-171500   00     209.09 1015.7    210.44    15.90    14.49
NAIN       010415 300  171500-172000   00     209.99 1015.7    211.37    16.40    14.97
NAIN       010415 300  172000-172500   00     208.77 1015.7    210.17    15.70    14.25
NAIN       010415 300  172500-173000   00     208.58 1015.7    210.00    15.60    14.13
NAIN       010415 300  173000-173500   00     204.25 1015.7    205.68    13.20    11.71
NAIN       010415 300  173500-174000   00     206.87 1015.8    208.34    14.70    13.19
NAIN       010415 300  174000-174500   00     208.00 1015.8    209.50    15.40    13.86
NAIN       010415 300  174500-175000   00     204.60 1015.8    206.09    13.50    11.94
NAIN       010415 300  175000-175500   00     202.19 1015.8    203.69    12.10    10.52
NAIN       010415 300  175500-180000   00     201.27 1015.8    202.78    11.60    10.00
NAIN       010415 300  180000-180500   00     203.29 1015.8    204.83    12.80    11.18
NAIN       010415 300  180500-181000   00     200.63 1015.8    202.16    11.30     9.66
NAIN       010415 300  181000-181500   00     199.92 1015.8    201.46    10.90     9.24
NAIN       010415 300  181500-182000   00     198.32 1015.8    199.87    10.00     8.32
NAIN       010415 300  182000-182500   00     196.04 1015.9    197.58     8.80     7.10
NAIN       010415 300  182500-183000   00     197.31 1015.9    198.87     9.50     7.78
NAIN       010415 300  183000-183500   00     202.28 1015.9    203.89    12.20    10.46
NAIN       010415 300  183500-184000   00     198.01 1015.9    199.59     9.90     8.14
NAIN       010415 300  184000-184500   00     195.93 1015.9    197.50     8.70     6.93
NAIN       010415 300  184500-185000   00     195.92 1015.9    197.49     8.70     6.91
NAIN       010415 300  185000-185500   00     197.54 1015.9    199.13     9.60     7.79
NAIN       010415 300  185500-190000   00     199.96 1015.9    201.57    11.00     9.17
NAIN       010415 300  190000-190500   00     196.58 1015.9    198.15     9.10     7.25
NAIN       010415 300  190500-191000   00     196.27 1015.9    197.83     8.90     7.04
NAIN       010415 300  191000-191500   00     198.42 1015.9    199.99    10.10     8.22
NAIN       010415 300  191500-192000   00     199.75 1015.9    201.34    10.90     9.00
NAIN       010415 300  192000-192500   00     193.33 1015.9    194.87     7.30     5.38
NAIN       010415 300  192500-193000   00     194.46 1015.9    196.00     7.90     5.97
NAIN       010415 300  193000-193500   00     197.31 1015.9    198.88     9.50     7.55
NAIN       010415 300  193500-194000   00     197.10 1015.9    198.66     9.40     7.43
NAIN       010415 300  194000-194500   00     191.61 1015.9    193.14     6.30     4.32
NAIN       010415 300  194500-195000   00     193.08 1015.9    194.61     7.10     5.10
NAIN       010415 300  195000-195500   00     190.47 1015.9    191.99     5.70     3.69
NAIN       010415 300  195500-200000   00     189.70 1015.9    191.21     5.30     3.27
NAIN       010415 300  200000-200500   00     192.37 1015.9    193.87     6.70     4.66
NAIN       010415 300  200500-201000   00     192.53 1015.9    194.04     6.80     4.74
NAIN       010415 300  201000-201500   00     194.07 1015.9    195.59     7.70     5.63
NAIN       010415 300  201500-202000   00     194.88 1015.9    196.41     8.10     6.01
NAIN       010415 300  202000-202500   00     189.82 1015.9    191.31     5.30     3.20
NAIN       010415 300  202500-203000   00     192.04 1015.9    193.56     6.60     4.48
NAIN       010415 300  203000-203500   00     192.42 1015.9    193.95     6.80     4.67
NAIN       010415 300  203500-204000   00     188.60 1015.9    190.11     4.70     2.55
NAIN       010415 300  204000-204500   00     187.69 1015.9    189.20     4.20     2.04
NAIN       010415 300  204500-205000   00     189.71 1015.9    191.25     5.30     3.13
NAIN       010415 300  205000-205500   00     191.17 1015.9    192.74     6.10     3.91
NAIN       010415 300  205500-210000   00     187.29 1015.9    188.84     4.00     1.80
NAIN       010415 300  210000-210500   00     189.44 1015.9    191.04     5.20     2.99
NAIN       010415 300  210500-211000   00     187.73 1015.9    189.34     4.20     1.98
NAIN       010415 300  211000-211500   00     188.04 1016.0    189.66     4.40     2.16
NAIN       010415 300  211500-212000   00     189.65 1016.0    191.30     5.30     3.05
NAIN       010415 300  212000-212500   00     188.61 1016.0    190.27     4.70     2.44
NAIN       010415 300  212500-213000   00     192.70 1016.0    194.41     7.00     4.73
NAIN       010415 300  213000-213500   00     192.32 1016.0    194.04     6.80     4.52
NAIN       010415 300  213500-214000   00     187.38 1016.0    189.07     4.10     1.81
NAIN       010415 300  214000-214500   00     190.71 1016.0    192.45     6.00     3.69
NAIN       010415 300  214500-215000   00     188.56 1016.0    190.29     4.80     2.48
NAIN       010415 300  215000-215500   00     184.28 1016.0    186.00     2.40     0.07
NAIN       010415 300  215500-220000   00     187.83 1016.1    189.59     4.40     2.06
NAIN       010415 300  220000-220500   00     189.40 1016.1    191.19     5.30     2.95
NAIN       010415 300  220500-221000   00     188.04 1016.1    189.84     4.50     2.14
NAIN       010415 300  221000-221500   00     185.71 1016.1    187.49     3.20     0.83
NAIN       010415 300  221500-222000   00     186.61 1016.1    188.42     3.70     1.32
NAIN       010415 300  222000-222500   00     188.14 1016.1    189.99     4.60     2.21
NAIN       010415 300  222500-223000   00     186.63 1016.1    188.47     3.80     1.40
NAIN       010415 300  223000-223500   00     185.34 1016.1    187.19     3.10     0.69
NAIN       010415 300  223500-224000   00     188.11 1016.1    190.00     4.60     2.19
NAIN       010415 300  224000-224500   00     186.38 1016.2    188.27     3.60     1.18
NAIN       010415 300  224500-225000   00     188.25 1016.2    190.17     4.70     2.27
NAIN       010415 300  225000-225500   00     188.50 1016.2    190.44     4.80     2.36
NAIN       010415 300  225500-230000   00     186.83 1016.2    188.77     3.90     1.45
NAIN       010415 300  230000-230500   00     183.08 1016.2    185.02     1.90    -0.55
NAIN       010415 300  230500-231000   00     188.48 1016.2    190.49     4.90     2.44
NAIN       010415 300  231000-231500   00     185.88 1016.2    187.87     3.40     0.93
NAIN       010415 300  231500-232000   00     189.65 1016.2    191.70     5.60     3.12
NAIN       010415 300  232000-232500   00     186.74 1016.3    188.77     3.90     1.42
NAIN       010415 300  232500-233000   00     183.60 1016.3    185.60     2.20    -0.29
NAIN       010415 300  233000-233500   00     183.67 1016.3    185.68     2.20    -0.30
NAIN       010415 300  233500-234000   00     188.29 1016.3    190.36     4.80     2.30
NAIN       010415 300  234000-234500   00     192.38 1016.3    194.50     7.10     4.59
NAIN       010415 300  234500-235000   00     185.09 1016.3    187.13     3.00     0.49
NAIN       010415 300  235000-235500   00     188.74 1016.3    190.83     5.10     2.58
NAIN       010415 300  235500-240000   00     185.82 1016.3    187.88     3.40     0.87
NAIN       010416 3600 000000-010000   00     184.92 1016.3    186.94     2.90     0.34
NAIN       010416 3600 010000-020000   00     184.72 1016.0    186.38     2.60     0.01
NAIN       010416 3600 020000-030000   00     185.22 1015.5    186.14     2.50    -0.09
NAIN       010416 3600 030000-040000   00     185.89 1015.1    186.26     2.50    -9999
NAIN       010416 3600 040000-050000   00     186.78 1014.5    186.41     2.60    -9999
NAIN       010416 3600 050000-060000   00     188.50 1014.1    187.57     3.30    -9999
NAIN       010416 3600 060000-070000   00     186.61 1014.0    185.51     2.10    -9999
NAIN       010416 3600 070000-080000   00     188.47 1013.6    186.80     2.80    -9999
NAIN       010416 3600 080000-090000   00     187.53 1013.3    185.50     2.10    -9999
NAIN       010416 3600 090000-100000   00     188.19 1013.2    185.97     2.40    -9999
NAIN       010416 3600 100000-110000   00     188.53 1012.9    185.93     2.40    -9999
NAIN       010416 3600 110000-120000   00     190.25 1012.8    187.45     3.20    -9999
NAIN       010416 3600 120000-130000   00     190.14 1012.7    187.15     3.00    -9999
NAIN       010416 3600 130000-140000   00     190.44 1012.0    186.53     2.70    -9999
NAIN       010416 3600 140000-150000   00     191.69 1011.5    187.01     3.00    -9999
NAIN       010416 3600 150000-160000   00     193.28 1011.1    187.99     3.50    -9999
NAIN       010416 3600 160000-170000   00     192.33 1010.4    186.15     2.50    -9999
NAIN       010416 3600 170000-180000   00     195.17 1010.0    188.33     3.70    -9999
NAIN       010416 3600 180000-190000   00     196.69 1009.3    188.87     4.00    -9999
NAIN       010416 3600 190000-200000   00     198.58 1008.9    190.12     4.70    -9999
NAIN       010416 3600 200000-210000   00     198.36 1008.5    189.34     4.20    -9999
NAIN       010416 3600 210000-220000   00     197.92 1008.0    188.17     3.60    -9999
NAIN       010416 3600 220000-230000   00     200.25 1007.6    189.83     4.50    -9999
NAIN       010416 3600 230000-240000   00     199.56 1007.2    188.61     3.80    -9999
*
*	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-04-05 10:02:56 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE60/C060NAIN_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
