KIEL       LATITUDE    54.3      LONGITUDE     10.1      ALTITUDE    54 M
KIEL       INSTRUMENT   18NM64    NEUTRON MONITOR	
KIEL       STANDARD PRESSURE    1009.4  mb     COEFFICIENT   -0.721    % / mb
KIEL       031029 300  112000-112500   00     154.41  992.1    136.30    -5.60    -9999
KIEL       031029 300  112500-113000   00     153.91  992.1    135.86    -5.90    -9999
KIEL       031029 300  113000-113500   00     155.33  992.1    137.11    -5.00    -9999
KIEL       031029 300  113500-114000   00     155.37  992.1    137.15    -5.00    -9999
KIEL       031029 300  114000-114500   00     155.20  992.1    137.01    -5.10    -9999
KIEL       031029 300  114500-115000   00     154.08  992.1    136.01    -5.80    -9999
KIEL       031029 300  115000-115500   00     152.92  992.1    134.99    -6.50    -9999
KIEL       031029 300  115500-120000   00     153.51  992.1    135.51    -6.10    -9999
KIEL       031029 3600 120000-130000   00     150.86  991.5    132.60    -8.10    -9999
KIEL       031029 3600 130000-140000   00     142.72  991.0    124.99   -13.40    -9999
KIEL       031029 3600 140000-150000   00     138.22  990.6    120.69   -16.40    -9999
KIEL       031029 3600 150000-160000   00     135.19  990.2    117.72   -18.40    -9999
KIEL       031029 3600 160000-170000   00     135.85  989.7    117.86   -18.30    -9999
KIEL       031029 3600 170000-180000   00     134.42  989.5    116.46   -19.30    -9999
KIEL       031029 3600 180000-190000   00     139.36  989.1    120.39   -16.60    -9999
KIEL       031029 3600 190000-200000   00     142.25  988.7    122.53   -15.10    -9999
KIEL       031029 3600 200000-210000   00     142.28  988.4    122.29   -15.30    -9999
KIEL       031029 3600 210000-220000   00     147.68  988.1    126.66   -12.20    -9999
KIEL       031029 3600 220000-230000   00     148.75  987.7    127.20   -11.90    -9999
KIEL       031029 3600 230000-240000   00     151.03  987.2    128.69   -10.80    -9999
*
"COMMENT    THE CLOCK IS SUPPORTING BY INTERNET;"	
COMMENT    PRE-INCREASE LEVEL VERFIEID AND CORRECTED (I. USOSKIN)	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-04-03 12:51:18 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE65/C065KIEL_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
