MAGADAN    LATITUDE    60.1      LONGITUDE     151       ALTITUDE    0 M
MAGADAN    INSTRUMENT   18NM64    NEUTRON MONITOR     	
MAGADAN    STANDARD PRESSURE    982.2   mb     COEFFICIENT   -0.74     % / mb
MAGADAN    061213 300  054000-054500   00      45.07  981.4     44.80     1.80     1.80
MAGADAN    061213 300  054500-055000   00      45.07  981.4     44.81     1.80     1.80
MAGADAN    061213 300  055000-055500   00      45.44  981.5     45.19     2.70     2.70
MAGADAN    061213 300  055500-060000   00      45.07  981.5     44.83     1.90     1.90
MAGADAN    061213 300  060000-060500   00      45.12  981.5     44.88     2.00     2.00
MAGADAN    061213 300  060500-061000   00      44.64  981.5     44.39     0.90     0.90
MAGADAN    061213 300  061000-061500   00      44.74  981.4     44.49     1.10     1.10
MAGADAN    061213 300  061500-062000   00      45.17  981.4     44.90     2.00     2.00
MAGADAN    061213 300  062000-062500   00      44.75  981.4     44.47     1.10     1.10
MAGADAN    061213 300  062500-063000   00      44.59  981.3     44.30     0.70     0.70
MAGADAN    061213 300  063000-063500   00      44.43  981.3     44.13     0.30     0.30
MAGADAN    061213 300  063500-064000   00      44.64  981.3     44.33     0.70     0.70
MAGADAN    061213 300  064000-064500   00      44.48  981.2     44.16     0.30     0.30
MAGADAN    061213 300  064500-065000   00      44.64  981.2     44.30     0.70     0.70
MAGADAN    061213 300  065000-065500   00      44.48  981.2     44.14     0.30     0.30
MAGADAN    061213 300  065500-070000   00      44.53  981.1     44.18     0.40     0.40
MAGADAN    061213 300  070000-070500   00      44.32  981.1     43.96    -0.10    -9999
MAGADAN    061213 300  070500-071000   00      44.11  981.1     43.75    -0.60    -9999
MAGADAN    061213 300  071000-071500   00      44.59  981.1     44.22     0.50    -9999
MAGADAN    061213 300  071500-072000   00      44.05  981.1     43.69    -0.70    -9999
MAGADAN    061213 300  072000-072500   00      44.91  981.1     44.54     1.20    -9999
MAGADAN    061213 300  072500-073000   00      44.21  981.1     43.85    -0.40    -9999
MAGADAN    061213 300  073000-073500   00      44.11  981.1     43.75    -0.60    -9999
MAGADAN    061213 300  073500-074000   00      44.32  981.1     43.96    -0.10    -9999
MAGADAN    061213 300  074000-074500   00      44.43  981.1     44.07     0.10    -9999
MAGADAN    061213 300  074500-075000   00      44.48  981.1     44.12     0.30    -9999
MAGADAN    061213 300  075000-075500   00      44.48  981.1     44.12     0.30    -9999
MAGADAN    061213 300  075500-080000   00      44.37  981.1     44.01     0.00    -9999
MAGADAN    061213 3600 080000-090000   00      44.40  980.9     43.98    -0.10    -9999
MAGADAN    061213 3600 090000-100000   00      44.00  980.9     43.58    -1.00    -9999
MAGADAN    061213 3600 100000-110000   00      43.97  981.5     43.74    -0.60    -9999
MAGADAN    061213 3600 110000-120000   00      43.92  980.9     43.50    -1.20    -9999
MAGADAN    061213 3600 120000-130000   00      43.81  980.6     43.29    -1.60    -9999
MAGADAN    061213 3600 130000-140000   00      43.67  980.4     43.09    -2.10    -9999
MAGADAN    061213 3600 140000-150000   00      43.80  980.0     43.10    -2.10    -9999
MAGADAN    061213 3600 150000-160000   00      43.64  979.8     42.87    -2.60    -9999
MAGADAN    061213 3600 160000-170000   00      43.74  979.6     42.90    -2.50    -9999
MAGADAN    061213 3600 170000-180000   00      43.73  979.4     42.84    -2.70    -9999
MAGADAN    061213 3600 180000-190000   00      43.57  979.4     42.68    -3.00    -9999
MAGADAN    061213 3600 190000-200000   00      43.65  979.4     42.75    -2.90    -9999
MAGADAN    061213 3600 200000-210000   00      43.80  979.3     42.87    -2.60    -9999
MAGADAN    061213 3600 210000-220000   00      43.84  979.4     42.95    -2.40    -9999
MAGADAN    061213 3600 220000-230000   00      43.60  979.7     42.81    -2.70    -9999
MAGADAN    061213 3600 230000-240000   00      43.94  979.7     43.13    -2.00    -9999
*
Comment: The Clock of Regisrator is fast on + 0 sec;
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-02-24 11:29:29 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE70/C070MGDN_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
