LOMNICKY   LATITUDE    49.2      LONGITUDE     20.22     ALTITUDE    2634 M
LOMNICKY   INSTRUMENT   8-NM-64  NEUTRON MONITOR	
LOMNICKY   STANDARD PRESSURE    747     mb     COEFFICIENT   -0.72     % / mb
LOMNICKY   211028 300  122500-123000   00     429.15  747.1    473.77    -0.32    -9999
LOMNICKY   211028 300  123000-123500   00     431.78  747.1    476.56     0.27    -9999
LOMNICKY   211028 300  123500-124000   00     434.15  747.1    479.11     0.80    -9999
LOMNICKY   211028 300  124000-124500   00     432.63  747.1    477.35     0.43    -9999
LOMNICKY   211028 300  124500-125000   00     431.17  747.0    475.60     0.07    -9999
LOMNICKY   211028 300  125000-125500   00     430.06  747.0    474.32    -0.20    -9999
LOMNICKY   211028 300  125500-130000   00     432.86  747.0    477.42     0.45    -9999
LOMNICKY   211028 300  130000-130500   00     432.12  747.0    476.57     0.27    -9999
LOMNICKY   211028 300  130500-131000   00     429.41  747.0    473.58    -0.36    -9999
LOMNICKY   211028 300  131000-131500   00     430.60  747.0    474.89    -0.08    -9999
LOMNICKY   211028 300  131500-132000   00     432.34  747.0    476.73     0.30    -9999
LOMNICKY   211028 300  132000-132500   00     431.60  747.0    475.88     0.12    -9999
LOMNICKY   211028 300  132500-133000   00     430.74  747.0    474.94    -0.07    -9999
LOMNICKY   211028 300  133000-133500   00     433.46  747.0    477.94     0.56    -9999
LOMNICKY   211028 300  133500-134000   00     431.04  747.0    475.26    -0.01    -9999
LOMNICKY   211028 300  134000-134500   00     430.28  747.0    474.43    -0.18    -9999
LOMNICKY   211028 300  134500-135000   00     431.09  747.0    475.32     0.01    -9999
LOMNICKY   211028 300  135000-135500   00     427.69  746.9    471.56    -0.79    -9999
LOMNICKY   211028 300  135500-140000   00     433.98  746.9    478.46     0.67    -9999
LOMNICKY   211028 300  140000-140500   00     429.36  746.9    473.30    -0.42    -9999
LOMNICKY   211028 300  140500-141000   00     433.04  746.9    477.30     0.42    -9999
LOMNICKY   211028 300  141000-141500   00     433.21  746.9    477.58     0.48    -9999
LOMNICKY   211028 300  141500-142000   00     428.42  746.9    472.25    -0.64    -9999
LOMNICKY   211028 300  142000-142500   00     428.11  746.9    471.92    -0.71    -9999
LOMNICKY   211028 300  142500-143000   00     431.80  746.9    475.97     0.14    -9999
LOMNICKY   211028 300  143000-143500   00     428.54  746.9    472.39    -0.61    -9999
LOMNICKY   211028 300  143500-144000   00     431.74  746.9    476.01     0.15    -9999
LOMNICKY   211028 300  144000-144500   00     431.56  746.9    475.82     0.11    -9999
LOMNICKY   211028 300  144500-145000   00     433.81  746.9    478.22     0.62    -9999
LOMNICKY   211028 300  145000-145500   00     430.92  746.9    474.97    -0.07    -9999
LOMNICKY   211028 300  145500-150000   00     431.69  746.9    475.76     0.10    -9999
LOMNICKY   211028 300  150000-150500   00     430.77  746.9    474.73    -0.12    -9999
LOMNICKY   211028 300  150500-151000   00     430.83  746.9    474.80    -0.10    -9999
LOMNICKY   211028 300  151000-151500   00     432.37  746.9    476.45     0.24    -9999
LOMNICKY   211028 300  151500-152000   00     428.52  746.9    472.15    -0.66    -9999
LOMNICKY   211028 300  152000-152500   00     433.02  746.9    477.18     0.40    -9999
LOMNICKY   211028 300  152500-153000   00     432.39  746.9    476.55     0.26    -9999
LOMNICKY   211028 300  153000-153500   00     429.93  746.9    473.86    -0.30    -9999
LOMNICKY   211028 300  153500-154000   00     432.28  746.9    476.49     0.25    -9999
LOMNICKY   211028 300  154000-154500   00     432.68  746.9    476.99     0.36    -9999
LOMNICKY   211028 300  154500-155000   00     433.07  746.9    477.43     0.45    -9999
LOMNICKY   211028 300  155000-155500   00     431.62  746.9    475.82     0.11    -9999
LOMNICKY   211028 300  155500-160000   00     430.71  746.9    474.80    -0.10    -9999
LOMNICKY   211028 300  160000-160500   00     430.19  747.0    474.33    -0.20    -9999
LOMNICKY   211028 300  160500-161000   00     433.37  747.0    477.82     0.53    -9999
LOMNICKY   211028 300  161000-161500   00     431.23  746.9    475.37     0.02    -9999
LOMNICKY   211028 300  161500-162000   00     429.14  746.9    473.06    -0.47    -9999
LOMNICKY   211028 300  162000-162500   00     431.75  746.9    475.94     0.14    -9999
LOMNICKY   211028 300  162500-163000   00     430.43  746.9    474.49    -0.17    -9999
LOMNICKY   211028 300  163000-163500   00     432.20  746.9    476.51     0.26    -9999
LOMNICKY   211028 300  163500-164000   00     433.46  747.0    477.95     0.56    -9999
LOMNICKY   211028 300  164000-164500   00     429.23  747.0    473.29    -0.42    -9999
LOMNICKY   211028 300  164500-165000   00     430.77  747.0    475.06    -0.05    -9999
LOMNICKY   211028 300  165000-165500   00     430.06  747.0    474.32    -0.20    -9999
LOMNICKY   211028 300  165500-170000   00     431.06  747.0    475.34     0.01    -9999
LOMNICKY   211028 300  170000-170500   00     430.47  747.0    474.79    -0.11    -9999
LOMNICKY   211028 300  170500-171000   00     431.51  747.0    476.00     0.15    -9999
LOMNICKY   211028 300  171000-171500   00     431.16  747.0    475.59     0.06    -9999
LOMNICKY   211028 300  171500-172000   00     430.87  747.0    475.33     0.01    -9999
LOMNICKY   211028 300  172000-172500   00     428.98  747.0    473.25    -0.43    -9999
LOMNICKY   211028 300  172500-173000   00     429.74  747.0    474.11    -0.25    -9999
LOMNICKY   211028 300  173000-173500   00     433.11  747.1    477.93     0.56    -9999
LOMNICKY   211028 300  173500-174000   00     432.79  747.1    477.60     0.48    -9999
LOMNICKY   211028 300  174000-174500   00     426.82  747.1    471.09    -0.88    -9999
LOMNICKY   211028 300  174500-175000   00     430.90  747.1    475.51     0.05    -9999
LOMNICKY   211028 300  175000-175500   00     430.86  747.1    475.46     0.03    -9999
LOMNICKY   211028 300  175500-180000   00     432.73  747.0    477.43     0.45    -9999
LOMNICKY   211028 300  180000-180500   00     432.63  747.0    477.21     0.40    -9999
LOMNICKY   211028 300  180500-181000   00     432.97  747.0    477.54     0.47    -9999
LOMNICKY   211028 300  181000-181500   00     431.60  747.0    476.02     0.15    -9999
LOMNICKY   211028 300  181500-182000   00     432.45  747.0    477.02     0.36    -9999
LOMNICKY   211028 300  182000-182500   00     430.64  747.0    474.92    -0.08    -9999
LOMNICKY   211028 300  182500-183000   00     430.62  746.9    474.77    -0.11    -9999
LOMNICKY   211028 300  183000-183500   00     431.55  746.9    475.79     0.10    -9999
LOMNICKY   211028 300  183500-184000   00     428.04  746.9    471.92    -0.71    -9999
LOMNICKY   211028 300  184000-184500   00     429.03  746.9    472.94    -0.50    -9999
LOMNICKY   211028 300  184500-185000   00     430.44  746.9    474.35    -0.20    -9999
LOMNICKY   211028 300  185000-185500   00     430.94  746.9    474.89    -0.08    -9999
LOMNICKY   211028 300  185500-190000   00     428.61  746.9    472.43    -0.60    -9999
LOMNICKY   211028 300  190000-190500   00     429.20  746.9    473.09    -0.46    -9999
LOMNICKY   211028 300  190500-191000   00     430.07  746.9    474.07    -0.26    -9999
LOMNICKY   211028 300  191000-191500   00     428.83  746.9    472.68    -0.55    -9999
LOMNICKY   211028 300  191500-192000   00     433.22  746.9    477.51     0.47    -9999
LOMNICKY   211028 300  192000-192500   00     430.90  746.9    474.95    -0.07    -9999
LOMNICKY   211028 300  192500-193000   00     430.34  746.9    474.25    -0.22    -9999
LOMNICKY   211028 300  193000-193500   00     428.47  746.9    472.19    -0.65    -9999
LOMNICKY   211028 300  193500-194000   00     429.44  746.9    473.31    -0.42    -9999
LOMNICKY   211028 300  194000-194500   00     429.52  746.9    473.34    -0.41    -9999
LOMNICKY   211028 300  194500-195000   00     432.28  746.9    476.34     0.22    -9999
LOMNICKY   211028 300  195000-195500   00     428.65  746.9    472.35    -0.62    -9999
LOMNICKY   211028 300  195500-200000   00     430.58  746.9    474.45    -0.18    -9999
LOMNICKY   211028 300  200000-200500   00     429.21  746.9    472.98    -0.49    -9999
LOMNICKY   211028 300  200500-201000   00     427.48  746.9    471.04    -0.89    -9999
LOMNICKY   211028 300  201000-201500   00     433.31  746.9    477.44     0.45    -9999
LOMNICKY   211028 300  201500-202000   00     427.44  746.9    471.05    -0.89    -9999
LOMNICKY   211028 300  202000-202500   00     427.79  746.9    471.47    -0.80    -9999
LOMNICKY   211028 300  202500-203000   00     426.97  746.9    470.48    -1.01    -9999
LOMNICKY   211028 300  203000-203500   00     425.73  746.9    469.15    -1.29    -9999
LOMNICKY   211028 300  203500-204000   00     426.86  746.9    470.36    -1.04    -9999
LOMNICKY   211028 300  204000-204500   00     425.65  746.9    469.13    -1.30    -9999
LOMNICKY   211028 300  204500-205000   00     427.15  746.9    470.79    -0.95    -9999
LOMNICKY   211028 300  205000-205500   00     426.15  746.8    469.48    -1.22    -9999
LOMNICKY   211028 300  205500-210000   00     433.41  746.8    477.38     0.44    -9999
LOMNICKY   211028 300  210000-210500   00     430.57  746.8    474.13    -0.24    -9999
LOMNICKY   211028 300  210500-211000   00     430.99  746.8    474.58    -0.15    -9999
LOMNICKY   211028 300  211000-211500   00     430.02  746.7    473.42    -0.40    -9999
LOMNICKY   211028 300  211500-212000   00     427.00  746.7    469.96    -1.12    -9999
LOMNICKY   211028 300  212000-212500   00     426.93  746.7    469.77    -1.16    -9999
LOMNICKY   211028 300  212500-213000   00     430.24  746.7    473.44    -0.39    -9999
LOMNICKY   211028 300  213000-213500   00     426.29  746.6    468.99    -1.33    -9999
LOMNICKY   211028 300  213500-214000   00     429.05  746.6    472.00    -0.69    -9999
LOMNICKY   211028 300  214000-214500   00     430.88  746.6    474.05    -0.26    -9999
LOMNICKY   211028 300  214500-215000   00     429.17  746.7    472.20    -0.65    -9999
LOMNICKY   211028 300  215000-215500   00     431.03  746.6    474.19    -0.23    -9999
LOMNICKY   211028 300  215500-220000   00     429.62  746.6    472.46    -0.60    -9999
LOMNICKY   211028 300  220000-220500   00     431.00  746.5    473.80    -0.32    -9999
LOMNICKY   211028 300  220500-221000   00     430.65  746.5    473.31    -0.42    -9999
LOMNICKY   211028 300  221000-221500   00     429.94  746.5    472.40    -0.61    -9999
LOMNICKY   211028 300  221500-222000   00     429.96  746.5    472.38    -0.61    -9999
LOMNICKY   211028 300  222000-222500   00     428.62  746.4    470.82    -0.94    -9999
LOMNICKY   211028 300  222500-223000   00     433.49  746.4    476.08     0.17    -9999
LOMNICKY   211028 300  223000-223500   00     431.77  746.4    474.16    -0.24    -9999
LOMNICKY   211028 300  223500-224000   00     431.64  746.4    473.99    -0.28    -9999
LOMNICKY   211028 300  224000-224500   00     430.79  746.4    473.10    -0.46    -9999
LOMNICKY   211028 300  224500-225000   00     427.70  746.4    469.63    -1.19    -9999
LOMNICKY   211028 300  225000-225500   00     430.36  746.4    472.51    -0.59    -9999
LOMNICKY   211028 300  225500-230000   00     430.42  746.3    472.53    -0.58    -9999
LOMNICKY   211028 300  230000-230500   00     431.86  746.3    474.07    -0.26    -9999
LOMNICKY   211028 300  230500-231000   00     429.80  746.3    471.67    -0.76    -9999
LOMNICKY   211028 300  231000-231500   00     431.86  746.3    473.94    -0.28    -9999
LOMNICKY   211028 300  231500-232000   00     430.07  746.3    471.97    -0.70    -9999
LOMNICKY   211028 300  232000-232500   00     430.90  746.3    472.87    -0.51    -9999
LOMNICKY   211028 300  232500-233000   00     430.61  746.3    472.48    -0.59    -9999
LOMNICKY   211028 300  233000-233500   00     434.93  746.3    477.29     0.42    -9999
LOMNICKY   211028 300  233500-234000   00     430.62  746.3    472.53    -0.58    -9999
LOMNICKY   211028 300  234000-234500   00     431.04  746.3    472.96    -0.49    -9999
LOMNICKY   211028 300  234500-235000   00     431.00  746.2    472.75    -0.54    -9999
LOMNICKY   211028 300  235000-235500   00     431.99  746.2    473.88    -0.30    -9999
LOMNICKY   211028 300  235500-000000   00     430.44  746.2    472.01    -0.69    -9999
LOMNICKY   211029 3600 000000-010000   00     429.67  746.1    470.94    -0.92    -9999
LOMNICKY   211029 3600 010000-020000   00     432.87  745.9    473.57    -0.36    -9999
LOMNICKY   211029 3600 020000-030000   00     434.15  745.6    474.02    -0.27    -9999
LOMNICKY   211029 3600 030000-040000   00     436.99  745.4    476.51     0.26    -9999
LOMNICKY   211029 3600 040000-050000   00     437.60  745.3    476.75     0.31    -9999
LOMNICKY   211029 3600 050000-060000   00     438.39  745.2    477.19     0.40    -9999
LOMNICKY   211029 3600 060000-070000   00     438.10  745.3    477.49     0.46    -9999
LOMNICKY   211029 3600 070000-080000   00     437.50  745.5    477.29     0.42    -9999
LOMNICKY   211029 3600 080000-090000   00     437.35  745.6    477.41     0.45    -9999
LOMNICKY   211029 3600 090000-100000   00     435.70  745.5    475.36     0.01    -9999
LOMNICKY   211029 3600 100000-110000   00     435.68  745.3    474.67    -0.13    -9999
LOMNICKY   211029 3600 110000-120000   00     436.25  745.1    474.52    -0.16    -9999
LOMNICKY   211029 3600 120000-130000   00     438.02  744.6    474.88    -0.09    -9999
LOMNICKY   211029 3600 130000-140000   00     440.19  744.3    476.32     0.22    -9999
LOMNICKY   211029 3600 140000-150000   00     439.89  744.1    475.38     0.02    -9999
LOMNICKY   211029 3600 150000-160000   00     441.42  743.9    476.34     0.22    -9999
LOMNICKY   211029 3600 160000-170000   00     441.73  743.9    476.51     0.26    -9999
LOMNICKY   211029 3600 170000-180000   00     439.72  743.9    474.34    -0.20    -9999
LOMNICKY   211029 3600 180000-190000   00     438.79  743.9    473.21    -0.44    -9999
LOMNICKY   211029 3600 190000-200000   00     438.81  743.7    472.67    -0.55    -9999
LOMNICKY   211029 3600 200000-210000   00     441.44  743.5    474.93    -0.08    -9999
LOMNICKY   211029 3600 210000-220000   00     441.51  743.3    474.33    -0.20    -9999
LOMNICKY   211029 3600 220000-230000   00     444.52  743.2    477.19     0.40    -9999
LOMNICKY   211029 3600 230000-000000   00     444.47  743.1    476.92     0.34    -9999
*
COMMENT  FILE COMPOSED BY ILYA USOSKIN OF THE UNIVERSITY OF OULU
COMMENT  DATA OBTAINED FROM NMDB (30.10.2021)
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-03-30 17:39:06 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE73/C073LMKS.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
