JUNGFRAU2  LATITUDE    46.55     LONGITUDE     7.98      ALTITUDE    3475 M
JUNGFRAU2  INSTRUMENT   3-NM-64  NEUTRON MONITOR	
JUNGFRAU2  STANDARD PRESSURE    482     MMHG   COEFFICIENT   -0.96     % / MMHG
JUNGFRAU2  061213 300  041000-041500   00     288.85  501.6    348.65    -0.84    -9999
JUNGFRAU2  061213 300  041500-042000   00     293.11  501.6    353.79     0.64    -9999
JUNGFRAU2  061213 300  042000-042500   00     293.06  501.6    353.73     0.62    -9999
JUNGFRAU2  061213 300  042500-043000   00     291.66  501.6    351.91     0.12    -9999
JUNGFRAU2  061213 300  043000-043500   00     292.90  501.5    353.20     0.46    -9999
JUNGFRAU2  061213 300  043500-044000   00     293.12  501.5    353.60     0.58    -9999
JUNGFRAU2  061213 300  044000-044500   00     291.79  501.6    352.20     0.20    -9999
JUNGFRAU2  061213 300  044500-045000   00     288.91  501.6    348.72    -0.82    -9999
JUNGFRAU2  061213 300  045000-045500   00     291.71  501.6    352.09     0.16    -9999
JUNGFRAU2  061213 300  045500-050000   00     290.01  501.6    350.05    -0.44    -9999
JUNGFRAU2  061213 300  050000-050500   00     291.44  501.6    351.84     0.08    -9999
JUNGFRAU2  061213 300  050500-051000   00     290.20  501.7    350.47    -0.28    -9999
JUNGFRAU2  061213 300  051000-051500   00     290.97  501.7    351.47     0.00    -9999
JUNGFRAU2  061213 300  051500-052000   00     292.34  501.6    352.86     0.38    -9999
JUNGFRAU2  061213 300  052000-052500   00     290.62  501.6    350.79    -0.20    -9999
JUNGFRAU2  061213 300  052500-053000   00     293.47  501.6    354.23     0.76    -9999
JUNGFRAU2  061213 300  053000-053500   00     290.08  501.6    350.13    -0.40    -9999
JUNGFRAU2  061213 300  053500-054000   00     290.13  501.7    350.60    -0.26    -9999
JUNGFRAU2  061213 300  054000-054500   00     290.00  501.7    350.51    -0.30    -9999
JUNGFRAU2  061213 300  054500-055000   00     290.19  501.8    350.94    -0.18    -9999
JUNGFRAU2  061213 300  055000-055500   00     287.08  501.8    347.18    -1.24    -9999
JUNGFRAU2  061213 300  055500-060000   00     290.57  501.8    351.40    -0.04    -9999
JUNGFRAU2  061213 300  060000-060500   00     290.84  501.9    352.07     0.14    -9999
JUNGFRAU2  061213 300  060500-061000   00     290.60  501.9    351.77     0.06    -9999
JUNGFRAU2  061213 300  061000-061500   00     290.15  501.9    351.30    -0.06    -9999
JUNGFRAU2  061213 300  061500-062000   00     290.57  502.0    352.14     0.18    -9999
JUNGFRAU2  061213 300  062000-062500   00     293.46  502.1    355.91     1.24    -9999
JUNGFRAU2  061213 300  062500-063000   00     290.05  502.1    351.72     0.04    -9999
JUNGFRAU2  061213 300  063000-063500   00     291.01  502.0    352.68     0.32    -9999
JUNGFRAU2  061213 300  063500-064000   00     291.42  502.0    353.17     0.46    -9999
JUNGFRAU2  061213 300  064000-064500   00     292.56  502.0    354.56     0.86    -9999
JUNGFRAU2  061213 300  064500-065000   00     291.48  502.1    353.37     0.52    -9999
JUNGFRAU2  061213 300  065000-065500   00     291.23  502.1    353.21     0.50    -9999
JUNGFRAU2  061213 300  065500-070000   00     291.08  502.1    353.03     0.42    -9999
JUNGFRAU2  061213 300  070000-070500   00     290.26  502.1    351.97     0.12    -9999
JUNGFRAU2  061213 300  070500-071000   00     290.95  502.1    352.87     0.38    -9999
JUNGFRAU2  061213 300  071000-071500   00     289.36  502.1    350.95    -0.18    -9999
JUNGFRAU2  061213 300  071500-072000   00     289.78  502.1    351.59     0.02    -9999
JUNGFRAU2  061213 300  072000-072500   00     292.85  502.2    355.52     1.12    -9999
JUNGFRAU2  061213 300  072500-073000   00     290.70  502.2    352.91     0.40    -9999
JUNGFRAU2  061213 300  073000-073500   00     289.47  502.2    351.41    -0.04    -9999
JUNGFRAU2  061213 300  073500-074000   00     288.25  502.2    349.93    -0.46    -9999
JUNGFRAU2  061213 300  074000-074500   00     290.04  502.2    352.16     0.16    -9999
JUNGFRAU2  061213 300  074500-075000   00     289.23  502.3    351.53    -0.02    -9999
JUNGFRAU2  061213 300  075000-075500   00     287.92  502.4    350.12    -0.40    -9999
JUNGFRAU2  061213 300  075500-080000   00     289.79  502.4    352.48     0.28    -9999
JUNGFRAU2  061213 3600 080000-090000   20     289.09  502.7    352.52     0.30    -9999
JUNGFRAU2  061213 3600 090000-100000   20     290.34  503.0    355.31     1.10    -9999
JUNGFRAU2  061213 3600 100000-110000   20     290.14  503.2    355.78     1.20    -9999
JUNGFRAU2  061213 3600 110000-120000   20     288.82  503.3    354.48     0.80    -9999
JUNGFRAU2  061213 3600 120000-130000   20     289.92  503.4    355.88     1.20    -9999
JUNGFRAU2  061213 3600 130000-140000   20     288.48  503.5    354.76     0.90    -9999
JUNGFRAU2  061213 3600 140000-150000   20     287.39  503.8    354.23     0.80    -9999
JUNGFRAU2  061213 3600 150000-160000   20     286.17  504.1    353.68     0.60    -9999
JUNGFRAU2  061213 3600 160000-170000   20     285.20  504.4    353.59     0.60    -9999
JUNGFRAU2  061213 3600 170000-180000   20     283.25  504.7    352.29     0.20    -9999
JUNGFRAU2  061213 3600 180000-190000   20     281.37  505.1    351.14    -0.10    -9999
JUNGFRAU2  061213 3600 190000-200000   20     280.03  505.3    350.15    -0.40    -9999
JUNGFRAU2  061213 3600 200000-210000   20     280.26  505.5    351.09    -0.10    -9999
JUNGFRAU2  061213 3600 210000-220000   20     278.93  505.6    349.81    -0.50    -9999
JUNGFRAU2  061213 3600 220000-230000   20     278.75  505.7    350.17    -0.40    -9999
JUNGFRAU2  061213 3600 230000-240000   20     277.21  505.9    348.53    -0.90    -9999
*
COMMENT    INTERVALS MARKED WITH * INDICATE THAT ONLY A PART OF MONITOR IS
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-02-24 11:29:29 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE70/C070JUN2_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
