YAKUTSK    LATITUDE    62.02     LONGITUDE     129.72    ALTITUDE    105 M
YAKUTSK    INSTRUMENT   18NM64    NEUTRON MONITOR     	
YAKUTSK    STANDARD PRESSURE    1000    mb     COEFFICIENT   -0.72     % / mb
YAKUTSK    120517 300  222000-222500   00     237.81  989.2    215.23    -1.00    -9999
YAKUTSK    120517 300  222500-223000   00     239.87  989.2    217.04    -0.20    -9999
YAKUTSK    120517 300  223000-223500   00     240.43  989.1    217.44     0.00    -9999
YAKUTSK    120517 300  223500-224000   00     241.07  989.1    217.97     0.30    -9999
YAKUTSK    120517 300  224000-224500   00     241.28  989.1    218.08     0.30    -9999
YAKUTSK    120517 300  224500-225000   00     239.12  989.1    216.24    -0.50    -9999
YAKUTSK    120517 300  225000-225500   00     241.20  989.1    218.13     0.30    -9999
YAKUTSK    120517 300  225500-230000   00     236.08  989.1    213.44    -1.80    -9999
YAKUTSK    120517 300  230000-230500   00     239.23  989.1    216.24    -0.50    -9999
YAKUTSK    120517 300  230500-231000   00     239.65  989.1    216.72    -0.30    -9999
YAKUTSK    120517 300  231000-231500   00     237.87  989.1    215.07    -1.10    -9999
YAKUTSK    120517 300  231500-232000   00     238.67  989.1    215.87    -0.70    -9999
YAKUTSK    120517 300  232000-232500   00     238.35  989.2    215.71    -0.80    -9999
YAKUTSK    120517 300  232500-233000   00     238.32  989.2    215.65    -0.80    -9999
YAKUTSK    120517 300  233000-233500   00     238.59  989.2    215.81    -0.70    -9999
YAKUTSK    120517 300  233500-234000   00     237.73  989.2    215.04    -1.10    -9999
YAKUTSK    120517 300  234000-234500   00     238.61  989.2    215.84    -0.70    -9999
YAKUTSK    120517 300  234500-235000   00     238.67  989.2    215.92    -0.70    -9999
YAKUTSK    120517 300  235000-235500   00     240.77  989.1    217.76     0.20    -9999
YAKUTSK    120517 300  235500-240000   00     239.76  989.1    216.80    -0.30    -9999
YAKUTSK    120518 3600 000000-010000   00     239.18  989.0    216.08    -0.60    -9999
YAKUTSK    120518 3600 010000-020000   00     240.06  988.9    216.72    -0.30    -9999
YAKUTSK    120518 3600 020000-030000   00     240.13  988.6    216.33    -0.50    -9999
YAKUTSK    120518 3600 030000-040000   00     240.20  988.7    216.48    -0.40    -9999
YAKUTSK    120518 3600 040000-050000   00     240.28  988.8    216.73    -0.30    -9999
YAKUTSK    120518 3600 050000-060000   00     240.12  988.7    216.53    -0.40    -9999
YAKUTSK    120518 3600 060000-070000   00     238.88  989.1    215.95    -0.70    -9999
YAKUTSK    120518 3600 070000-080000   00     235.66  990.8    215.70    -0.80    -9999
YAKUTSK    120518 3600 080000-090000   00     232.97  991.8    214.73    -1.20    -9999
YAKUTSK    120518 3600 090000-100000   00     231.98  992.3    214.69    -1.30    -9999
YAKUTSK    120518 3600 100000-110000   00     230.56  992.9    214.32    -1.40    -9999
YAKUTSK    120518 3600 110000-120000   00     229.65  993.8    214.84    -1.20    -9999
YAKUTSK    120518 3600 120000-130000   00     229.10  994.0    214.61    -1.30    -9999
YAKUTSK    120518 3600 130000-140000   00     227.20  994.8    214.12    -1.50    -9999
YAKUTSK    120518 3600 140000-150000   00     225.93  995.4    213.85    -1.60    -9999
YAKUTSK    120518 3600 150000-160000   00     223.79  996.0    212.68    -2.20    -9999
YAKUTSK    120518 3600 160000-170000   00     223.50  996.1    212.51    -2.30    -9999
YAKUTSK    120518 3600 170000-180000   00     222.39  996.7    212.41    -2.30    -9999
YAKUTSK    120518 3600 180000-190000   00     221.87  997.1    212.56    -2.20    -9999
YAKUTSK    120518 3600 190000-200000   00     222.06  997.3    213.09    -2.00    -9999
YAKUTSK    120518 3600 200000-210000   00     220.67  997.6    212.22    -2.40    -9999
YAKUTSK    120518 3600 210000-220000   00     220.73  998.0    212.85    -2.10    -9999
YAKUTSK    120518 3600 220000-230000   00     221.33  998.3    213.94    -1.60    -9999
YAKUTSK    120518 3600 230000-240000   00     221.95  998.6    214.97    -1.10    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2024-01-15 17:24:22 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE71/C071YKTK_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
