MAGADAN    LATITUDE    60.1      LONGITUDE     151       ALTITUDE    0 M
MAGADAN    INSTRUMENT   18NM64    NEUTRON MONITOR     	
MAGADAN    STANDARD PRESSURE    986.1   mb     COEFFICIENT   -0.74     % / mb
MAGADAN    031028 300  103000-103500   00     129.87  985.9    129.71     0.90    -9999
MAGADAN    031028 300  103500-104000   00     128.80  985.9    128.62     0.10    -9999
MAGADAN    031028 300  104000-104500   00     128.53  985.9    128.33    -0.20    -9999
MAGADAN    031028 300  104500-105000   00     125.92  985.9    125.70    -2.20    -9999
MAGADAN    031028 300  105000-105500   00     128.96  985.8    128.71     0.10    -9999
MAGADAN    031028 300  105500-110000   00     126.72  985.8    126.45    -1.60    -9999
MAGADAN    031028 300  110000-110500   00     127.10  985.8    126.80    -1.30    -1.30
MAGADAN    031028 300  110500-111000   00     129.71  985.8    129.40     0.70     0.70
MAGADAN    031028 300  111000-111500   00     126.72  985.8    126.40    -1.70    -1.70
MAGADAN    031028 300  111500-112000   00     130.03  985.7    129.68     0.90     0.90
MAGADAN    031028 300  112000-112500   00     131.79  985.7    131.42     2.20     2.20
MAGADAN    031028 300  112500-113000   00     133.76  985.7    133.38     3.80     3.80
MAGADAN    031028 300  113000-113500   00     134.29  985.7    133.89     4.20     4.20
MAGADAN    031028 300  113500-114000   00     134.83  985.7    134.40     4.60     4.60
MAGADAN    031028 300  114000-114500   00     136.21  985.7    135.77     5.60     5.60
MAGADAN    031028 300  114500-115000   00     139.52  985.6    139.05     8.20     8.20
MAGADAN    031028 300  115000-115500   00     137.39  985.6    136.91     6.50     6.50
MAGADAN    031028 300  115500-120000   00     141.49  985.6    140.98     9.70     9.70
MAGADAN    031028 300  120000-120500   00     137.92  985.6    137.41     6.90     6.90
MAGADAN    031028 300  120500-121000   00     140.11  985.6    139.58     8.60     8.60
MAGADAN    031028 300  121000-121500   00     140.27  985.6    139.73     8.70     8.70
MAGADAN    031028 300  121500-122000   00     138.24  985.6    137.70     7.10     7.10
MAGADAN    031028 300  122000-122500   00     134.67  985.6    134.13     4.40     4.40
MAGADAN    031028 300  122500-123000   00     135.79  985.6    135.24     5.20     5.20
MAGADAN    031028 300  123000-123500   00     136.85  985.5    136.29     6.00     6.00
MAGADAN    031028 300  123500-124000   00     136.00  985.5    135.43     5.40     5.40
MAGADAN    031028 300  124000-124500   00     134.13  985.5    133.57     3.90     3.90
MAGADAN    031028 300  124500-125000   00     134.93  985.5    134.36     4.50     4.50
MAGADAN    031028 300  125000-125500   00     136.69  985.5    136.10     5.90     5.90
MAGADAN    031028 300  125500-130000   00     134.03  985.5    133.44     3.80     3.80
MAGADAN    031028 300  130000-130500   00     136.16  985.5    135.55     5.50     5.50
MAGADAN    031028 300  130500-131000   00     136.64  985.5    136.00     5.80     5.80
MAGADAN    031028 300  131000-131500   00     134.88  985.4    134.22     4.40     4.40
MAGADAN    031028 300  131500-132000   00     135.15  985.4    134.46     4.60     4.60
MAGADAN    031028 300  132000-132500   00     134.51  985.4    133.80     4.10     4.10
MAGADAN    031028 300  132500-133000   00     134.35  985.4    133.62     4.00     4.00
MAGADAN    031028 300  133000-133500   00     136.75  985.3    135.98     5.80     5.80
MAGADAN    031028 300  133500-134000   00     134.67  985.3    133.89     4.20     4.20
MAGADAN    031028 300  134000-134500   00     135.68  985.3    134.87     4.90     4.90
MAGADAN    031028 300  134500-135000   00     133.60  985.3    132.78     3.30     3.30
MAGADAN    031028 300  135000-135500   00     133.71  985.2    132.86     3.40     3.40
MAGADAN    031028 300  135500-140000   00     134.08  985.2    133.20     3.60     3.60
MAGADAN    031028 300  140000-140500   00     135.20  985.2    134.29     4.50     4.50
MAGADAN    031028 300  140500-141000   00     134.30  985.2    133.36     3.80     3.80
MAGADAN    031028 300  141000-141500   00     135.79  985.1    134.80     4.90     4.90
MAGADAN    031028 300  141500-142000   00     135.41  985.1    134.40     4.60     4.60
MAGADAN    031028 300  142000-142500   00     134.61  985.1    133.57     3.90     3.90
MAGADAN    031028 300  142500-143000   00     135.57  985.0    134.49     4.60     4.60
MAGADAN    031028 300  143000-143500   00     135.20  985.0    134.09     4.30     4.30
MAGADAN    031028 300  143500-144000   00     134.40  985.0    133.27     3.70     3.70
MAGADAN    031028 300  144000-144500   00     134.61  984.9    133.44     3.80     3.80
MAGADAN    031028 300  144500-145000   00     135.36  984.9    134.15     4.40     4.40
MAGADAN    031028 300  145000-145500   00     135.09  984.9    133.85     4.10     4.10
MAGADAN    031028 300  145500-150000   00     135.95  984.8    134.67     4.80     4.80
MAGADAN    031028 300  150000-150500   00     136.11  984.8    134.79     4.90     4.90
MAGADAN    031028 300  150500-151000   00     135.09  984.7    133.74     4.10     4.10
MAGADAN    031028 300  151000-151500   00     135.78  984.7    134.39     4.60     4.60
MAGADAN    031028 300  151500-152000   00     135.04  984.7    133.61     4.00     4.00
MAGADAN    031028 300  152000-152500   00     136.59  984.6    135.10     5.10     5.10
MAGADAN    031028 300  152500-153000   00     135.63  984.6    134.11     4.30     4.30
MAGADAN    031028 300  153000-153500   00     136.27  984.5    134.69     4.80     4.80
MAGADAN    031028 300  153500-154000   00     135.36  984.5    133.76     4.10     4.10
MAGADAN    031028 300  154000-154500   00     136.80  984.5    135.14     5.10     5.10
MAGADAN    031028 300  154500-155000   00     136.75  984.4    135.05     5.10     5.10
MAGADAN    031028 300  155000-155500   00     134.45  984.4    132.74     3.30     3.30
MAGADAN    031028 300  155500-160000   00     137.97  984.3    136.17     5.90     5.90
MAGADAN    031028 300  160000-160500   00     137.49  984.3    135.66     5.50     5.50
MAGADAN    031028 300  160500-161000   00     134.24  984.2    132.41     3.00     3.00
MAGADAN    031028 300  161000-161500   00     134.72  984.2    132.84     3.40     3.40
MAGADAN    031028 300  161500-162000   00     135.95  984.2    134.01     4.30     4.30
MAGADAN    031028 300  162000-162500   00     136.37  984.1    134.39     4.60     4.60
MAGADAN    031028 300  162500-163000   00     137.92  984.1    135.87     5.70     5.70
MAGADAN    031028 300  163000-163500   00     138.40  984.0    136.30     6.00     6.00
MAGADAN    031028 300  163500-164000   00     137.50  984.0    135.37     5.30     5.30
MAGADAN    031028 300  164000-164500   00     136.59  984.0    134.43     4.60     4.60
MAGADAN    031028 300  164500-165000   00     135.09  983.9    132.92     3.40     3.40
MAGADAN    031028 300  165000-165500   00     137.07  983.9    134.82     4.90     4.90
MAGADAN    031028 300  165500-170000   00     135.63  983.8    133.36     3.80     3.80
MAGADAN    031028 300  170000-170500   00     136.53  983.8    134.21     4.40     4.40
MAGADAN    031028 300  170500-171000   00     138.67  983.7    136.24     6.00     6.00
MAGADAN    031028 300  171000-171500   00     134.99  983.7    132.57     3.10     3.10
MAGADAN    031028 300  171500-172000   00     136.21  983.6    133.72     4.00     4.00
MAGADAN    031028 300  172000-172500   00     136.27  983.5    133.71     4.00     4.00
MAGADAN    031028 300  172500-173000   00     137.17  983.5    134.55     4.70     4.70
MAGADAN    031028 300  173000-173500   00     136.37  983.4    133.70     4.00     4.00
MAGADAN    031028 300  173500-174000   00     136.16  983.4    133.43     3.80     3.80
MAGADAN    031028 300  174000-174500   00     135.79  983.3    133.01     3.50     3.50
MAGADAN    031028 300  174500-175000   00     137.12  983.3    134.26     4.50     4.50
MAGADAN    031028 300  175000-175500   00     138.56  983.2    135.61     5.50     5.50
MAGADAN    031028 300  175500-180000   00     136.85  983.1    133.88     4.20     4.20
MAGADAN    031028 300  180000-180500   00     137.28  983.1    134.24     4.40     4.40
MAGADAN    031028 300  180500-181000   00     137.39  983.0    134.28     4.50     4.50
MAGADAN    031028 300  181000-181500   00     134.56  982.9    131.45     2.30     2.30
MAGADAN    031028 300  181500-182000   00     135.73  982.9    132.53     3.10     3.10
MAGADAN    031028 300  182000-182500   00     136.32  982.8    133.04     3.50     3.50
MAGADAN    031028 300  182500-183000   00     136.58  982.7    133.23     3.70     3.70
MAGADAN    031028 300  183000-183500   00     136.58  982.7    133.17     3.60     3.60
MAGADAN    031028 300  183500-184000   00     135.74  982.6    132.27     2.90     2.90
MAGADAN    031028 300  184000-184500   00     137.49  982.5    133.92     4.20     4.20
MAGADAN    031028 300  184500-185000   00     137.55  982.5    133.90     4.20     4.20
MAGADAN    031028 300  185000-185500   00     135.20  982.4    131.55     2.30     2.30
MAGADAN    031028 300  185500-190000   00     137.28  982.3    133.51     3.90     3.90
MAGADAN    031028 300  190000-190500   00     136.00  982.3    132.20     2.90     2.90
MAGADAN    031028 300  190500-191000   00     135.95  982.2    132.08     2.80     2.80
MAGADAN    031028 300  191000-191500   00     136.91  982.1    132.93     3.40     3.40
MAGADAN    031028 300  191500-192000   00     138.93  982.0    134.83     4.90     4.90
MAGADAN    031028 300  192000-192500   00     135.89  982.0    131.80     2.50     2.50
MAGADAN    031028 300  192500-193000   00     138.29  981.9    134.06     4.30     4.30
MAGADAN    031028 300  193000-193500   00     138.61  981.8    134.29     4.50     4.50
MAGADAN    031028 300  193500-194000   00     136.85  981.7    132.51     3.10     3.10
MAGADAN    031028 300  194000-194500   00     138.72  981.7    134.25     4.50     4.50
MAGADAN    031028 300  194500-195000   00     136.96  981.6    132.47     3.10     3.10
MAGADAN    031028 300  195000-195500   00     137.23  981.5    132.65     3.20     3.20
MAGADAN    031028 300  195500-200000   00     138.03  981.4    133.35     3.80     3.80
MAGADAN    031028 300  200000-200500   00     136.91  981.4    132.20     2.90     2.90
MAGADAN    031028 300  200500-201000   00     138.40  981.3    133.59     3.90     3.90
MAGADAN    031028 300  201000-201500   00     138.56  981.3    133.69     4.00     4.00
MAGADAN    031028 300  201500-202000   00     137.87  981.2    132.96     3.40     3.40
MAGADAN    031028 300  202000-202500   00     140.21  981.1    135.16     5.20     5.20
MAGADAN    031028 300  202500-203000   00     138.03  981.1    133.00     3.50     3.50
MAGADAN    031028 300  203000-203500   00     139.79  981.0    134.64     4.80     4.80
MAGADAN    031028 300  203500-204000   00     138.67  981.0    133.50     3.90     3.90
MAGADAN    031028 300  204000-204500   00     137.81  980.9    132.62     3.20     3.20
MAGADAN    031028 300  204500-205000   00     137.60  980.9    132.36     3.00     3.00
MAGADAN    031028 300  205000-205500   00     138.83  980.8    133.48     3.90     3.90
MAGADAN    031028 300  205500-210000   00     138.83  980.7    133.42     3.80     3.80
MAGADAN    031028 300  210000-210500   00     138.83  980.7    133.35     3.80     3.80
MAGADAN    031028 300  210500-211000   00     137.97  980.6    132.45     3.00     3.00
MAGADAN    031028 300  211000-211500   00     139.15  980.5    133.50     3.90     3.90
MAGADAN    031028 300  211500-212000   00     139.15  980.4    133.42     3.80     3.80
MAGADAN    031028 300  212000-212500   00     139.09  980.3    133.28     3.70     3.70
MAGADAN    031028 300  212500-213000   00     137.55  980.3    131.72     2.50     2.50
MAGADAN    031028 300  213000-213500   00     139.73  980.2    133.73     4.00     4.00
MAGADAN    031028 300  213500-214000   00     139.57  980.1    133.49     3.90     3.90
MAGADAN    031028 300  214000-214500   00     139.41  980.0    133.26     3.70     3.70
MAGADAN    031028 300  214500-215000   00     138.19  979.9    132.01     2.70     2.70
MAGADAN    031028 300  215000-215500   00     138.72  979.8    132.44     3.00     3.00
MAGADAN    031028 300  215500-220000   00     138.29  979.8    131.95     2.70     2.70
MAGADAN    031028 300  220000-220500   00     139.47  979.7    132.98     3.50     3.50
MAGADAN    031028 300  220500-221000   00     140.80  979.6    134.15     4.40     4.40
MAGADAN    031028 300  221000-221500   00     137.65  979.5    131.05     2.00     2.00
MAGADAN    031028 300  221500-222000   00     140.69  979.4    133.85     4.10     4.10
MAGADAN    031028 300  222000-222500   00     139.89  979.3    132.99     3.50     3.50
MAGADAN    031028 300  222500-223000   00     139.47  979.2    132.48     3.10     3.10
MAGADAN    031028 300  223000-223500   00     140.85  979.1    133.70     4.00     4.00
MAGADAN    031028 300  223500-224000   00     139.31  979.0    132.14     2.80     2.80
MAGADAN    031028 300  224000-224500   00     139.41  978.9    132.14     2.80     2.80
MAGADAN    031028 300  224500-225000   00     139.84  978.8    132.45     3.00     3.00
MAGADAN    031028 300  225000-225500   00     138.67  978.7    131.24     2.10     2.10
MAGADAN    031028 300  225500-230000   00     139.09  978.6    131.54     2.30     2.30
MAGADAN    031028 300  230000-230500   00     141.76  978.5    133.97     4.20     4.20
MAGADAN    031028 300  230500-231000   00     141.01  978.3    133.15     3.60     3.60
MAGADAN    031028 300  231000-231500   00     141.49  978.2    133.50     3.90     3.90
MAGADAN    031028 300  231500-232000   00     140.37  978.1    132.33     3.00     3.00
MAGADAN    031028 300  232000-232500   00     138.99  978.0    130.92     1.90     1.90
MAGADAN    031028 300  232500-233000   00     141.12  977.9    132.83     3.30     3.30
MAGADAN    031028 300  233000-233500   00     143.04  977.8    134.53     4.70     4.70
MAGADAN    031028 300  233500-234000   00     141.07  977.7    132.56     3.10     3.10
MAGADAN    031028 300  234000-234500   00     141.28  977.6    132.66     3.20     3.20
MAGADAN    031028 300  234500-235000   00     141.87  977.5    133.10     3.60     3.60
MAGADAN    031028 300  235000-235500   00     141.07  977.4    132.24     2.90     2.90
MAGADAN    031028 300  235500-240000   00     142.83  977.3    133.79     4.10     4.10
MAGADAN    031029 300  000000-000500   00     142.77  977.2    133.64     4.00     4.00
MAGADAN    031029 300  000500-001000   00     142.77  977.1    133.56     3.90     3.90
MAGADAN    031029 300  001000-001500   00     141.92  977.0    132.68     3.20     3.20
MAGADAN    031029 300  001500-002000   00     142.99  976.9    133.59     3.90     3.90
MAGADAN    031029 300  002000-002500   00     142.29  976.8    132.86     3.40     3.40
MAGADAN    031029 300  002500-003000   00     142.24  976.8    132.73     3.30     3.30
MAGADAN    031029 300  003000-003500   00     144.00  976.7    134.29     4.50     4.50
MAGADAN    031029 300  003500-004000   00     143.04  976.6    133.31     3.70     3.70
MAGADAN    031029 300  004000-004500   00     145.17  976.5    135.22     5.20     5.20
MAGADAN    031029 300  004500-005000   00     142.51  976.4    132.65     3.20     3.20
MAGADAN    031029 300  005000-005500   00     141.65  976.3    131.77     2.50     2.50
MAGADAN    031029 300  005500-010000   00     145.12  976.3    134.92     5.00     5.00
MAGADAN    031029 300  010000-010500   00     143.20  976.2    133.06     3.50     3.50
MAGADAN    031029 300  010500-011000   00     144.54  976.1    134.23     4.40     4.40
MAGADAN    031029 300  011000-011500   00     143.36  976.0    133.08     3.50     3.50
MAGADAN    031029 300  011500-012000   00     143.09  976.0    132.76     3.30     3.30
MAGADAN    031029 300  012000-012500   00     143.42  975.9    132.99     3.50     3.50
MAGADAN    031029 300  012500-013000   00     143.84  975.8    133.32     3.70     3.70
MAGADAN    031029 300  013000-013500   00     143.47  975.8    132.91     3.40     3.40
MAGADAN    031029 300  013500-014000   00     144.48  975.7    133.79     4.10     4.10
MAGADAN    031029 300  014000-014500   00     143.09  975.6    132.43     3.00     3.00
MAGADAN    031029 300  014500-015000   00     143.52  975.6    132.77     3.30     3.30
MAGADAN    031029 300  015000-015500   00     144.85  975.5    133.93     4.20     4.20
MAGADAN    031029 300  015500-020000   00     144.96  975.4    133.96     4.20     4.20
MAGADAN    031029 300  020000-020500   00     143.84  975.4    132.86     3.40     3.40
MAGADAN    031029 300  020500-021000   00     144.42  975.3    133.34     3.70     3.70
MAGADAN    031029 300  021000-021500   00     143.68  975.2    132.59     3.20     3.20
MAGADAN    031029 300  021500-022000   00     144.05  975.2    132.86     3.40     3.40
MAGADAN    031029 300  022000-022500   00     142.50  975.1    131.37     2.20     2.20
MAGADAN    031029 300  022500-023000   00     144.37  975.0    133.03     3.50     3.50
MAGADAN    031029 300  023000-023500   00     143.79  975.0    132.42     3.00     3.00
MAGADAN    031029 300  023500-024000   00     142.13  974.9    130.83     1.80     1.80
MAGADAN    031029 300  024000-024500   00     145.12  974.8    133.52     3.90     3.90
MAGADAN    031029 300  024500-025000   00     144.05  974.8    132.47     3.10     3.10
MAGADAN    031029 300  025000-025500   00     145.23  974.7    133.49     3.90     3.90
MAGADAN    031029 300  025500-030000   00     143.36  974.6    131.70     2.50     2.50
MAGADAN    031029 300  030000-030500   00     142.93  974.6    131.26     2.10     2.10
MAGADAN    031029 300  030500-031000   00     143.79  974.5    132.00     2.70     2.70
MAGADAN    031029 300  031000-031500   00     144.64  974.5    132.74     3.30     3.30
MAGADAN    031029 300  031500-032000   00     143.15  974.5    131.33     2.20     2.20
MAGADAN    031029 300  032000-032500   00     145.01  974.4    133.00     3.50     3.50
MAGADAN    031029 300  032500-033000   00     144.75  974.4    132.72     3.30     3.30
MAGADAN    031029 300  033000-033500   00     144.16  974.3    132.14     2.80     2.80
MAGADAN    031029 300  033500-034000   00     143.41  974.3    131.41     2.20     2.20
MAGADAN    031029 300  034000-034500   00     144.64  974.3    132.50     3.10     3.10
MAGADAN    031029 300  034500-035000   00     144.38  974.2    132.21     2.90     2.90
MAGADAN    031029 300  035000-035500   00     143.36  974.2    131.24     2.10     2.10
MAGADAN    031029 300  035500-040000   00     143.04  974.1    130.91     1.90     1.90
MAGADAN    031029 300  040000-040500   00     143.25  974.1    131.07     2.00     2.00
MAGADAN    031029 300  040500-041000   00     144.59  974.1    132.28     2.90     2.90
MAGADAN    031029 300  041000-041500   00     145.17  974.1    132.80     3.30     3.30
MAGADAN    031029 300  041500-042000   00     143.73  974.0    131.46     2.30     2.30
MAGADAN    031029 300  042000-042500   00     143.04  974.0    130.82     1.80     1.80
MAGADAN    031029 300  042500-043000   00     143.89  974.0    131.58     2.40     2.40
MAGADAN    031029 300  043000-043500   00     143.31  974.0    131.02     1.90     1.90
MAGADAN    031029 300  043500-044000   00     145.49  974.0    133.01     3.50     3.50
MAGADAN    031029 300  044000-044500   00     145.23  974.0    132.75     3.30     3.30
MAGADAN    031029 300  044500-045000   00     143.52  973.9    131.17     2.10     2.10
MAGADAN    031029 300  045000-045500   00     144.11  973.9    131.69     2.50     2.50
MAGADAN    031029 300  045500-050000   00     144.80  973.9    132.31     2.90     2.90
MAGADAN    031029 300  050000-050500   00     144.16  973.9    131.72     2.50     2.50
MAGADAN    031029 300  050500-051000   00     144.32  973.9    131.88     2.60     2.60
MAGADAN    031029 300  051000-051500   00     145.01  973.9    132.53     3.10     3.10
MAGADAN    031029 300  051500-052000   00     144.80  974.0    132.36     3.00     3.00
MAGADAN    031029 300  052000-052500   00     144.91  974.0    132.47     3.10     3.10
MAGADAN    031029 300  052500-053000   00     144.85  974.0    132.44     3.00     3.00
MAGADAN    031029 300  053000-053500   00     143.25  974.0    130.99     1.90     1.90
MAGADAN    031029 300  053500-054000   00     144.91  974.0    132.52     3.10     3.10
MAGADAN    031029 300  054000-054500   00     144.59  974.0    132.24     2.90     2.90
MAGADAN    031029 300  054500-055000   00     145.97  974.1    133.53     3.90     3.90
MAGADAN    031029 300  055000-055500   00     145.28  974.1    132.91     3.40     3.40
MAGADAN    031029 300  055500-060000   00     145.07  974.1    132.73     3.30     3.30
MAGADAN    031029 300  060000-060500   00     143.36  974.1    131.19     2.10     2.10
MAGADAN    031029 300  060500-061000   00     144.59  974.1    132.32     2.90     2.90
MAGADAN    031029 300  061000-061500   00     144.80  974.1    132.53     3.10     3.10
MAGADAN    031029 300  061500-062000   00     142.99  974.2    130.89     1.80     1.80
MAGADAN    031029 300  062000-062500   00     141.87  974.2    129.88     1.10     1.10
MAGADAN    031029 300  062500-063000   00     141.76  974.2    129.80     1.00     1.00
MAGADAN    031029 300  063000-063500   00     142.61  974.2    130.60     1.60    -9999
MAGADAN    031029 300  063500-064000   00     140.85  974.2    129.00     0.40    -9999
MAGADAN    031029 300  064000-064500   00     139.95  974.2    128.19    -0.30    -9999
MAGADAN    031029 300  064500-065000   00     137.87  974.3    126.30    -1.70    -9999
MAGADAN    031029 300  065000-065500   00     138.83  974.3    127.19    -1.00    -9999
MAGADAN    031029 300  065500-070000   00     138.99  974.3    127.36    -0.90    -9999
MAGADAN    031029 300  070000-070500   00     140.96  974.3    129.17     0.50    -9999
MAGADAN    031029 300  070500-071000   00     137.55  974.3    126.05    -1.90    -9999
MAGADAN    031029 300  071000-071500   00     141.17  974.3    129.37     0.70    -9999
MAGADAN    031029 300  071500-072000   00     138.02  974.3    126.48    -1.60    -9999
MAGADAN    031029 300  072000-072500   00     138.45  974.3    126.88    -1.30    -9999
MAGADAN    031029 300  072500-073000   00     138.61  974.3    127.02    -1.20    -9999
MAGADAN    031029 300  073000-073500   00     138.61  974.3    127.02    -1.20    -9999
MAGADAN    031029 300  073500-074000   00     138.61  974.3    127.02    -1.20    -9999
MAGADAN    031029 300  074000-074500   00     138.77  974.3    127.17    -1.10    -9999
MAGADAN    031029 300  074500-075000   00     139.57  974.3    127.90    -0.50    -9999
MAGADAN    031029 300  075000-075500   00     137.65  974.3    126.14    -1.90    -9999
MAGADAN    031029 300  075500-080000   00     136.96  974.3    125.51    -2.30    -9999
MAGADAN    031029 300  080000-080500   00     139.09  974.3    127.46    -0.80    -9999
MAGADAN    031029 300  080500-081000   00     137.97  974.3    126.44    -1.60    -9999
MAGADAN    031029 300  081000-081500   00     139.31  974.3    127.66    -0.70    -9999
MAGADAN    031029 300  081500-082000   00     138.72  974.3    127.12    -1.10    -9999
MAGADAN    031029 300  082000-082500   00     138.56  974.3    126.97    -1.20    -9999
MAGADAN    031029 300  082500-083000   00     138.40  974.3    126.83    -1.30    -9999
MAGADAN    031029 300  083000-083500   00     138.61  974.3    127.02    -1.20    -9999
MAGADAN    031029 300  083500-084000   00     138.45  974.3    126.88    -1.30    -9999
MAGADAN    031029 300  084000-084500   00     139.04  974.3    127.41    -0.90    -9999
MAGADAN    031029 300  084500-085000   00     137.28  974.3    125.80    -2.10    -9999
MAGADAN    031029 300  085000-085500   00     137.23  974.3    125.75    -2.20    -9999
MAGADAN    031029 300  085500-090000   00     137.17  974.3    125.70    -2.20    -9999
MAGADAN    031029 300  090000-090500   00     135.20  974.3    123.90    -3.60    -9999
MAGADAN    031029 300  090500-091000   00     135.20  974.3    123.92    -3.60    -9999
MAGADAN    031029 300  091000-091500   00     133.23  974.3    122.12    -5.00    -9999
MAGADAN    031029 300  091500-092000   00     134.83  974.4    123.61    -3.80    -9999
MAGADAN    031029 300  092000-092500   00     133.28  974.4    122.20    -4.90    -9999
MAGADAN    031029 300  092500-093000   00     134.93  974.4    123.73    -3.70    -9999
MAGADAN    031029 300  093000-093500   00     134.88  974.4    123.70    -3.80    -9999
MAGADAN    031029 300  093500-094000   00     134.40  974.4    123.27    -4.10    -9999
MAGADAN    031029 300  094000-094500   00     134.56  974.4    123.44    -4.00    -9999
MAGADAN    031029 300  094500-095000   00     135.63  974.5    124.43    -3.20    -9999
MAGADAN    031029 300  095000-095500   00     134.29  974.5    123.23    -4.10    -9999
MAGADAN    031029 300  095500-100000   00     135.52  974.5    124.36    -3.20    -9999
MAGADAN    031029 300  100000-100500   00     134.35  974.5    123.30    -4.10    -9999
MAGADAN    031029 300  100500-101000   00     133.01  974.5    122.09    -5.00    -9999
MAGADAN    031029 300  101000-101500   00     135.73  974.5    124.61    -3.00    -9999
