NOVOSIBIRS LATITUDE    54.8      LONGITUDE     83        ALTITUDE    163 M
NOVOSIBIRS INSTRUMENT   24-NM-64  NEUTRON MONITOR
NOVOSIBIRS STANDARD PRESSURE    980.1   MB     COEFFICIENT   -0.72     % / MB
NOVOSIBIRS 010415 3600 020000-030000   00     161.24  988.5    171.30    -0.60    -9999
NOVOSIBIRS 010415 3600 030000-040000   00     163.09  986.5    170.78    -0.90    -9999
NOVOSIBIRS 010415 3600 040000-050000   00     165.58  986.5    173.39     0.60    -9999
NOVOSIBIRS 010415 3600 050000-060000   00     166.97  983.3    170.86    -0.90    -9999
NOVOSIBIRS 010415 3600 060000-070000   00     168.21  982.4    171.02    -0.80    -9999
NOVOSIBIRS 010415 3600 070000-080000   00     169.85  981.5    171.57    -0.50    -9999
NOVOSIBIRS 010415 3600 080000-090000   00     171.80  981.1    173.05     0.40    -9999
NOVOSIBIRS 010415 300  090000-090500   00     169.39  980.8    170.28    -1.20    -9999
NOVOSIBIRS 010415 300  090500-091000   00     171.52  980.8    172.39     0.00    -9999
NOVOSIBIRS 010415 300  091000-091500   00     170.24  980.8    171.07    -0.80    -9999
NOVOSIBIRS 010415 300  091500-092000   00     170.24  980.8    171.04    -0.80    -9999
NOVOSIBIRS 010415 300  092000-092500   00     170.67  980.7    171.44    -0.60    -9999
NOVOSIBIRS 010415 300  092500-093000   00     171.95  980.7    172.70     0.20    -9999
NOVOSIBIRS 010415 300  093000-093500   00     172.37  980.7    173.11     0.40    -9999
NOVOSIBIRS 010415 300  093500-094000   00     174.51  980.7    175.23     1.60    -9999
NOVOSIBIRS 010415 300  094000-094500   00     172.80  980.7    173.51     0.60    -9999
NOVOSIBIRS 010415 300  094500-095000   00     172.37  980.7    173.07     0.40    -9999
NOVOSIBIRS 010415 300  095000-095500   00     171.95  980.7    172.63     0.10    -9999
NOVOSIBIRS 010415 300  095500-100000   00     173.23  980.7    173.91     0.90    -9999
NOVOSIBIRS 010415 300  100000-100500   00     172.80  980.7    173.61     0.70    -9999
NOVOSIBIRS 010415 300  100500-101000   00     172.80  980.7    173.61     0.70    -9999
NOVOSIBIRS 010415 300  101000-101500   00     171.95  980.7    172.74     0.20    -9999
NOVOSIBIRS 010415 300  101500-102000   00     173.65  980.7    174.45     1.20    -9999
NOVOSIBIRS 010415 300  102000-102500   00     172.37  980.7    173.15     0.40    -9999
NOVOSIBIRS 010415 300  102500-103000   00     172.80  980.7    173.56     0.70    -9999
NOVOSIBIRS 010415 300  103000-103500   00     171.95  980.7    172.68     0.20    -9999
NOVOSIBIRS 010415 300  103500-104000   00     171.95  980.7    172.66     0.10    -9999
NOVOSIBIRS 010415 300  104000-104500   00     170.24  980.6    170.92    -0.90    -9999
NOVOSIBIRS 010415 300  104500-105000   00     171.95  980.6    172.60     0.10    -9999
NOVOSIBIRS 010415 300  105000-105500   00     173.23  980.6    173.85     0.80    -9999
NOVOSIBIRS 010415 300  105500-110000   00     169.81  980.6    170.38    -1.20    -9999
NOVOSIBIRS 010415 300  110000-110500   00     170.67  980.5    171.11    -0.80    -9999
NOVOSIBIRS 010415 300  110500-111000   00     171.52  980.4    171.92    -0.30    -9999
NOVOSIBIRS 010415 300  111000-111500   00     170.24  980.4    170.60    -1.00    -9999
NOVOSIBIRS 010415 300  111500-112000   00     171.52  980.4    171.85    -0.30    -9999
NOVOSIBIRS 010415 300  112000-112500   00     174.51  980.3    174.81     1.40    -9999
NOVOSIBIRS 010415 300  112500-113000   00     173.23  980.3    173.49     0.60    -9999
NOVOSIBIRS 010415 300  113000-113500   00     173.23  980.3    173.46     0.60    -9999
NOVOSIBIRS 010415 300  113500-114000   00     171.52  980.3    171.72    -0.40    -9999
NOVOSIBIRS 010415 300  114000-114500   00     170.67  980.2    170.84    -0.90    -9999
NOVOSIBIRS 010415 300  114500-115000   00     170.24  980.2    170.39    -1.20    -9999
NOVOSIBIRS 010415 300  115000-115500   00     171.09  980.2    171.22    -0.70    -9999
NOVOSIBIRS 010415 300  115500-120000   00     173.65  980.2    173.76     0.80    -9999
NOVOSIBIRS 010415 300  120000-120500   00     172.37  980.1    172.41     0.00    -9999
NOVOSIBIRS 010415 300  120500-121000   00     172.80  980.1    172.82     0.20    -9999
NOVOSIBIRS 010415 300  121000-121500   00     173.23  980.1    173.23     0.50    -9999
NOVOSIBIRS 010415 300  121500-122000   00     172.80  980.1    172.80     0.20    -9999
NOVOSIBIRS 010415 300  122000-122500   00     171.52  980.1    171.52    -0.50    -9999
NOVOSIBIRS 010415 300  122500-123000   00     170.24  980.1    170.24    -1.30    -9999
NOVOSIBIRS 010415 300  123000-123500   00     171.95  980.1    171.95    -0.30    -9999
NOVOSIBIRS 010415 300  123500-124000   00     171.95  980.1    171.96    -0.30    -9999
NOVOSIBIRS 010415 300  124000-124500   00     173.23  980.1    173.25     0.50    -9999
NOVOSIBIRS 010415 300  124500-125000   00     172.80  980.1    172.84     0.30    -9999
NOVOSIBIRS 010415 300  125000-125500   00     172.37  980.2    172.44     0.00    -9999
NOVOSIBIRS 010415 300  125500-130000   00     173.65  980.2    173.75     0.80    -9999
NOVOSIBIRS 010415 300  130000-130500   00     170.24  980.3    170.52    -1.10    -1.14
NOVOSIBIRS 010415 300  130500-131000   00     169.39  980.3    169.69    -1.60    -1.65
NOVOSIBIRS 010415 300  131000-131500   00     169.39  980.4    169.71    -1.60    -1.66
NOVOSIBIRS 010415 300  131500-132000   00     171.09  980.4    171.44    -0.60    -0.68
NOVOSIBIRS 010415 300  132000-132500   00     171.09  980.4    171.45    -0.60    -0.69
NOVOSIBIRS 010415 300  132500-133000   00     171.95  980.4    172.32    -0.10    -0.20
NOVOSIBIRS 010415 300  133000-133500   00     171.09  980.4    171.47    -0.50    -0.61
NOVOSIBIRS 010415 300  133500-134000   00     171.95  980.4    172.32    -0.10    -0.22
NOVOSIBIRS 010415 300  134000-134500   00     170.24  980.4    170.61    -1.00    -1.13
NOVOSIBIRS 010415 300  134500-135000   00     173.65  980.4    174.02     0.90     0.76
NOVOSIBIRS 010415 300  135000-135500   00     172.80  980.4    173.15     0.40     0.25
NOVOSIBIRS 010415 300  135500-140000   00     171.52  980.4    171.85    -0.30    -0.46
NOVOSIBIRS 010415 300  140000-140500   00     181.76  980.5    182.26     5.70     5.53
NOVOSIBIRS 010415 300  140500-141000   00     190.72  980.5    191.20    10.90    10.72
NOVOSIBIRS 010415 300  141000-141500   00     200.96  980.4    201.41    16.80    16.61
NOVOSIBIRS 010415 300  141500-142000   00     203.52  980.4    203.91    18.30    18.10
NOVOSIBIRS 010415 300  142000-142500   00     203.52  980.3    203.82    18.20    17.99
NOVOSIBIRS 010415 300  142500-143000   00     203.09  980.2    203.30    17.90    17.69
NOVOSIBIRS 010415 300  143000-143500   00     203.95  980.2    204.03    18.30    18.08
NOVOSIBIRS 010415 300  143500-144000   00     203.09  980.1    203.05    17.80    17.57
NOVOSIBIRS 010415 300  144000-144500   00     202.67  980.0    202.48    17.40    17.16
NOVOSIBIRS 010415 300  144500-145000   00     202.24  979.9    201.89    17.10    16.85
NOVOSIBIRS 010415 300  145000-145500   00     198.40  979.7    197.88    14.80    14.54
NOVOSIBIRS 010415 300  145500-150000   00     200.11  979.6    199.40    15.70    15.43
NOVOSIBIRS 010415 300  150000-150500   00     196.27  979.1    194.81    13.00    12.72
NOVOSIBIRS 010415 300  150500-151000   00     197.97  978.9    196.32    13.90    13.61
NOVOSIBIRS 010415 300  151000-151500   00     195.41  978.8    193.62    12.30    12.00
NOVOSIBIRS 010415 300  151500-152000   00     191.57  978.7    189.67    10.00     9.70
NOVOSIBIRS 010415 300  152000-152500   00     191.15  978.6    189.12     9.70     9.39
NOVOSIBIRS 010415 300  152500-153000   00     189.44  978.5    187.32     8.60     8.28
NOVOSIBIRS 010415 300  153000-153500   00     188.16  978.5    185.96     7.90     7.57
NOVOSIBIRS 010415 300  153500-154000   00     187.73  978.4    185.46     7.60     7.26
NOVOSIBIRS 010415 300  154000-154500   00     189.01  978.4    186.66     8.30     7.95
NOVOSIBIRS 010415 300  154500-155000   00     185.60  978.3    183.24     6.30     5.94
NOVOSIBIRS 010415 300  155000-155500   00     186.03  978.3    183.63     6.50     6.14
NOVOSIBIRS 010415 300  155500-160000   00     183.04  978.3    180.67     4.80     4.43
NOVOSIBIRS 010415 300  160000-160500   00     185.17  978.6    183.20     6.30     5.92
NOVOSIBIRS 010415 300  160500-161000   00     183.47  978.6    181.50     5.30     4.91
NOVOSIBIRS 010415 300  161000-161500   00     183.04  978.6    181.06     5.00     4.60
NOVOSIBIRS 010415 300  161500-162000   00     183.04  978.6    181.04     5.00     4.60
NOVOSIBIRS 010415 300  162000-162500   00     181.33  978.5    179.32     4.00     3.59
NOVOSIBIRS 010415 300  162500-163000   00     181.76  978.5    179.70     4.20     3.78
NOVOSIBIRS 010415 300  163000-163500   00     182.19  978.5    180.07     4.40     3.97
NOVOSIBIRS 010415 300  163500-164000   00     183.04  978.4    180.86     4.90     4.47
NOVOSIBIRS 010415 300  164000-164500   00     179.63  978.4    177.42     2.90     2.46
NOVOSIBIRS 010415 300  164500-165000   00     181.76  978.3    179.46     4.10     3.65
NOVOSIBIRS 010415 300  165000-165500   00     180.05  978.3    177.69     3.10     2.64
NOVOSIBIRS 010415 300  165500-170000   00     181.76  978.2    179.29     4.00     3.54
NOVOSIBIRS 010415 300  170000-170500   00     179.63  977.9    176.77     2.50     2.03
NOVOSIBIRS 010415 300  170500-171000   00     180.48  977.8    177.53     3.00     2.52
NOVOSIBIRS 010415 300  171000-171500   00     177.92  977.7    174.93     1.50     1.02
NOVOSIBIRS 010415 300  171500-172000   00     179.63  977.7    176.55     2.40     1.91
NOVOSIBIRS 010415 300  172000-172500   00     177.49  977.7    174.39     1.20     0.70
NOVOSIBIRS 010415 300  172500-173000   00     177.07  977.6    173.93     0.90     0.40
NOVOSIBIRS 010415 300  173000-173500   00     177.07  977.6    173.89     0.90     0.39
NOVOSIBIRS 010415 300  173500-174000   00     177.07  977.6    173.86     0.80     0.28
NOVOSIBIRS 010415 300  174000-174500   00     177.49  977.6    174.27     1.10     0.58
NOVOSIBIRS 010415 300  174500-175000   00     177.49  977.5    174.26     1.10     0.57
NOVOSIBIRS 010415 300  175000-175500   00     177.07  977.5    173.84     0.80     0.26
NOVOSIBIRS 010415 300  175500-180000   00     176.64  977.6    173.43     0.60     0.06
NOVOSIBIRS 010415 300  180000-180500   00     176.21  977.7    173.22     0.50    -0.05
NOVOSIBIRS 010415 300  180500-181000   00     177.07  977.7    174.08     1.00     0.45
NOVOSIBIRS 010415 300  181000-181500   00     179.63  977.8    176.62     2.40     1.84
NOVOSIBIRS 010415 300  181500-182000   00     178.77  977.8    175.79     2.00     1.43
NOVOSIBIRS 010415 300  182000-182500   00     175.36  977.8    172.46     0.00    -0.57
NOVOSIBIRS 010415 300  182500-183000   00     175.36  977.8    172.47     0.00    -0.58
NOVOSIBIRS 010415 300  183000-183500   00     174.93  977.8    172.07    -0.20    -0.78
NOVOSIBIRS 010415 300  183500-184000   00     176.64  977.8    173.76     0.80     0.21
NOVOSIBIRS 010415 300  184000-184500   00     178.77  977.8    175.87     2.00     1.41
NOVOSIBIRS 010415 300  184500-185000   00     175.36  977.8    172.53     0.10    -0.50
NOVOSIBIRS 010415 300  185000-185500   00     178.77  977.8    175.90     2.00     1.39
NOVOSIBIRS 010415 300  185500-190000   00     176.64  977.9    173.81     0.80     0.19
NOVOSIBIRS 010415 300  190000-190500   00     177.92  977.8    175.03     1.50     0.88
NOVOSIBIRS 010415 300  190500-191000   00     176.21  977.8    173.37     0.60    -9999
NOVOSIBIRS 010415 300  191000-191500   00     176.21  977.9    173.38     0.60    -9999
NOVOSIBIRS 010415 300  191500-192000   00     176.64  977.9    173.82     0.80    -9999
NOVOSIBIRS 010415 300  192000-192500   00     177.07  977.9    174.25     1.10    -9999
NOVOSIBIRS 010415 300  192500-193000   00     174.93  977.9    172.17    -0.10    -9999
NOVOSIBIRS 010415 300  193000-193500   00     174.93  977.9    172.19    -0.10    -9999
NOVOSIBIRS 010415 300  193500-194000   00     175.79  977.9    173.06     0.40    -9999
NOVOSIBIRS 010415 300  194000-194500   00     176.64  977.9    173.92     0.90    -9999
NOVOSIBIRS 010415 300  194500-195000   00     175.79  978.0    173.11     0.40    -9999
NOVOSIBIRS 010415 300  195000-195500   00     176.64  978.0    173.98     0.90    -9999
NOVOSIBIRS 010415 300  195500-200000   00     174.93  978.0    172.32     0.00    -9999
NOVOSIBIRS 010415 300  200000-200500   00     176.64  978.1    174.05     1.00    -9999
NOVOSIBIRS 010415 300  200500-201000   00     175.36  978.1    172.82     0.20    -9999
NOVOSIBIRS 010415 300  201000-201500   00     175.79  978.1    173.28     0.50    -9999
NOVOSIBIRS 010415 300  201500-202000   00     175.79  978.1    173.31     0.50    -9999
NOVOSIBIRS 010415 300  202000-202500   00     177.07  978.2    174.61     1.30    -9999
NOVOSIBIRS 010415 300  202500-203000   00     174.93  978.2    172.54     0.10    -9999
NOVOSIBIRS 010415 300  203000-203500   00     177.07  978.2    174.68     1.30    -9999
NOVOSIBIRS 010415 300  203500-204000   00     176.21  978.2    173.87     0.90    -9999
NOVOSIBIRS 010415 300  204000-204500   00     175.36  978.3    173.07     0.40    -9999
NOVOSIBIRS 010415 300  204500-205000   00     176.64  978.3    174.37     1.10    -9999
NOVOSIBIRS 010415 300  205000-205500   00     176.64  978.3    174.41     1.20    -9999
NOVOSIBIRS 010415 300  205500-210000   00     175.36  978.4    173.19     0.50    -9999
NOVOSIBIRS 010415 300  210000-210500   00     175.79  978.4    173.67     0.70    -9999
NOVOSIBIRS 010415 300  210500-211000   00     177.49  978.5    175.40     1.70    -9999
NOVOSIBIRS 010415 300  211000-211500   00     174.93  978.5    172.91     0.30    -9999
NOVOSIBIRS 010415 300  211500-212000   00     176.21  978.5    174.22     1.00    -9999
NOVOSIBIRS 010415 300  212000-212500   00     175.79  978.5    173.84     0.80    -9999
NOVOSIBIRS 010415 300  212500-213000   00     174.93  978.6    173.03     0.40    -9999
NOVOSIBIRS 010415 300  213000-213500   00     174.93  978.6    173.07     0.40    -9999
NOVOSIBIRS 010415 300  213500-214000   00     175.79  978.6    173.96     0.90    -9999
NOVOSIBIRS 010415 300  214000-214500   00     174.08  978.7    172.31    -0.10    -9999
NOVOSIBIRS 010415 300  214500-215000   00     175.79  978.7    174.04     0.90    -9999
NOVOSIBIRS 010415 300  215000-215500   00     175.79  978.8    174.09     1.00    -9999
NOVOSIBIRS 010415 300  215500-220000   00     175.79  978.8    174.13     1.00    -9999
NOVOSIBIRS 010415 300  220000-220500   00     174.08  978.7    172.34     0.00    -9999
NOVOSIBIRS 010415 300  220500-221000   00     174.93  978.7    173.23     0.50    -9999
NOVOSIBIRS 010415 300  221000-221500   00     176.64  978.8    174.98     1.50    -9999
NOVOSIBIRS 010415 300  221500-222000   00     176.64  978.8    175.05     1.50    -9999
NOVOSIBIRS 010415 300  222000-222500   00     174.93  978.9    173.43     0.60    -9999
NOVOSIBIRS 010415 300  222500-223000   00     174.51  979.0    173.09     0.40    -9999
NOVOSIBIRS 010415 300  223000-223500   00     176.21  979.0    174.87     1.40    -9999
NOVOSIBIRS 010415 300  223500-224000   00     174.93  979.1    173.69     0.70    -9999
NOVOSIBIRS 010415 300  224000-224500   00     173.65  979.2    172.53     0.10    -9999
NOVOSIBIRS 010415 300  224500-225000   00     173.23  979.3    172.21    -0.10    -9999
NOVOSIBIRS 010415 300  225000-225500   00     174.08  979.4    173.18     0.40    -9999
NOVOSIBIRS 010415 300  225500-230000   00     174.08  979.5    173.31     0.50    -9999
NOVOSIBIRS 010415 300  230000-230500   00     173.65  979.8    173.22     0.50    -9999
NOVOSIBIRS 010415 300  230500-231000   00     171.95  979.9    171.65    -0.40    -9999
NOVOSIBIRS 010415 300  231000-231500   00     173.23  980.0    173.05     0.40    -9999
NOVOSIBIRS 010415 300  231500-232000   00     174.51  980.1    174.46     1.20    -9999
NOVOSIBIRS 010415 300  232000-232500   00     174.93  980.2    175.01     1.50    -9999
NOVOSIBIRS 010415 300  232500-233000   00     174.51  980.3    174.70     1.30    -9999
NOVOSIBIRS 010415 300  233000-233500   00     173.65  980.3    173.96     0.90    -9999
NOVOSIBIRS 010415 300  233500-234000   00     174.08  980.4    174.50     1.20    -9999
NOVOSIBIRS 010415 300  234000-234500   00     173.23  980.5    173.75     0.80    -9999
NOVOSIBIRS 010415 300  234500-235000   00     172.37  980.6    173.00     0.30    -9999
NOVOSIBIRS 010415 300  235000-235500   00     174.08  980.7    174.81     1.40    -9999
NOVOSIBIRS 010415 300  235500-240000   00     171.95  980.8    172.77     0.20    -9999
NOVOSIBIRS 010416 3600 000000-010000   00     172.05  981.2    173.42     0.60    -9999
NOVOSIBIRS 010416 3600 010000-020000   00     170.92  982.1    173.39     0.60    -9999
NOVOSIBIRS 010416 3600 020000-030000   00     169.28  983.5    173.48     0.60    -9999
NOVOSIBIRS 010416 3600 030000-040000   00     167.50  985.1    173.64     0.70    -9999
NOVOSIBIRS 010416 3600 040000-050000   00     166.40  986.7    174.50     1.20    -9999
NOVOSIBIRS 010416 3600 050000-060000   00     165.51  987.5    174.57     1.30    -9999
NOVOSIBIRS 010416 3600 060000-070000   00     164.76  989.2    175.92     2.00    -9999
NOVOSIBIRS 010416 3600 070000-080000   00     163.59  989.7    175.30     1.70    -9999
NOVOSIBIRS 010416 3600 080000-090000   00     162.56  991.2    176.09     2.10    -9999
NOVOSIBIRS 010416 3600 090000-100000   00     160.78  992.0    175.17     1.60    -9999
NOVOSIBIRS 010416 3600 100000-110000   00     158.97  993.7    175.32     1.70    -9999
NOVOSIBIRS 010416 3600 110000-120000   00     158.01  994.7    175.52     1.80    -9999
NOVOSIBIRS 010416 3600 120000-130000   00     156.30  995.8    175.01     1.50    -9999
NOVOSIBIRS 010416 3600 130000-140000   00     154.49  997.0    174.48     1.20    -9999
NOVOSIBIRS 010416 3600 140000-150000   00     152.36  998.1    173.44     0.60    -9999
NOVOSIBIRS 010416 3600 150000-160000   00     151.89  999.1    174.16     1.00    -9999
NOVOSIBIRS 010416 3600 160000-170000   00     152.00  999.9    175.29     1.70    -9999
NOVOSIBIRS 010416 3600 170000-180000   00     150.68 1000.6    174.65     1.30    -9999
NOVOSIBIRS 010416 3600 180000-190000   00     150.29 1001.2    174.95     1.50    -9999
NOVOSIBIRS 010416 3600 190000-200000   00     150.22 1001.7    175.50     1.80    -9999
NOVOSIBIRS 010416 3600 200000-210000   00     149.16 1002.2    174.88     1.40    -9999
NOVOSIBIRS 010416 3600 210000-220000   00     148.41 1002.5    174.38     1.10    -9999
NOVOSIBIRS 010416 3600 220000-230000   00     148.20 1002.3    173.88     0.90    -9999
NOVOSIBIRS 010416 3600 230000-240000   00     148.09 1002.1    173.51     0.60    -9999
*
*	
*COMMENT    DATA VERIFIED0BY E.A.EROSHENKO	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-04-05 10:02:56 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE60/C060NVBK_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
