ATHENS     LATITUDE    37.97     LONGITUDE     23.72     ALTITUDE    40 M
ATHENS     INSTRUMENT   3NM64    NEUTRON MONITOR     
ATHENS     STANDARD PRESSURE    987.1   mb     COEFFICIENT   -0.7      % / mb
ATHENS     031028 300  151000-151500   00      47.90  988.3     48.32    -2.50    -9999
ATHENS     031028 300  151500-152000   00      48.05  988.4     48.49    -2.10    -9999
ATHENS     031028 300  152000-152500   00      47.83  988.5     48.29    -2.60    -9999
ATHENS     031028 300  152500-153000   00      47.72  988.5     48.20    -2.70    -9999
ATHENS     031028 300  153000-153500   00      48.22  988.6     48.72    -1.70    -9999
ATHENS     031028 300  153500-154000   00      48.32  988.6     48.84    -1.40    -9999
ATHENS     031028 300  154000-154500   00      48.74  988.7     49.28    -0.60    -9999
ATHENS     031028 300  154500-155000   00      47.83  988.7     48.38    -2.40    -9999
ATHENS     031028 300  155000-155500   00      48.81  988.8     49.40    -0.30    -9999
ATHENS     031028 300  155500-160000   00      49.23  988.9     49.84     0.60    -9999
ATHENS     031028 300  160000-160500   00      47.86  988.9     48.47    -2.20    -9999
ATHENS     031028 300  160500-161000   00      48.37  989.0     49.00    -1.10    -9999
ATHENS     031028 300  161000-161500   00      48.90  989.0     49.56     0.00    -9999
ATHENS     031028 300  161500-162000   00      48.39  989.0     49.05    -1.00    -9999
ATHENS     031028 300  162000-162500   00      47.75  989.1     48.42    -2.30    -9999
ATHENS     031028 300  162500-163000   00      47.89  989.1     48.58    -2.00    -9999
ATHENS     031028 300  163000-163500   00      48.48  989.2     49.19    -0.70    -9999
ATHENS     031028 300  163500-164000   00      48.14  989.2     48.86    -1.40    -9999
ATHENS     031028 300  164000-164500   00      48.20  989.3     48.93    -1.30    -9999
ATHENS     031028 300  164500-165000   00      48.82  989.3     49.57     0.00    -9999
ATHENS     031028 300  165000-165500   00      49.63  989.3     50.41     1.70    -9999
ATHENS     031028 300  165500-170000   00      47.76  989.4     48.53    -2.10    -9999
ATHENS     031028 300  170000-170500   00      48.57  989.4     49.36    -0.40    -9999
ATHENS     031028 300  170500-171000   00      49.10  989.5     49.92     0.70    -9999
ATHENS     031028 300  171000-171500   00      47.52  989.5     48.32    -2.50    -9999
ATHENS     031028 300  171500-172000   00      48.86  989.5     49.70     0.30    -9999
ATHENS     031028 300  172000-172500   00      48.91  989.6     49.77     0.40    -9999
ATHENS     031028 300  172500-173000   00      47.80  989.6     48.65    -1.80    -9999
ATHENS     031028 300  173000-173500   00      48.54  989.7     49.42    -0.30    -9999
ATHENS     031028 300  173500-174000   00      48.91  989.7     49.81     0.50    -9999
ATHENS     031028 300  174000-174500   00      47.74  989.8     48.64    -1.90    -9999
ATHENS     031028 300  174500-175000   00      48.93  989.8     49.86     0.60    -9999
ATHENS     031028 300  175000-175500   00      47.73  989.8     48.65    -1.80    -9999
ATHENS     031028 300  175500-180000   00      50.05  989.9     51.03     3.00    -9999
ATHENS     031028 300  180000-180500   00      47.42  989.9     48.36    -2.40    -9999
ATHENS     031028 300  180500-181000   00      48.57  990.0     49.55     0.00    -9999
ATHENS     031028 300  181000-181500   00      48.73  990.0     49.73     0.30    -9999
ATHENS     031028 300  181500-182000   00      47.36  990.0     48.35    -2.50    -9999
ATHENS     031028 300  182000-182500   00      47.95  990.1     48.97    -1.20    -9999
ATHENS     031028 300  182500-183000   00      47.73  990.1     48.75    -1.60    -9999
ATHENS     031028 300  183000-183500   00      48.18  990.2     49.22    -0.70    -9999
ATHENS     031028 300  183500-184000   00      48.89  990.2     49.96     0.80    -9999
ATHENS     031028 300  184000-184500   00      47.98  990.3     49.05    -1.00    -9999
ATHENS     031028 300  184500-185000   00      48.73  990.3     49.83     0.50    -9999
ATHENS     031028 300  185000-185500   00      48.50  990.3     49.61     0.10    -9999
ATHENS     031028 300  185500-190000   00      48.04  990.4     49.15    -0.80    -9999
ATHENS     031028 300  190000-190500   00      48.07  990.4     49.19    -0.70    -9999
ATHENS     031028 300  190500-191000   00      47.37  990.4     48.47    -2.20    -9999
ATHENS     031028 300  191000-191500   00      48.68  990.4     49.81     0.50    -9999
ATHENS     031028 300  191500-192000   00      48.64  990.4     49.78     0.40    -9999
ATHENS     031028 300  192000-192500   00      46.86  990.4     47.96    -3.20    -9999
ATHENS     031028 300  192500-193000   00      46.84  990.4     47.94    -3.30    -9999
ATHENS     031028 300  193000-193500   00      47.98  990.4     49.10    -0.90    -9999
ATHENS     031028 300  193500-194000   00      47.58  990.4     48.69    -1.80    -9999
ATHENS     031028 300  194000-194500   00      47.46  990.4     48.57    -2.00    -9999
ATHENS     031028 300  194500-195000   00      48.45  990.4     49.58     0.10    -9999
ATHENS     031028 300  195000-195500   00      47.49  990.4     48.60    -1.90    -9999
ATHENS     031028 300  195500-200000   00      46.96  990.4     48.06    -3.00    -9999
ATHENS     031028 300  200000-200500   00      46.83  990.4     47.93    -3.30    -9999
ATHENS     031028 300  200500-201000   00      48.85  990.4     50.00     0.90    -9999
ATHENS     031028 300  201000-201500   00      47.65  990.4     48.78    -1.60    -9999
ATHENS     031028 300  201500-202000   00      48.49  990.4     49.63     0.10    -9999
ATHENS     031028 300  202000-202500   00      47.97  990.4     49.10    -0.90    -9999
ATHENS     031028 300  202500-203000   00      48.16  990.4     49.30    -0.50    -9999
ATHENS     031028 300  203000-203500   00      46.88  990.5     47.99    -3.20    -9999
ATHENS     031028 300  203500-204000   00      48.53  990.5     49.68     0.30    -9999
ATHENS     031028 300  204000-204500   00      47.66  990.5     48.79    -1.50    -9999
ATHENS     031028 300  204500-205000   00      47.82  990.5     48.97    -1.20    -9999
ATHENS     031028 300  205000-205500   00      46.88  990.5     48.00    -3.10    -9999
ATHENS     031028 300  205500-210000   00      46.90  990.5     48.03    -3.10    -9999
ATHENS     031028 300  210000-210500   00      47.77  990.5     48.91    -1.30    -9999
ATHENS     031028 300  210500-211000   00      47.74  990.5     48.89    -1.40    -9999
ATHENS     031028 300  211000-211500   00      48.76  990.5     49.93     0.70    -9999
ATHENS     031028 300  211500-212000   00      48.87  990.5     50.04     1.00    -9999
ATHENS     031028 300  212000-212500   00      47.18  990.5     48.32    -2.50    -9999
ATHENS     031028 300  212500-213000   00      49.24  990.5     50.43     1.80    -9999
ATHENS     031028 300  213000-213500   00      48.41  990.5     49.57     0.00    -9999
ATHENS     031028 300  213500-214000   00      47.83  990.5     48.98    -1.20    -9999
ATHENS     031028 300  214000-214500   00      48.43  990.5     49.59     0.10    -9999
ATHENS     031028 300  214500-215000   00      46.97  990.5     48.10    -3.00    -9999
ATHENS     031028 300  215000-215500   00      47.14  990.5     48.28    -2.60    -9999
ATHENS     031028 300  215500-220000   00      48.83  990.5     50.01     0.90    -9999
ATHENS     031028 300  220000-220500   00      48.15  990.5     49.31    -0.50    -9999
ATHENS     031028 300  220500-221000   00      48.06  990.5     49.22    -0.70    -9999
ATHENS     031028 300  221000-221500   00      48.24  990.5     49.40    -0.30    -9999
ATHENS     031028 300  221500-222000   00      48.04  990.5     49.21    -0.70    -9999
ATHENS     031028 300  222000-222500   00      48.36  990.5     49.54     0.00    -9999
ATHENS     031028 300  222500-223000   00      47.48  990.5     48.64    -1.90    -9999
ATHENS     031028 300  223000-223500   00      48.91  990.6     50.11     1.10    -9999
ATHENS     031028 300  223500-224000   00      47.41  990.6     48.58    -2.00    -9999
ATHENS     031028 300  224000-224500   00      48.25  990.6     49.43    -0.20    -9999
ATHENS     031028 300  224500-225000   00      46.67  990.6     47.82    -3.50    -9999
ATHENS     031028 300  225000-225500   00      48.31  990.6     49.50    -0.10    -9999
ATHENS     031028 300  225500-230000   00      48.06  990.6     49.25    -0.60    -9999
ATHENS     031028 300  230000-230500   00      47.82  990.6     49.00    -1.10    -9999
ATHENS     031028 300  230500-231000   00      46.98  990.5     48.13    -2.90    -9999
ATHENS     031028 300  231000-231500   00      48.79  990.5     49.97     0.80    -9999
ATHENS     031028 300  231500-232000   00      47.91  990.5     49.05    -1.00    -9999
ATHENS     031028 300  232000-232500   00      47.89  990.4     49.02    -1.10    -9999
ATHENS     031028 300  232500-233000   00      47.00  990.4     48.09    -3.00    -9999
ATHENS     031028 300  233000-233500   00      48.72  990.3     49.84     0.60    -9999
ATHENS     031028 300  233500-234000   00      48.22  990.3     49.31    -0.50    -9999
ATHENS     031028 300  234000-234500   00      47.91  990.3     48.97    -1.20    -9999
ATHENS     031028 300  234500-235000   00      47.61  990.2     48.65    -1.80    -9999
ATHENS     031028 300  235000-235500   00      47.37  990.2     48.40    -2.30    -9999
ATHENS     031028 300  235500-240000   00      48.08  990.1     49.11    -0.90    -9999
ATHENS     031029 300  000000-000500   00      47.30  990.1     48.30    -2.60    -9999
ATHENS     031029 300  000500-001000   00      47.69  990.0     48.68    -1.80    -9999
ATHENS     031029 300  001000-001500   00      48.09  990.0     49.08    -1.00    -9999
ATHENS     031029 300  001500-002000   00      47.43  990.0     48.39    -2.30    -9999
ATHENS     031029 300  002000-002500   00      47.63  989.9     48.57    -2.00    -9999
ATHENS     031029 300  002500-003000   00      46.36  989.9     47.27    -4.60    -9999
ATHENS     031029 300  003000-003500   00      48.36  989.8     49.29    -0.50    -9999
ATHENS     031029 300  003500-004000   00      48.66  989.8     49.59     0.10    -9999
ATHENS     031029 300  004000-004500   00      47.95  989.8     48.85    -1.40    -9999
ATHENS     031029 300  004500-005000   00      49.65  989.7     50.56     2.00    -9999
ATHENS     031029 300  005000-005500   00      48.76  989.7     49.64     0.20    -9999
ATHENS     031029 300  005500-010000   00      47.90  989.6     48.76    -1.60    -9999
ATHENS     031029 300  010000-010500   00      48.67  989.6     49.53    -0.10    -9999
ATHENS     031029 300  010500-011000   00      48.15  989.6     49.01    -1.10    -9999
ATHENS     031029 300  011000-011500   00      48.28  989.6     49.13    -0.90    -9999
ATHENS     031029 300  011500-012000   00      47.48  989.6     48.31    -2.50    -9999
ATHENS     031029 300  012000-012500   00      47.32  989.6     48.16    -2.80    -9999
ATHENS     031029 300  012500-013000   00      47.89  989.6     48.73    -1.70    -9999
ATHENS     031029 300  013000-013500   00      48.27  989.6     49.12    -0.90    -9999
ATHENS     031029 300  013500-014000   00      49.21  989.6     50.08     1.00    -9999
ATHENS     031029 300  014000-014500   00      48.03  989.6     48.88    -1.40    -9999
ATHENS     031029 300  014500-015000   00      49.08  989.6     49.95     0.80    -9999
ATHENS     031029 300  015000-015500   00      48.00  989.6     48.85    -1.40    -9999
ATHENS     031029 300  015500-020000   00      48.08  989.6     48.92    -1.30    -9999
ATHENS     031029 300  020000-020500   00      49.14  989.6     50.01     0.90    -9999
ATHENS     031029 300  020500-021000   00      48.16  989.6     49.01    -1.10    -9999
ATHENS     031029 300  021000-021500   00      48.50  989.6     49.37    -0.40    -9999
ATHENS     031029 300  021500-022000   00      48.54  989.7     49.42    -0.30    -9999
ATHENS     031029 300  022000-022500   00      48.82  989.7     49.71     0.30    -9999
ATHENS     031029 300  022500-023000   00      49.92  989.7     50.83     2.60    -9999
ATHENS     031029 300  023000-023500   00      49.25  989.7     50.16     1.20    -9999
ATHENS     031029 300  023500-024000   00      49.23  989.7     50.14     1.20    -9999
ATHENS     031029 300  024000-024500   00      48.37  989.7     49.27    -0.60    -9999
ATHENS     031029 300  024500-025000   00      48.01  989.8     48.91    -1.30    -9999
ATHENS     031029 300  025000-025500   00      47.65  989.8     48.55    -2.00    -9999
ATHENS     031029 300  025500-030000   00      48.51  989.8     49.44    -0.30    -9999
ATHENS     031029 300  030000-030500   00      47.75  989.8     48.67    -1.80    -9999
ATHENS     031029 300  030500-031000   00      48.66  989.8     49.61     0.10    -9999
ATHENS     031029 300  031000-031500   00      48.72  989.9     49.68     0.20    -9999
ATHENS     031029 300  031500-032000   00      48.96  989.9     49.93     0.80    -9999
ATHENS     031029 300  032000-032500   00      48.13  989.9     49.10    -0.90    -9999
ATHENS     031029 300  032500-033000   00      48.16  990.0     49.14    -0.90    -9999
ATHENS     031029 300  033000-033500   00      48.59  990.0     49.59     0.10    -9999
ATHENS     031029 300  033500-034000   00      48.47  990.0     49.48    -0.10    -9999
ATHENS     031029 300  034000-034500   00      48.23  990.1     49.24    -0.60    -9999
ATHENS     031029 300  034500-035000   00      47.07  990.1     48.07    -3.00    -9999
ATHENS     031029 300  035000-035500   00      48.70  990.1     49.75     0.40    -9999
ATHENS     031029 300  035500-040000   00      48.20  990.2     49.26    -0.60    -9999
ATHENS     031029 300  040000-040500   00      47.87  990.2     48.92    -1.30    -9999
ATHENS     031029 300  040500-041000   00      48.79  990.2     49.86     0.60    -9999
ATHENS     031029 300  041000-041500   00      47.56  990.2     48.61    -1.90    -9999
ATHENS     031029 300  041500-042000   00      48.88  990.2     49.96     0.80    -9999
ATHENS     031029 300  042000-042500   00      47.88  990.2     48.94    -1.20    -9999
ATHENS     031029 300  042500-043000   00      48.50  990.2     49.58     0.10    -9999
ATHENS     031029 300  043000-043500   00      47.55  990.3     48.62    -1.90    -9999
ATHENS     031029 300  043500-044000   00      48.07  990.3     49.15    -0.80    -9999
ATHENS     031029 300  044000-044500   00      48.42  990.3     49.50    -0.10    -9999
ATHENS     031029 300  044500-045000   00      47.40  990.3     48.46    -2.20    -9999
ATHENS     031029 300  045000-045500   00      50.40  990.3     51.54     4.00    -9999
ATHENS     031029 300  045500-050000   00      48.66  990.3     49.76     0.40    -9999
ATHENS     031029 300  050000-050500   00      47.20  990.3     48.27    -2.60    -9999
ATHENS     031029 300  050500-051000   00      48.82  990.3     49.94     0.80    -9999
ATHENS     031029 300  051000-051500   00      48.84  990.4     49.97     0.80    -9999
ATHENS     031029 300  051500-052000   00      49.34  990.4     50.49     1.90    -9999
ATHENS     031029 300  052000-052500   00      49.35  990.4     50.51     1.90    -9999
ATHENS     031029 300  052500-053000   00      49.57  990.4     50.74     2.40    -9999
ATHENS     031029 300  053000-053500   00      49.25  990.5     50.42     1.70    -9999
ATHENS     031029 300  053500-054000   00      49.68  990.5     50.87     2.70    -9999
ATHENS     031029 300  054000-054500   00      50.02  990.5     51.23     3.40    -9999
ATHENS     031029 300  054500-055000   00      48.60  990.5     49.78     0.40    -9999
ATHENS     031029 300  055000-055500   00      48.58  990.6     49.77     0.40    -9999
ATHENS     031029 300  055500-060000   00      48.79  990.6     50.00     0.90    -9999
ATHENS     031029 300  060000-060500   00      49.51  990.6     50.74     2.40    -9999
ATHENS     031029 300  060500-061000   00      48.39  990.6     49.60     0.10    -9999
ATHENS     031029 300  061000-061500   00      49.06  990.6     50.28     1.50    -9999
ATHENS     031029 300  061500-062000   00      50.14  990.6     51.39     3.70    -9999
ATHENS     031029 300  062000-062500   00      48.35  990.6     49.56     0.00    -9999
ATHENS     031029 300  062500-063000   00      48.74  990.6     49.97     0.80    -9999
ATHENS     031029 300  063000-063500   00      47.97  990.7     49.18    -0.80    -9999
ATHENS     031029 300  063500-064000   00      48.80  990.7     50.03     1.00    -9999
ATHENS     031029 300  064000-064500   00      48.12  990.7     49.33    -0.50    -9999
ATHENS     031029 300  064500-065000   00      48.86  990.7     50.10     1.10    -9999
ATHENS     031029 300  065000-065500   00      48.03  990.7     49.25    -0.60    -9999
ATHENS     031029 300  065500-070000   00      49.16  990.7     50.41     1.70    -9999
ATHENS     031029 300  070000-070500   00      47.75  990.7     48.97    -1.20    -9999
ATHENS     031029 300  070500-071000   00      49.35  990.7     50.61     2.10    -9999
ATHENS     031029 300  071000-071500   00      48.18  990.7     49.41    -0.30    -9999
ATHENS     031029 300  071500-072000   00      48.48  990.7     49.72     0.30    -9999
ATHENS     031029 300  072000-072500   00      48.91  990.7     50.16     1.20    -9999
ATHENS     031029 300  072500-073000   00      49.71  990.7     50.98     2.80    -9999
ATHENS     031029 300  073000-073500   00      48.22  990.7     49.46    -0.20    -9999
ATHENS     031029 300  073500-074000   00      48.82  990.7     50.07     1.00    -9999
ATHENS     031029 300  074000-074500   00      49.44  990.7     50.71     2.30    -9999
ATHENS     031029 300  074500-075000   00      46.93  990.7     48.13    -2.90    -9999
ATHENS     031029 300  075000-075500   00      47.72  990.7     48.93    -1.30    -9999
ATHENS     031029 300  075500-080000   00      48.45  990.7     49.69     0.20    -9999
ATHENS     031029 300  080000-080500   00      47.74  990.7     48.96    -1.20    -9999
ATHENS     031029 300  080500-081000   00      48.65  990.7     49.89     0.70    -9999
ATHENS     031029 300  081000-081500   00      49.72  990.7     50.98     2.90    -9999
ATHENS     031029 300  081500-082000   00      47.41  990.7     48.61    -1.90    -9999
ATHENS     031029 300  082000-082500   00      46.87  990.7     48.05    -3.00    -9999
ATHENS     031029 300  082500-083000   00      48.39  990.7     49.61     0.10    -9999
ATHENS     031029 300  083000-083500   00      48.57  990.6     49.79     0.50    -9999
ATHENS     031029 300  083500-084000   00      48.12  990.6     49.33    -0.40    -9999
ATHENS     031029 300  084000-084500   00      48.75  990.6     49.97     0.80    -9999
ATHENS     031029 300  084500-085000   00      48.24  990.6     49.45    -0.20    -9999
ATHENS     031029 300  085000-085500   00      48.38  990.6     49.59     0.10    -9999
ATHENS     031029 300  085500-090000   00      47.82  990.6     49.00    -1.10    -9999
ATHENS     031029 300  090000-090500   00      48.63  990.6     49.82     0.50    -9999
ATHENS     031029 300  090500-091000   00      47.77  990.5     48.92    -1.30    -9999
ATHENS     031029 300  091000-091500   00      47.53  990.4     48.65    -1.80    -9999
ATHENS     031029 300  091500-092000   00      46.87  990.3     47.94    -3.30    -9999
ATHENS     031029 300  092000-092500   00      48.09  990.3     49.16    -0.80    -9999
ATHENS     031029 300  092500-093000   00      47.74  990.2     48.78    -1.60    -9999
ATHENS     031029 300  093000-093500   00      47.47  990.1     48.48    -2.20    -9999
ATHENS     031029 300  093500-094000   00      47.31  990.0     48.29    -2.60    -9999
ATHENS     031029 300  094000-094500   00      48.87  990.0     49.86     0.60    -9999
ATHENS     031029 300  094500-095000   00      47.61  989.9     48.55    -2.00    -9999
ATHENS     031029 300  095000-095500   00      47.67  989.8     48.58    -2.00    -9999
ATHENS     031029 300  095500-100000   00      47.68  989.7     48.57    -2.00    -9999
ATHENS     031029 300  100000-100500   00      47.51  989.7     48.37    -2.40    -9999
ATHENS     031029 300  100500-101000   00      48.26  989.6     49.11    -0.90    -9999
ATHENS     031029 300  101000-101500   00      48.39  989.5     49.21    -0.70    -9999
ATHENS     031029 300  101500-102000   00      47.71  989.4     48.50    -2.10    -9999
ATHENS     031029 300  102000-102500   00      46.67  989.4     47.42    -4.30    -9999
ATHENS     031029 300  102500-103000   00      48.10  989.3     48.85    -1.40    -9999
ATHENS     031029 300  103000-103500   00      48.38  989.2     49.11    -0.90    -9999
ATHENS     031029 300  103500-104000   00      47.79  989.1     48.47    -2.20    -9999
