MCMURDO    LATITUDE    -77.85    LONGITUDE     166.72    ALTITUDE    48 M
MCMURDO    INSTRUMENT   18-NM-64  NEUTRON MONITOR	
MCMURDO    STANDARD PRESSURE    730     MMHG   COEFFICIENT   -0.99     % / MMHG
MCMURDO    PRE-INCREASE BASELINE TIME INTERVAL    000714    090000-100000   UT
MCMURDO    PRE-INCREASE AVERAGE COUNTING RATE    225.22      COUNTS PER SECOND
MCMURDO    TIME INTERVALS    60          3600     
MCMURDO    SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S    (MMHG)     C/S
MCMURDO    000714 60   235900-240000   00     217.24  735.3    228.98     1.50    -9999
MCMURDO    000715 3600 000000-010000   00     214.50  735.5    226.50     0.60    -9999
MCMURDO    000715 3600 010000-020000   00     213.08  736.0    226.14     0.40    -9999
MCMURDO    000715 3600 020000-030000   00     210.89  736.7    225.33     0.00    -9999
MCMURDO    000715 3600 030000-040000   00     209.36  737.1    224.61    -0.30    -9999
MCMURDO    000715 3600 040000-050000   00     208.39  737.7    224.89    -0.10    -9999
MCMURDO    000715 3600 050000-060000   00     208.67  737.2    224.08    -0.50    -9999
MCMURDO    000715 3600 060000-070000   00     209.31  736.6    223.44    -0.80    -9999
MCMURDO    000715 3600 070000-080000   00     210.28  736.4    224.03    -0.50    -9999
MCMURDO    000715 3600 080000-090000   00     210.22  736.7    224.64    -0.30    -9999
MCMURDO    000715 3600 090000-100000   00     209.50  736.6    223.64    -0.70    -9999
MCMURDO    000715 3600 100000-110000   00     210.14  736.1    223.22    -0.90    -9999
MCMURDO    000715 3600 110000-120000   00     209.22  735.9    221.81    -1.50    -9999
MCMURDO    000715 3600 120000-130000   00     209.69  735.9    222.31    -1.30    -9999
MCMURDO    000715 3600 130000-140000   00     207.86  736.1    220.81    -2.00    -9999
MCMURDO    000715 3600 140000-150000   00     208.39  736.1    221.36    -1.70    -9999
MCMURDO    000715 3600 150000-160000   00     211.61  735.8    224.14    -0.50    -9999
MCMURDO    000715 3600 160000-170000   00     208.78  735.4    220.25    -2.20    -9999
MCMURDO    000715 3600 170000-180000   00     207.11  735.4    218.50    -3.00    -9999
MCMURDO    000715 3600 180000-190000   00     208.00  735.8    220.31    -2.20    -9999
MCMURDO    000715 3600 190000-200000   00     205.69  736.0    218.28    -3.10    -9999
MCMURDO    000715 3600 200000-210000   00     199.14  736.4    212.17    -5.80    -9999
MCMURDO    000715 3600 210000-220000   00     196.58  736.2    209.03    -7.20    -9999
MCMURDO    000715 3600 220000-230000   00     193.72  736.0    205.58    -8.70    -9999
MCMURDO    000715 3600 230000-240000   00     193.03  735.6    204.03    -9.40    -9999
*
*	
COMMENT    PRELIMINARY DATA ... ROGER PYLE, BARTOL RESEARCH INSTITUTE, 15 AUG 2000	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2022-05-13 14:50:50 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE59/C059MCMD_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
