MCMURDO    LATITUDE    -77.95    LONGITUDE     166.6     ALTITUDE    48 M
MCMURDO    INSTRUMENT   18NM64    NEUTRON MONITOR     	
MCMURDO    STANDARD PRESSURE    987.3   mb     COEFFICIENT   -0.743    % / mb
MCMURDO    031029 300  101500-102000   00     204.24  984.1    199.40    -2.00    -9999
MCMURDO    031029 300  102000-102500   00     202.20  984.1    197.48    -3.00    -9999
MCMURDO    031029 300  102500-103000   00     201.78  984.2    197.14    -3.20    -9999
MCMURDO    031029 300  103000-103500   00     201.60  984.2    197.04    -3.20    -9999
MCMURDO    031029 300  103500-104000   00     200.88  984.3    196.41    -3.50    -9999
MCMURDO    031029 300  104000-104500   00     201.24  984.3    196.84    -3.30    -9999
MCMURDO    031029 300  104500-105000   00     201.28  984.4    196.95    -3.20    -9999
MCMURDO    031029 300  105000-105500   00     200.54  984.4    196.29    -3.60    -9999
MCMURDO    031029 300  105500-110000   00     198.38  984.5    194.25    -4.60    -9999
MCMURDO    031029 300  110000-110500   00     197.00  984.5    192.94    -5.20    -9999
MCMURDO    031029 300  110500-111000   00     197.96  984.5    193.88    -4.70    -9999
MCMURDO    031029 300  111000-111500   00     194.82  984.5    190.81    -6.20    -9999
MCMURDO    031029 300  111500-112000   00     193.46  984.5    189.48    -6.90    -9999
MCMURDO    031029 300  112000-112500   00     195.66  984.5    191.63    -5.90    -9999
MCMURDO    031029 300  112500-113000   00     192.38  984.5    188.42    -7.40    -9999
MCMURDO    031029 300  113000-113500   00     192.46  984.5    188.50    -7.40    -9999
MCMURDO    031029 300  113500-114000   00     191.58  984.5    187.63    -7.80    -9999
MCMURDO    031029 300  114000-114500   00     191.70  984.5    187.75    -7.80    -9999
MCMURDO    031029 300  114500-115000   00     190.34  984.5    186.42    -8.40    -9999
MCMURDO    031029 300  115000-115500   00     190.46  984.5    186.54    -8.30    -9999
MCMURDO    031029 300  115500-120000   00     191.04  984.5    187.11    -8.10    -9999
MCMURDO    031029 3600 120000-130000   00     183.40  984.3    179.36   -11.90    -9999
MCMURDO    031029 3600 130000-140000   00     174.71  984.1    170.60   -16.20    -9999
MCMURDO    031029 3600 140000-150000   00     169.29  983.8    164.94   -19.00    -9999
MCMURDO    031029 3600 150000-160000   00     168.58  983.7    164.13   -19.40    -9999
MCMURDO    031029 3600 160000-170000   00     170.81  984.1    166.80   -18.10    -9999
MCMURDO    031029 3600 170000-180000   00     172.40  984.2    168.47   -17.20    -9999
MCMURDO    031029 3600 180000-190000   00     180.66  984.6    177.07   -13.00    -9999
MCMURDO    031029 3600 190000-200000   00     181.04  984.8    177.71   -12.70    -9999
MCMURDO    031029 3600 200000-210000   00     183.85  984.8    180.47   -11.30    -9999
MCMURDO    031029 3600 210000-220000   00     205.88  985.0    202.39    -0.60    -9999
MCMURDO    031029 3600 220000-230000   00     208.30  985.2    205.07     0.80    -9999
MCMURDO    031029 3600 230000-240000   00     200.89  985.5    198.22    -2.60    -9999
*
Comment: The Clock of Regisrator is fast on+sec (slow on-sec) is supporting by GPS or InternetClockServer;	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-04-03 12:51:18 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE65/C065MCMD_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
