HOBART     LATITUDE    -42.9     LONGITUDE     147.33    ALTITUDE    18 M
HOBART     INSTRUMENT   IGY     NEUTRON MONITOR
HOBART     STANDARD PRESSURE    1012.5  MB     COEFFICIENT   -0.739    % / MB
HOBART     PRE-INCREASE BASELINE TIME INTERVAL    000714    090000-100000   UT
HOBART     PRE-INCREASE AVERAGE COUNTING RATE     74.00      COUNTS PER SECOND
HOBART     TIME INTERVALS    60          3600     
HOBART     SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (MB)      C/S
HOBART     000714 60   170800-170900   00      86.67  996.5     77.00     4.10     3.01
HOBART     000714 60   170900-171000   00      86.40  996.5     76.76     3.70     2.61
HOBART     000714 60   171000-171100   00      90.13  996.5     80.08     8.20     7.11
HOBART     000714 60   171100-171200   00      88.53  996.4     78.60     6.20     5.11
HOBART     000714 60   171200-171300   00      81.87  996.5     72.74    -1.70    -2.79
HOBART     000714 60   171300-171400   00      87.73  996.5     77.95     5.30     4.20
HOBART     000714 60   171400-171500   00      84.53  996.4     75.05     1.40     0.30
HOBART     000714 60   171500-171600   00      85.87  996.4     76.23     3.00     1.90
HOBART     000714 60   171600-171700   00      84.80  996.4     75.29     1.70     0.60
HOBART     000714 60   171700-171800   00      85.87  996.4     76.23     3.00     1.90
HOBART     000714 60   171800-171900   00      85.07  996.4     75.52     2.10     0.99
HOBART     000714 60   171900-172000   00      85.87  996.4     76.23     3.00     1.89
HOBART     000714 60   172000-172100   00      83.20  996.4     73.87    -0.20    -1.31
HOBART     000714 60   172100-172200   00      86.93  996.4     77.18     4.30     3.19
HOBART     000714 60   172200-172300   00      84.53  996.4     75.05     1.40     0.29
HOBART     000714 60   172300-172400   00      86.13  996.4     76.47     3.30     2.18
HOBART     000714 60   172400-172500   00      84.00  996.4     74.58     0.80    -0.32
HOBART     000714 60   172500-172600   00      85.87  996.4     76.23     3.00     1.88
HOBART     000714 60   172600-172700   00      86.93  996.4     77.18     4.30     3.18
HOBART     000714 60   172700-172800   00      88.53  996.4     78.60     6.20     5.08
HOBART     000714 60   172800-172900   00      87.20  996.4     77.42     4.60     3.47
HOBART     000714 60   172900-173000   00      83.47  996.4     74.10     0.10    -1.03
HOBART     000714 60   173000-173100   00      84.53  996.4     75.05     1.40     0.27
HOBART     000714 60   173100-173200   00      82.40  996.4     73.16    -1.10    -2.23
HOBART     000714 60   173200-173300   00      87.73  996.4     77.89     5.30     4.17
HOBART     000714 60   173300-173400   00      85.87  996.4     76.23     3.00     1.86
HOBART     000714 60   173400-173500   00      87.47  996.4     77.66     4.90     3.76
HOBART     000714 60   173500-173600   00      82.40  996.4     73.16    -1.10    -2.24
HOBART     000714 60   173600-173700   00      85.33  996.4     75.76     2.40     1.26
HOBART     000714 60   173700-173800   00      86.67  996.4     76.94     4.00     2.86
HOBART     000714 60   173800-173900   00      82.13  996.4     72.92    -1.50    -2.65
HOBART     000714 60   173900-174000   00      83.73  996.4     74.34     0.50    -0.65
HOBART     000714 60   174000-174100   00      87.73  996.4     77.89     5.30     4.15
HOBART     000714 60   174100-174200   00      82.93  996.4     73.63    -0.50    -1.65
HOBART     000714 60   174200-174300   00      84.00  996.4     74.58     0.80    -0.35
HOBART     000714 60   174300-174400   00      83.20  996.4     73.87    -0.20    -1.36
HOBART     000714 60   174400-174500   00      82.13  996.4     72.92    -1.50    -2.66
HOBART     000714 60   174500-174600   00      85.33  996.4     75.76     2.40     1.24
HOBART     000714 60   174600-174700   00      85.33  996.4     75.76     2.40     1.24
HOBART     000714 60   174700-174800   00      87.47  996.3     77.60     4.90     3.74
HOBART     000714 60   174800-174900   00      86.13  996.3     76.41     3.30     2.13
HOBART     000714 60   174900-175000   00      87.73  996.3     77.83     5.20     4.03
HOBART     000714 60   175000-175100   00      85.07  996.3     75.47     2.00     0.83
HOBART     000714 60   175100-175200   00      86.67  996.3     76.89     3.90     2.73
HOBART     000714 60   175200-175300   00      88.53  996.3     78.54     6.10     4.93
HOBART     000714 60   175300-175400   00      83.20  996.3     73.81    -0.30    -1.48
HOBART     000714 60   175400-175500   00      82.40  996.3     73.10    -1.20    -2.38
HOBART     000714 60   175500-175600   00      82.40  996.3     73.10    -1.20    -2.38
HOBART     000714 60   175600-175700   00      82.67  996.3     73.34    -0.90    -2.08
HOBART     000714 60   175700-175800   00      81.33  996.3     72.16    -2.50    -3.68
HOBART     000714 60   175800-175900   00      87.20  996.3     77.36     4.50     3.31
HOBART     000714 60   175900-180000   00      86.93  996.3     77.12     4.20     3.01
HOBART     000714 60   180000-180100   00      87.20  996.3     77.36     4.50     3.31
HOBART     000714 60   180100-180200   00      85.87  996.3     76.18     2.90     1.71
HOBART     000714 60   180200-180300   00      84.00  996.3     74.52     0.70    -0.49
HOBART     000714 60   180300-180400   00      84.00  996.3     74.52     0.70    -0.49
HOBART     000714 60   180400-180500   00      85.87  996.3     76.18     2.90     1.70
HOBART     000714 60   180500-180600   00      84.53  996.3     75.00     1.30     0.10
HOBART     000714 60   180600-180700   00      83.73  996.3     74.29     0.40    -0.80
HOBART     000714 60   180700-180800   00      85.33  996.3     75.71     2.30     1.10
HOBART     000714 60   180800-180900   00      86.13  996.3     76.41     3.30     2.10
HOBART     000714 60   180900-181000   00      86.13  996.2     76.36     3.20     1.99
HOBART     000714 60   181000-181100   00      84.80  996.2     75.18     1.60     0.39
HOBART     000714 60   181100-181200   00      82.93  996.2     73.52    -0.60    -1.81
HOBART     000714 60   181200-181300   00      88.80  996.2     78.72     6.40     5.19
HOBART     000714 60   181300-181400   00      84.80  996.2     75.18     1.60     0.39
HOBART     000714 60   181400-181500   00      86.67  996.2     76.83     3.80     2.58
HOBART     000714 60   181500-181600   00      83.20  996.2     73.76    -0.30    -1.52
HOBART     000714 60   181600-181700   00      84.80  996.2     75.18     1.60     0.38
HOBART     000714 60   181700-181800   00      86.93  996.2     77.07     4.10     2.88
HOBART     000714 60   181800-181900   00      82.67  996.2     73.29    -1.00    -2.22
HOBART     000714 60   181900-182000   00      84.27  996.2     74.70     0.90    -0.33
HOBART     000714 60   182000-182100   00      86.13  996.2     76.36     3.20     1.97
HOBART     000714 60   182100-182200   00      82.93  996.2     73.52    -0.60    -1.83
HOBART     000714 60   182200-182300   00      84.00  996.2     74.47     0.60    -0.63
HOBART     000714 60   182300-182400   00      84.80  996.2     75.18     1.60     0.37
HOBART     000714 60   182400-182500   00      86.40  996.2     76.59     3.50     2.26
HOBART     000714 60   182500-182600   00      85.07  996.2     75.41     1.90     0.66
HOBART     000714 60   182600-182700   00      82.13  996.2     72.81    -1.60    -2.84
HOBART     000714 60   182700-182800   00      83.73  996.2     74.23     0.30    -0.94
HOBART     000714 60   182800-182900   00      84.53  996.2     74.94     1.30     0.06
HOBART     000714 60   182900-183000   00      85.33  996.2     75.65     2.20     0.95
HOBART     000714 60   183000-183100   00      88.27  996.2     78.25     5.70     4.45
HOBART     000714 60   183100-183200   00      84.53  996.2     74.94     1.30     0.05
HOBART     000714 60   183200-183300   00      87.73  996.2     77.78     5.10     3.85
HOBART     000714 60   183300-183400   00      83.73  996.2     74.23     0.30    -0.95
HOBART     000714 60   183400-183500   00      85.07  996.1     75.36     1.80     0.55
HOBART     000714 60   183500-183600   00      83.73  996.1     74.18     0.20    -1.06
HOBART     000714 60   183600-183700   00      84.80  996.1     75.12     1.50     0.24
HOBART     000714 60   183700-183800   00      86.93  996.1     77.01     4.10     2.84
HOBART     000714 60   183800-183900   00      88.27  996.1     78.19     5.70     4.44
HOBART     000714 60   183900-184000   00      83.73  996.1     74.18     0.20    -1.06
HOBART     000714 60   184000-184100   00      86.13  996.2     76.36     3.20     1.93
HOBART     000714 60   184100-184200   00      84.53  996.1     74.88     1.20    -0.07
HOBART     000714 60   184200-184300   00      88.27  996.1     78.19     5.70     4.43
HOBART     000714 60   184300-184400   00      87.20  996.1     77.25     4.40     3.13
HOBART     000714 60   184400-184500   00      88.53  996.1     78.43     6.00     4.73
HOBART     000714 60   184500-184600   00      85.87  996.1     76.07     2.80     1.52
HOBART     000714 60   184600-184700   00      84.00  996.1     74.41     0.60    -0.68
HOBART     000714 60   184700-184800   00      84.00  996.1     74.41     0.60    -0.68
HOBART     000714 60   184800-184900   00      88.53  996.1     78.43     6.00     4.72
HOBART     000714 60   184900-185000   00      84.00  996.1     74.41     0.60    -0.68
HOBART     000714 60   185000-185100   00      86.40  996.1     76.54     3.40     2.12
HOBART     000714 60   185100-185200   00      86.13  996.0     76.25     3.00     1.71
HOBART     000714 60   185200-185300   00      84.53  996.0     74.83     1.10    -0.19
HOBART     000714 60   185300-185400   00      82.93  996.0     73.41    -0.80    -2.09
HOBART     000714 60   185400-185500   00      82.67  996.0     73.18    -1.10    -2.39
HOBART     000714 60   185500-185600   00      86.13  996.0     76.25     3.00     1.71
HOBART     000714 60   185600-185700   00      82.93  996.0     73.41    -0.80    -2.10
HOBART     000714 60   185700-185800   00      86.93  996.0     76.95     4.00     2.70
HOBART     000714 60   185800-185900   00      86.67  996.0     76.72     3.70     2.40
HOBART     000714 60   185900-190000   00      85.33  996.0     75.54     2.10     0.80
HOBART     000714 60   190000-190100   00      85.07  996.0     75.30     1.80     0.50
HOBART     000714 60   190100-190200   00      89.33  996.0     79.08     6.90     5.59
HOBART     000714 60   190200-190300   00      86.40  996.0     76.48     3.40     2.09
HOBART     000714 60   190300-190400   00      86.93  996.0     76.95     4.00     2.69
HOBART     000714 60   190400-190500   00      87.20  995.9     77.13     4.20     2.89
HOBART     000714 60   190500-190600   00      84.27  996.0     74.59     0.80    -0.51
HOBART     000714 60   190600-190700   00      83.20  996.0     73.65    -0.50    -1.81
HOBART     000714 60   190700-190800   00      84.00  995.9     74.30     0.40    -0.92
HOBART     000714 60   190800-190900   00      85.60  995.9     75.72     2.30     0.98
HOBART     000714 60   190900-191000   00      85.33  995.9     75.48     2.00     0.68
HOBART     000714 60   191000-191100   00      83.73  995.9     74.07     0.10    -1.22
HOBART     000714 60   191100-191200   00      88.27  995.9     78.08     5.50     4.18
HOBART     000714 60   191200-191300   00      84.00  995.9     74.30     0.40    -0.93
HOBART     000714 60   191300-191400   00      83.47  995.9     73.83    -0.20    -1.53
HOBART     000714 60   191400-191500   00      87.73  995.9     77.60     4.90     3.57
HOBART     000714 60   191500-191600   00      86.13  995.9     76.19     3.00     1.67
HOBART     000714 60   191600-191700   00      85.60  995.9     75.72     2.30     0.97
HOBART     000714 60   191700-191800   00      87.47  995.9     77.37     4.50     3.16
HOBART     000714 60   191800-191900   00      85.07  995.9     75.25     1.70     0.36
HOBART     000714 60   191900-192000   00      84.00  996.0     74.36     0.50    -0.84
HOBART     000714 60   192000-192100   00      87.73  995.9     77.60     4.90     3.56
HOBART     000714 60   192100-192200   00      82.67  995.9     73.12    -1.20    -2.54
HOBART     000714 60   192200-192300   00      84.27  995.9     74.54     0.70    -0.64
HOBART     000714 60   192300-192400   00      85.87  995.9     75.95     2.60     1.25
HOBART     000714 60   192400-192500   00      86.13  995.9     76.19     3.00     1.65
HOBART     000714 60   192500-192600   00      85.33  995.9     75.48     2.00     0.65
HOBART     000714 60   192600-192700   00      86.40  995.9     76.43     3.30     1.95
HOBART     000714 60   192700-192800   00      83.20  995.9     73.59    -0.60    -1.95
HOBART     000714 60   192800-192900   00      81.33  995.9     71.94    -2.80    -4.16
HOBART     000714 60   192900-193000   00      86.13  995.9     76.19     3.00     1.64
HOBART     000714 60   193000-193100   00      81.07  995.9     71.71    -3.10    -4.46
HOBART     000714 60   193100-193200   00      86.13  995.9     76.19     3.00     1.64
HOBART     000714 60   193200-193300   00      86.13  995.9     76.19     3.00     1.64
HOBART     000714 60   193300-193400   00      83.20  995.9     73.59    -0.60    -1.96
HOBART     000714 60   193400-193500   00      84.80  995.9     75.01     1.40     0.03
HOBART     000714 60   193500-193600   00      84.53  995.9     74.77     1.00    -0.37
HOBART     000714 60   193600-193700   00      85.33  995.9     75.48     2.00     0.63
HOBART     000714 60   193700-193800   00      87.73  995.9     77.60     4.90     3.53
HOBART     000714 60   193800-193900   00      84.80  995.9     75.01     1.40     0.03
HOBART     000714 60   193900-194000   00      84.27  995.9     74.54     0.70    -0.68
HOBART     000714 60   194000-194100   00      84.53  995.9     74.77     1.00    -0.38
HOBART     000714 60   194100-194200   00      84.53  995.9     74.77     1.00    -0.38
HOBART     000714 60   194200-194300   00      81.33  995.9     71.94    -2.80    -4.18
HOBART     000714 60   194300-194400   00      86.67  995.9     76.66     3.60     2.22
HOBART     000714 60   194400-194500   00      88.00  995.9     77.84     5.20     3.82
HOBART     000714 60   194500-194600   00      82.67  995.9     73.12    -1.20    -2.59
HOBART     000714 60   194600-194700   00      84.80  995.9     75.01     1.40     0.01
HOBART     000714 60   194700-194800   00      85.33  995.9     75.48     2.00     0.61
HOBART     000714 60   194800-194900   00      85.07  995.9     75.25     1.70     0.31
HOBART     000714 60   194900-195000   00      84.27  995.9     74.54     0.70    -0.69
HOBART     000714 60   195000-195100   00      85.33  995.8     75.43     1.90     0.50
HOBART     000714 60   195100-195200   00      85.33  995.9     75.48     2.00     0.60
HOBART     000714 60   195200-195300   00      83.47  995.9     73.83    -0.20    -1.60
HOBART     000714 60   195300-195400   00      86.40  995.9     76.43     3.30     1.90
HOBART     000714 60   195400-195500   00      85.60  995.9     75.72     2.30     0.90
HOBART     000714 60   195500-195600   00      83.47  995.9     73.83    -0.20    -1.60
HOBART     000714 60   195600-195700   00      85.87  995.9     75.95     2.60     1.19
HOBART     000714 60   195700-195800   00      87.47  995.9     77.37     4.50     3.09
HOBART     000714 60   195800-195900   00      85.33  995.9     75.48     2.00     0.59
HOBART     000714 60   195900-200000   00      83.20  995.9     73.59    -0.60    -2.01
HOBART     000714 60   200000-200100   00      88.27  995.9     78.08     5.50    -9999
HOBART     000714 60   200100-200200   00      84.00  995.9     74.30     0.40    -9999
HOBART     000714 60   200200-200300   00      85.33  995.9     75.48     2.00    -9999
HOBART     000714 60   200300-200400   00      85.07  995.8     75.19     1.60    -9999
HOBART     000714 60   200400-200500   00      84.80  995.9     75.01     1.40    -9999
HOBART     000714 60   200500-200600   00      88.80  995.9     78.55     6.10    -9999
HOBART     000714 60   200600-200700   00      87.47  995.9     77.37     4.50    -9999
HOBART     000714 60   200700-200800   00      85.87  995.9     75.95     2.60    -9999
HOBART     000714 60   200800-200900   00      82.13  995.9     72.65    -1.80    -9999
HOBART     000714 60   200900-201000   00      85.07  995.9     75.25     1.70    -9999
HOBART     000714 60   201000-201100   00      84.80  995.9     75.01     1.40    -9999
HOBART     000714 60   201100-201200   00      84.80  995.9     75.01     1.40    -9999
HOBART     000714 60   201200-201300   00      85.60  995.9     75.72     2.30    -9999
HOBART     000714 60   201300-201400   00      84.27  995.9     74.54     0.70    -9999
HOBART     000714 60   201400-201500   00      82.40  995.9     72.89    -1.50    -9999
HOBART     000714 60   201500-201600   00      82.93  995.9     73.36    -0.90    -9999
HOBART     000714 60   201600-201700   00      84.27  995.8     74.48     0.60    -9999
HOBART     000714 60   201700-201800   00      83.47  995.9     73.83    -0.20    -9999
HOBART     000714 60   201800-201900   00      85.33  995.9     75.48     2.00    -9999
HOBART     000714 60   201900-202000   00      84.27  995.8     74.48     0.60    -9999
HOBART     000714 60   202000-202100   00      85.60  995.9     75.72     2.30    -9999
HOBART     000714 60   202100-202200   00      86.93  995.9     76.90     3.90    -9999
HOBART     000714 60   202200-202300   00      84.00  995.8     74.25     0.30    -9999
HOBART     000714 60   202300-202400   00      83.73  995.8     74.01     0.00    -9999
HOBART     000714 60   202400-202500   00      82.40  995.8     72.83    -1.60    -9999
HOBART     000714 60   202500-202600   00      86.67  995.8     76.60     3.50    -9999
HOBART     000714 60   202600-202700   00      84.00  995.8     74.25     0.30    -9999
HOBART     000714 60   202700-202800   00      84.27  995.8     74.48     0.60    -9999
HOBART     000714 60   202800-202900   00      83.20  995.8     73.54    -0.60    -9999
HOBART     000714 60   202900-203000   00      87.47  995.8     77.31     4.50    -9999
HOBART     000714 60   203000-203100   00      84.00  995.8     74.25     0.30    -9999
HOBART     000714 60   203100-203200   00      84.27  995.8     74.48     0.60    -9999
HOBART     000714 60   203200-203300   00      85.33  995.8     75.43     1.90    -9999
HOBART     000714 60   203300-203400   00      83.47  995.8     73.78    -0.30    -9999
HOBART     000714 60   203400-203500   00      82.40  995.8     72.83    -1.60    -9999
HOBART     000714 60   203500-203600   00      84.00  995.8     74.25     0.30    -9999
HOBART     000714 60   203600-203700   00      83.20  995.8     73.54    -0.60    -9999
HOBART     000714 60   203700-203800   00      81.60  995.8     72.13    -2.50    -9999
HOBART     000714 60   203800-203900   00      82.93  995.8     73.30    -0.90    -9999
HOBART     000714 60   203900-204000   00      83.47  995.8     73.78    -0.30    -9999
HOBART     000714 60   204000-204100   00      83.20  995.8     73.54    -0.60    -9999
HOBART     000714 60   204100-204200   00      89.60  995.8     79.20     7.00    -9999
HOBART     000714 60   204200-204300   00      86.13  995.8     76.13     2.90    -9999
HOBART     000714 60   204300-204400   00      84.80  995.8     74.95     1.30    -9999
HOBART     000714 60   204400-204500   00      85.07  995.7     75.13     1.50    -9999
HOBART     000714 60   204500-204600   00      85.87  995.7     75.84     2.50    -9999
HOBART     000714 60   204600-204700   00      86.93  995.7     76.78     3.80    -9999
HOBART     000714 60   204700-204800   00      81.87  995.7     72.31    -2.30    -9999
HOBART     000714 60   204800-204900   00      81.87  995.7     72.31    -2.30    -9999
HOBART     000714 60   204900-205000   00      87.47  995.8     77.31     4.50    -9999
HOBART     000714 60   205000-205100   00      86.67  995.8     76.60     3.50    -9999
HOBART     000714 60   205100-205200   00      87.73  995.8     77.55     4.80    -9999
HOBART     000714 60   205200-205300   00      83.73  995.8     74.01     0.00    -9999
HOBART     000714 60   205300-205400   00      85.33  995.8     75.43     1.90    -9999
HOBART     000714 60   205400-205500   00      85.07  995.8     75.19     1.60    -9999
HOBART     000714 60   205500-205600   00      83.20  995.8     73.54    -0.60    -9999
HOBART     000714 60   205600-205700   00      85.87  995.8     75.90     2.60    -9999
HOBART     000714 60   205700-205800   00      89.07  995.8     78.73     6.40    -9999
HOBART     000714 60   205800-205900   00      83.47  995.8     73.78    -0.30    -9999
HOBART     000714 60   205900-210000   00      86.40  995.9     76.43     3.30    -9999
HOBART     000714 60   210000-210100   00      86.13  995.8     76.13     2.90    -9999
HOBART     000714 60   210100-210200   00      83.47  995.8     73.78    -0.30    -9999
HOBART     000714 60   210200-210300   00      83.73  995.9     74.07     0.10    -9999
HOBART     000714 60   210300-210400   00      85.87  995.8     75.90     2.60    -9999
HOBART     000714 60   210400-210500   00      87.20  995.8     77.08     4.20    -9999
HOBART     000714 60   210500-210600   00      86.13  995.9     76.19     3.00    -9999
HOBART     000714 60   210600-210700   00      82.67  995.8     73.07    -1.30    -9999
HOBART     000714 60   210700-210800   00      85.07  995.8     75.19     1.60    -9999
HOBART     000714 60   210800-210900   00      86.93  995.9     76.90     3.90    -9999
HOBART     000714 60   210900-211000   00      88.27  995.9     78.08     5.50    -9999
HOBART     000714 60   211000-211100   00      82.40  995.9     72.89    -1.50    -9999
HOBART     000714 60   211100-211200   00      84.00  995.9     74.30     0.40    -9999
HOBART     000714 60   211200-211300   00      84.00  995.9     74.30     0.40    -9999
HOBART     000714 60   211300-211400   00      83.20  995.9     73.59    -0.60    -9999
HOBART     000714 60   211400-211500   00      83.47  995.9     73.83    -0.20    -9999
HOBART     000714 60   211500-211600   00      88.80  995.9     78.55     6.10    -9999
HOBART     000714 60   211600-211700   00      85.33  995.9     75.48     2.00    -9999
HOBART     000714 60   211700-211800   00      87.20  995.9     77.13     4.20    -9999
HOBART     000714 60   211800-211900   00      85.07  996.0     75.30     1.80    -9999
HOBART     000714 60   211900-212000   00      84.27  996.0     74.59     0.80    -9999
HOBART     000714 60   212000-212100   00      83.20  995.9     73.59    -0.60    -9999
HOBART     000714 60   212100-212200   00      85.60  996.0     75.77     2.40    -9999
HOBART     000714 60   212200-212300   00      82.93  996.0     73.41    -0.80    -9999
HOBART     000714 60   212300-212400   00      84.00  995.9     74.30     0.40    -9999
HOBART     000714 60   212400-212500   00      84.27  996.0     74.59     0.80    -9999
HOBART     000714 60   212500-212600   00      88.00  996.0     77.90     5.30    -9999
HOBART     000714 60   212600-212700   00      83.73  996.0     74.12     0.20    -9999
HOBART     000714 60   212700-212800   00      86.67  996.0     76.72     3.70    -9999
HOBART     000714 60   212800-212900   00      82.93  996.0     73.41    -0.80    -9999
HOBART     000714 60   212900-213000   00      83.73  996.0     74.12     0.20    -9999
HOBART     000714 60   213000-213100   00      85.87  996.0     76.01     2.70    -9999
HOBART     000714 60   213100-213200   00      85.07  996.0     75.30     1.80    -9999
HOBART     000714 60   213200-213300   00      86.13  996.0     76.25     3.00    -9999
HOBART     000714 60   213300-213400   00      85.87  996.0     76.01     2.70    -9999
HOBART     000714 60   213400-213500   00      87.20  996.0     77.19     4.30    -9999
HOBART     000714 60   213500-213600   00      84.53  996.0     74.83     1.10    -9999
HOBART     000714 60   213600-213700   00      83.47  996.0     73.89    -0.20    -9999
HOBART     000714 60   213700-213800   00      82.13  996.0     72.70    -1.80    -9999
HOBART     000714 60   213800-213900   00      89.07  996.0     78.84     6.50    -9999
HOBART     000714 60   213900-214000   00      82.40  996.0     72.94    -1.40    -9999
HOBART     000714 60   214000-214100   00      87.20  996.0     77.19     4.30    -9999
HOBART     000714 60   214100-214200   00      85.60  996.0     75.77     2.40    -9999
HOBART     000714 60   214200-214300   00      86.40  996.0     76.48     3.40    -9999
HOBART     000714 60   214300-214400   00      87.47  996.0     77.43     4.60    -9999
HOBART     000714 60   214400-214500   00      86.40  996.0     76.48     3.40    -9999
HOBART     000714 60   214500-214600   00      83.47  996.0     73.89    -0.20    -9999
HOBART     000714 60   214600-214700   00      82.67  996.0     73.18    -1.10    -9999
HOBART     000714 60   214700-214800   00      85.87  996.0     76.01     2.70    -9999
HOBART     000714 60   214800-214900   00      83.73  996.0     74.12     0.20    -9999
HOBART     000714 60   214900-215000   00      85.87  996.0     76.01     2.70    -9999
HOBART     000714 60   215000-215100   00      86.67  996.0     76.72     3.70    -9999
HOBART     000714 60   215100-215200   00      85.87  996.0     76.01     2.70    -9999
HOBART     000714 60   215200-215300   00      84.80  996.0     75.07     1.40    -9999
HOBART     000714 60   215300-215400   00      81.33  996.0     72.00    -2.70    -9999
HOBART     000714 60   215400-215500   00      89.07  996.0     78.84     6.50    -9999
HOBART     000714 60   215500-215600   00      84.27  996.0     74.59     0.80    -9999
HOBART     000714 60   215600-215700   00      83.73  996.0     74.12     0.20    -9999
HOBART     000714 60   215700-215800   00      84.80  996.0     75.07     1.40    -9999
HOBART     000714 60   215800-215900   00      84.53  996.0     74.83     1.10    -9999
HOBART     000714 60   215900-220000   00      85.60  996.0     75.77     2.40    -9999
HOBART     000714 60   220000-220100   00      85.07  996.0     75.30     1.80    -9999
HOBART     000714 60   220100-220200   00      82.93  996.1     73.47    -0.70    -9999
HOBART     000714 60   220200-220300   00      85.07  996.1     75.36     1.80    -9999
HOBART     000714 60   220300-220400   00      84.80  996.1     75.12     1.50    -9999
HOBART     000714 60   220400-220500   00      84.00  996.1     74.41     0.60    -9999
HOBART     000714 60   220500-220600   00      82.13  996.1     72.76    -1.70    -9999
HOBART     000714 60   220600-220700   00      85.87  996.1     76.07     2.80    -9999
HOBART     000714 60   220700-220800   00      83.20  996.1     73.70    -0.40    -9999
HOBART     000714 60   220800-220900   00      84.27  996.1     74.65     0.90    -9999
HOBART     000714 60   220900-221000   00      85.60  996.1     75.83     2.50    -9999
HOBART     000714 60   221000-221100   00      82.40  996.1     72.99    -1.40    -9999
HOBART     000714 60   221100-221200   00      85.87  996.1     76.07     2.80    -9999
HOBART     000714 60   221200-221300   00      85.07  996.2     75.41     1.90    -9999
HOBART     000714 60   221300-221400   00      85.07  996.2     75.41     1.90    -9999
HOBART     000714 60   221400-221500   00      86.13  996.2     76.36     3.20    -9999
HOBART     000714 60   221500-221600   00      84.00  996.2     74.47     0.60    -9999
HOBART     000714 60   221600-221700   00      82.93  996.2     73.52    -0.60    -9999
HOBART     000714 60   221700-221800   00      82.40  996.2     73.05    -1.30    -9999
HOBART     000714 60   221800-221900   00      86.67  996.2     76.83     3.80    -9999
HOBART     000714 60   221900-222000   00      84.00  996.2     74.47     0.60    -9999
HOBART     000714 60   222000-222100   00      88.27  996.2     78.25     5.70    -9999
HOBART     000714 60   222100-222200   00      84.27  996.2     74.70     0.90    -9999
HOBART     000714 60   222200-222300   00      84.27  996.2     74.70     0.90    -9999
HOBART     000714 60   222300-222400   00      82.13  996.2     72.81    -1.60    -9999
HOBART     000714 60   222400-222500   00      86.93  996.2     77.07     4.10    -9999
HOBART     000714 60   222500-222600   00      85.07  996.2     75.41     1.90    -9999
HOBART     000714 60   222600-222700   00      86.13  996.2     76.36     3.20    -9999
HOBART     000714 60   222700-222800   00      82.40  996.3     73.10    -1.20    -9999
HOBART     000714 60   222800-222900   00      87.73  996.3     77.83     5.20    -9999
HOBART     000714 60   222900-223000   00      83.47  996.3     74.05     0.10    -9999
HOBART     000714 60   223000-223100   00      82.40  996.3     73.10    -1.20    -9999
HOBART     000714 60   223100-223200   00      81.07  996.3     71.92    -2.80    -9999
HOBART     000714 60   223200-223300   00      81.07  996.3     71.92    -2.80    -9999
HOBART     000714 60   223300-223400   00      86.13  996.3     76.41     3.30    -9999
HOBART     000714 60   223400-223500   00      86.67  996.3     76.89     3.90    -9999
HOBART     000714 60   223500-223600   00      84.00  996.3     74.52     0.70    -9999
HOBART     000714 60   223600-223700   00      87.20  996.3     77.36     4.50    -9999
HOBART     000714 60   223700-223800   00      84.53  996.3     75.00     1.30    -9999
HOBART     000714 60   223800-223900   00      87.73  996.3     77.83     5.20    -9999
HOBART     000714 60   223900-224000   00      86.40  996.3     76.65     3.60    -9999
HOBART     000714 60   224000-224100   00      89.33  996.3     79.25     7.10    -9999
HOBART     000714 60   224100-224200   00      87.73  996.3     77.83     5.20    -9999
HOBART     000714 60   224200-224300   00      86.40  996.3     76.65     3.60    -9999
HOBART     000714 60   224300-224400   00      82.67  996.3     73.34    -0.90    -9999
HOBART     000714 60   224400-224500   00      85.07  996.3     75.47     2.00    -9999
HOBART     000714 60   224500-224600   00      87.20  996.3     77.36     4.50    -9999
HOBART     000714 60   224600-224700   00      86.40  996.3     76.65     3.60    -9999
HOBART     000714 60   224700-224800   00      84.80  996.3     75.23     1.70    -9999
HOBART     000714 60   224800-224900   00      83.73  996.3     74.29     0.40    -9999
HOBART     000714 60   224900-225000   00      83.20  996.3     73.81    -0.30    -9999
HOBART     000714 60   225000-225100   00      84.27  996.3     74.76     1.00    -9999
HOBART     000714 60   225100-225200   00      81.07  996.3     71.92    -2.80    -9999
HOBART     000714 60   225200-225300   00      88.00  996.3     78.07     5.50    -9999
HOBART     000714 60   225300-225400   00      85.33  996.3     75.71     2.30    -9999
HOBART     000714 60   225400-225500   00      83.47  996.4     74.10     0.10    -9999
HOBART     000714 60   225500-225600   00      82.40  996.4     73.16    -1.10    -9999
HOBART     000714 60   225600-225700   00      82.67  996.4     73.39    -0.80    -9999
HOBART     000714 60   225700-225800   00      87.73  996.4     77.89     5.30    -9999
HOBART     000714 60   225800-225900   00      85.07  996.4     75.52     2.10    -9999
HOBART     000714 60   225900-230000   00      84.00  996.4     74.58     0.80    -9999
HOBART     000714 60   230000-230100   00      83.47  996.4     74.10     0.10    -9999
HOBART     000714 60   230100-230200   00      83.73  996.4     74.34     0.50    -9999
HOBART     000714 60   230200-230300   00      88.00  996.4     78.13     5.60    -9999
HOBART     000714 60   230300-230400   00      85.33  996.4     75.76     2.40    -9999
